train,acc,network
MSC06,0.0,103
MSC07,0.0,103
MSC10,0.0,103
MSC01,0.0,104
MSC02,0.0,104
MSC03,0.0,104
MSC04,0.0,104
MSC05,0.0,104
MSC06,0.0,104
MSC07,0.0,104
MSC10,0.0,104
MSC01,0.0,105
MSC02,0.0,105
MSC03,0.0,105
MSC04,0.0,105
MSC05,0.0,105
MSC06,0.0,105
MSC07,0.0,105
MSC10,0.0,105
MSC01,0.0,105
MSC02,0.0,105
MSC03,0.0,105
MSC04,0.0,105
MSC05,0.0,105
MSC06,0.0,105
MSC07,0.0,105
MSC10,0.0,105
MSC01,0.0,106
MSC02,0.0,106
MSC03,0.0,106
MSC04,0.0,106
MSC05,0.0,106
MSC06,0.0,106
MSC07,0.0,106
MSC10,0.0,106
MSC01,0.0,107
MSC02,0.0,107
MSC03,0.0,107
MSC04,0.0,107
MSC05,0.0,107
MSC06,0.0,107
MSC07,0.0,107
MSC10,0.0,107
MSC01,0.0,108
MSC02,0.0,108
MSC03,0.0,108
MSC04,0.0,108
MSC05,0.0,108
MSC06,0.0,108
MSC07,0.0,108
MSC10,0.0,108
MSC01,0.0,109
MSC02,0.0,109
MSC03,0.0,109
MSC04,0.0,109
MSC05,0.0,109
MSC06,0.0,109
MSC07,0.0,109
MSC10,0.0,109
MSC01,0.0,109
MSC02,0.0,109
MSC03,0.0,109
MSC04,0.0,109
MSC05,0.0,109
MSC06,0.0,109
MSC07,0.0,109
MSC10,0.0,109
MSC01,0.0,110
MSC02,0.0,110
MSC03,0.0,110
MSC04,0.0,110
MSC05,0.0,110
MSC06,0.0,110
MSC07,0.0,110
MSC10,0.0,110
MSC01,0.0,111
MSC02,0.0,111
MSC03,0.0,111
MSC04,0.0,111
MSC05,0.0,111
MSC06,0.0,111
MSC07,0.0,111
MSC10,0.0,111
MSC01,0.0,112
MSC02,0.0,112
MSC03,0.0,112
MSC04,0.0,112
MSC05,0.0,112
MSC06,0.0,112
MSC07,0.0,112
MSC10,0.0,112
MSC01,0.0,113
MSC02,0.0,113
MSC03,0.0,113
MSC04,0.0,113
MSC05,0.0,113
MSC06,0.0,113
MSC07,0.0,113
MSC10,0.0,113
MSC01,0.0,114
MSC02,0.0,114
MSC03,0.0,114
MSC04,0.0,114
MSC05,0.0,114
MSC06,0.0,114
MSC07,0.0,114
MSC10,0.0,114
MSC01,0.0,114
MSC02,0.0,114
MSC03,0.0,114
MSC04,0.0,114
MSC05,0.0,114
MSC06,0.0,114
MSC07,0.0,114
MSC10,0.0,114
MSC01,0.0,115
MSC02,0.0,115
MSC03,0.0,115
MSC04,0.0,115
MSC05,0.0,115
MSC06,0.0,115
MSC07,0.0,115
MSC10,0.0,115
MSC01,0.0,116
MSC02,0.0,116
MSC03,0.0,116
MSC04,0.0,116
MSC05,0.0,116
MSC06,0.0,116
MSC07,0.0,116
MSC10,0.0,116
MSC01,0.0,117
MSC02,0.0,117
MSC03,0.0,117
MSC04,0.0,117
MSC05,0.0,117
MSC06,0.0,117
MSC07,0.0,117
MSC10,0.0,117
MSC01,0.0,118
MSC02,0.0,118
MSC03,0.0,118
MSC04,0.0,118
MSC05,0.0,118
MSC06,0.0,118
MSC07,0.0,118
MSC10,0.0,118
MSC01,0.0,119
MSC02,0.0,119
MSC03,0.0,119
MSC04,0.0,119
MSC05,0.0,119
MSC06,0.0,119
MSC07,0.0,119
MSC10,0.0,119
MSC01,0.0,120
MSC02,0.0,120
MSC03,0.0,120
MSC04,0.0,120
MSC05,0.0,120
MSC06,0.0,120
MSC07,0.0,120
MSC10,0.0,120
MSC01,0.0,120
MSC02,0.0,120
MSC03,0.0,120
MSC04,0.0,120
MSC05,0.0,120
MSC06,0.0,120
MSC07,0.0,120
MSC10,0.0,120
MSC01,0.0,121
MSC02,0.0,121
MSC03,0.0,121
MSC04,0.0,121
MSC05,0.0,121
MSC06,0.0,121
MSC07,0.0,121
MSC10,0.0,121
MSC01,0.0,122
MSC02,0.0,122
MSC03,0.0,122
MSC04,0.0,122
MSC05,0.0,122
MSC06,0.0,122
MSC07,0.0,122
MSC10,0.0,122
MSC01,0.0,123
MSC02,0.0,123
MSC03,0.0,123
MSC04,0.0,123
MSC05,0.0,123
MSC06,0.0,123
MSC07,0.0,123
MSC10,0.0,123
MSC01,0.0,124
MSC02,0.0,124
MSC03,0.0,124
MSC04,0.0,124
MSC05,0.0,124
MSC06,0.0,124
MSC07,0.0,124
MSC10,0.0,124
MSC01,0.0,125
MSC02,0.0,125
MSC03,0.0,125
MSC04,0.0,125
MSC05,0.0,125
MSC06,0.0,125
MSC07,0.0,125
MSC10,0.0,125
MSC01,0.0,126
MSC02,0.0,126
MSC03,0.0,126
MSC04,0.0,126
MSC05,0.0,126
MSC06,0.0,126
MSC07,0.0,126
MSC10,0.0,126
MSC01,0.0,127
MSC02,0.0,127
MSC03,0.0,127
MSC04,0.0,127
MSC05,0.0,127
MSC06,0.0,127
MSC07,0.0,127
MSC10,0.0,127
MSC01,0.0,128
MSC02,0.0,128
MSC03,0.0,128
MSC04,0.0,128
MSC05,0.0,128
MSC06,0.0,128
MSC07,0.0,128
MSC10,0.0,128
MSC01,0.0,129
MSC02,0.0,129
MSC03,0.0,129
MSC04,0.0,129
MSC05,0.0,129
MSC06,0.0,129
MSC07,0.0,129
MSC10,0.0,129
MSC01,0.0,130
MSC02,0.0,130
MSC03,0.0,130
MSC04,0.0,130
MSC05,0.0,130
MSC06,0.0,130
MSC07,0.0,130
MSC10,0.0,130
MSC01,0.0,131
MSC02,0.0,131
MSC03,0.0,131
MSC04,0.0,131
MSC05,0.0,131
MSC06,0.0,131
MSC07,0.0,131
MSC10,0.0,131
MSC01,0.0,132
MSC02,0.0,132
MSC03,0.0,132
MSC04,0.0,132
MSC05,0.0,132
MSC06,0.0,132
MSC07,0.0,132
MSC10,0.0,132
MSC01,0.0,133
MSC02,0.0,133
MSC03,0.0,133
MSC04,0.0,133
MSC05,0.0,133
MSC06,0.0,133
MSC07,0.0,133
MSC10,0.0,133
MSC01,0.0,134
MSC02,0.0,134
MSC03,0.0,134
MSC04,0.0,134
MSC05,0.0,134
MSC06,0.0,134
MSC07,0.0,134
MSC10,0.0,134
MSC01,0.0,135
MSC02,0.0,135
MSC03,0.0,135
MSC04,0.0,135
MSC05,0.0,135
MSC06,0.0,135
MSC07,0.0,135
MSC10,0.0,135
MSC01,0.0,136
MSC02,0.0,136
MSC03,0.0,136
MSC04,0.0,136
MSC05,0.0,136
MSC06,0.0,136
MSC07,0.0,136
MSC10,0.0,136
MSC01,0.0,137
MSC02,0.0,137
MSC03,0.0,137
MSC04,0.0,137
MSC05,0.0,137
MSC06,0.0,137
MSC07,0.0,137
MSC10,0.0,137
MSC01,0.0,138
MSC02,0.0,138
MSC03,0.0,138
MSC04,0.0,138
MSC05,0.0,138
MSC06,0.0,138
MSC07,0.0,138
MSC10,0.0,138
MSC01,0.0,139
MSC02,0.0,139
MSC03,0.0,139
MSC04,0.0,139
MSC05,0.0,139
MSC06,0.0,139
MSC07,0.0,139
MSC10,0.0,139
MSC01,0.0,140
MSC02,0.0,140
MSC03,0.0,140
MSC04,0.0,140
MSC05,0.0,140
MSC06,0.0,140
MSC07,0.0,140
MSC10,0.0,140
MSC01,0.0,141
MSC02,0.0,141
MSC03,0.0,141
MSC04,0.0,141
MSC05,0.0,141
MSC06,0.0,141
MSC07,0.0,141
MSC10,0.0,141
MSC01,0.0,142
MSC02,0.0,142
MSC03,0.0,142
MSC04,0.0,142
MSC05,0.0,142
MSC06,0.0,142
MSC07,0.0,142
MSC10,0.0,142
MSC01,0.0,143
MSC02,0.0,143
MSC03,0.0,143
MSC04,0.0,143
MSC05,0.0,143
MSC06,0.0,143
MSC07,0.0,143
MSC10,0.0,143
MSC01,0.0,144
MSC02,0.0,144
MSC03,0.0,144
MSC04,0.0,144
MSC05,0.0,144
MSC06,0.0,144
MSC07,0.0,144
MSC10,0.0,144
MSC01,0.0,145
MSC02,0.0,145
MSC03,0.0,145
MSC04,0.0,145
MSC05,0.0,145
MSC06,0.0,145
MSC07,0.0,145
MSC10,0.0,145
MSC01,0.0,146
MSC02,0.0,146
MSC03,0.0,146
MSC04,0.0,146
MSC05,0.0,146
MSC06,0.0,146
MSC07,0.0,146
MSC10,0.0,146
MSC01,0.0,147
MSC02,0.0,147
MSC03,0.0,147
MSC04,0.0,147
MSC05,0.0,147
MSC06,0.0,147
MSC07,0.0,147
MSC10,0.0,147
MSC01,0.0,148
MSC02,0.0,148
MSC03,0.0,148
MSC04,0.0,148
MSC05,0.0,148
MSC06,0.0,148
MSC07,0.0,148
MSC10,0.0,148
MSC01,0.0,149
MSC02,0.0,149
MSC03,0.0,149
MSC04,0.0,149
MSC05,0.0,149
MSC06,0.0,149
MSC07,0.0,149
MSC10,0.0,149
MSC01,0.0,150
MSC02,0.0,150
MSC03,0.0,150
MSC04,0.0,150
MSC05,0.0,150
MSC06,0.0,150
MSC07,0.0,150
MSC10,0.0,150
MSC01,0.0,152
MSC02,0.0,152
MSC03,0.0,152
MSC04,0.0,152
MSC05,0.0,152
MSC06,0.0,152
MSC07,0.0,152
MSC10,0.0,152
MSC01,0.0,153
MSC02,0.0,153
MSC03,0.0,153
MSC04,0.0,153
MSC05,0.0,153
MSC06,0.0,153
MSC07,0.0,153
MSC10,0.0,153
MSC01,0.0,154
MSC02,0.0,154
MSC03,0.0,154
MSC04,0.0,154
MSC05,0.0,154
MSC06,0.0,154
MSC07,0.0,154
MSC10,0.0,154
MSC01,0.0,155
MSC02,0.0,155
MSC03,0.0,155
MSC04,0.0,155
MSC05,0.0,155
MSC06,0.0,155
MSC07,0.0,155
MSC10,0.0,155
MSC01,0.0,156
MSC02,0.0,156
MSC03,0.0,156
MSC04,0.0,156
MSC05,0.0,156
MSC06,0.0,156
MSC07,0.0,156
MSC10,0.0,156
MSC01,0.0,157
MSC02,0.0,157
MSC03,0.0,157
MSC04,0.0,157
MSC05,0.0,157
MSC06,0.0,157
MSC07,0.0,157
MSC10,0.0,157
MSC01,0.0,158
MSC02,0.0,158
MSC03,0.0,158
MSC04,0.0,158
MSC05,0.0,158
MSC06,0.0,158
MSC07,0.0,158
MSC10,0.0,158
MSC01,0.0,160
MSC02,0.0,160
MSC03,0.0,160
MSC04,0.0,160
MSC05,0.0,160
MSC06,0.0,160
MSC07,0.0,160
MSC10,0.0,160
MSC01,0.0,161
MSC02,0.0,161
MSC03,0.0,161
MSC04,0.0,161
MSC05,0.0,161
MSC06,0.0,161
MSC07,0.0,161
MSC10,0.0,161
MSC01,0.0,162
MSC02,0.0,162
MSC03,0.0,162
MSC04,0.0,162
MSC05,0.0,162
MSC06,0.0,162
MSC07,0.0,162
MSC10,0.0,162
MSC01,0.0,163
MSC02,0.0,163
MSC03,0.0,163
MSC04,0.0,163
MSC05,0.0,163
MSC06,0.0,163
MSC07,0.0,163
MSC10,0.0,163
MSC01,0.0,164
MSC02,0.0,164
MSC03,0.0,164
MSC04,0.0,164
MSC05,0.0,164
MSC06,0.0,164
MSC07,0.0,164
MSC10,0.0,164
MSC01,0.0,166
MSC02,0.0,166
MSC03,0.0,166
MSC04,0.0,166
MSC05,0.0,166
MSC06,0.0,166
MSC07,0.0,166
MSC10,0.0,166
MSC01,0.0,167
MSC02,0.0,167
MSC03,0.0,167
MSC04,0.0,167
MSC05,0.0,167
MSC06,0.0,167
MSC07,0.0,167
MSC10,0.0,167
MSC01,0.0,168
MSC02,0.0,168
MSC03,0.0,168
MSC04,0.0,168
MSC05,0.0,168
MSC06,0.0,168
MSC07,0.0,168
MSC10,0.0,168
MSC01,0.0,169
MSC02,0.0,169
MSC03,0.0,169
MSC04,0.0,169
MSC05,0.0,169
MSC06,0.0,169
MSC07,0.0,169
MSC10,0.0,169
MSC01,0.0,171
MSC02,0.0,171
MSC03,0.0,171
MSC04,0.0,171
MSC05,0.0,171
MSC06,0.0,171
MSC07,0.0,171
MSC10,0.0,171
MSC01,0.0,172
MSC02,0.0,172
MSC03,0.0,172
MSC04,0.0,172
MSC05,0.0,172
MSC06,0.0,172
MSC07,0.0,172
MSC10,0.0,172
MSC01,0.0,173
MSC02,0.0,173
MSC03,0.0,173
MSC04,0.0,173
MSC05,0.0,173
MSC06,0.0,173
MSC07,0.0,173
MSC10,0.0,173
MSC01,0.0,174
MSC02,0.0,174
MSC03,0.0,174
MSC04,0.0,174
MSC05,0.0,174
MSC06,0.0,174
MSC07,0.0,174
MSC10,0.0,174
MSC01,0.0,176
MSC02,0.0,176
MSC03,0.0,176
MSC04,0.0,176
MSC05,0.0,176
MSC06,0.0,176
MSC07,0.0,176
MSC10,0.0,176
MSC01,0.0,177
MSC02,0.0,177
MSC03,0.0,177
MSC04,0.0,177
MSC05,0.0,177
MSC06,0.0,177
MSC07,0.0,177
MSC10,0.0,177
MSC01,0.0,178
MSC02,0.0,178
MSC03,0.0,178
MSC04,0.0,178
MSC05,0.0,178
MSC06,0.0,178
MSC07,0.0,178
MSC10,0.0,178
MSC01,0.0,180
MSC02,0.0,180
MSC03,0.0,180
MSC04,0.0,180
MSC05,0.0,180
MSC06,0.0,180
MSC07,0.0,180
MSC10,0.0,180
MSC01,0.0,181
MSC02,0.0,181
MSC03,0.0,181
MSC04,0.0,181
MSC05,0.0,181
MSC06,0.0,181
MSC07,0.0,181
MSC10,0.0,181
MSC01,0.0,182
MSC02,0.0,182
MSC03,0.0,182
MSC04,0.0,182
MSC05,0.0,182
MSC06,0.0,182
MSC07,0.0,182
MSC10,0.0,182
MSC01,0.0,184
MSC02,0.0,184
MSC03,0.0,184
MSC04,0.0,184
MSC05,0.0,184
MSC06,0.0,184
MSC07,0.0,184
MSC10,0.0,184
MSC01,0.0,185
MSC02,0.0,185
MSC03,0.0,185
MSC04,0.0,185
MSC05,0.0,185
MSC06,0.0,185
MSC07,0.0,185
MSC10,0.0,185
MSC01,0.0,186
MSC02,0.0,186
MSC03,0.0,186
MSC04,0.0,186
MSC05,0.0,186
MSC06,0.0,186
MSC07,0.0,186
MSC10,0.0,186
MSC01,0.0,188
MSC02,0.0,188
MSC03,0.0,188
MSC04,0.0,188
MSC05,0.0,188
MSC06,0.0,188
MSC07,0.0,188
MSC10,0.0,188
MSC01,0.0,189
MSC02,0.0,189
MSC03,0.0,189
MSC04,0.0,189
MSC05,0.0,189
MSC06,0.0,189
MSC07,0.0,189
MSC10,0.0,189
MSC01,0.0,191
MSC02,0.0,191
MSC03,0.0,191
MSC04,0.0,191
MSC05,0.0,191
MSC06,0.0,191
MSC07,0.0,191
MSC10,0.0,191
MSC01,0.0,192
MSC02,0.0,192
MSC03,0.0,192
MSC04,0.0,192
MSC05,0.0,192
MSC06,0.0,192
MSC07,0.0,192
MSC10,0.0,192
MSC01,0.0,193
MSC02,0.0,193
MSC03,0.0,193
MSC04,0.0,193
MSC05,0.0,193
MSC06,0.0,193
MSC07,0.0,193
MSC10,0.0,193
MSC01,0.0,195
MSC02,0.0,195
MSC03,0.0,195
MSC04,0.0,195
MSC05,0.0,195
MSC06,0.0,195
MSC07,0.0,195
MSC10,0.0,195
MSC01,0.0,196
MSC02,0.0,196
MSC03,0.0,196
MSC04,0.0,196
MSC05,0.0,196
MSC06,0.0,196
MSC07,0.0,196
MSC10,0.0,196
MSC01,0.0,198
MSC02,0.0,198
MSC03,0.0,198
MSC04,0.0,198
MSC05,0.0,198
MSC06,0.0,198
MSC07,0.0,198
MSC10,0.0,198
MSC01,0.0,199
MSC02,0.0,199
MSC03,0.0,199
MSC04,0.0,199
MSC05,0.0,199
MSC06,0.0,199
MSC07,0.0,199
MSC10,0.0,199
MSC01,0.0,201
MSC02,0.0,201
MSC03,0.0,201
MSC04,0.0,201
MSC05,0.0,201
MSC06,0.0,201
MSC07,0.0,201
MSC10,0.0,201
MSC01,0.0,202
MSC02,0.0,202
MSC03,0.0,202
MSC04,0.0,202
MSC05,0.0,202
MSC06,0.0,202
MSC07,0.0,202
MSC10,0.0,202
MSC01,0.0,204
MSC02,0.0,204
MSC03,0.0,204
MSC04,0.0,204
MSC05,0.0,204
MSC06,0.0,204
MSC07,0.0,204
MSC10,0.0,204
MSC01,0.0,205
MSC02,0.0,205
MSC03,0.0,205
MSC04,0.0,205
MSC05,0.0,205
MSC06,0.0,205
MSC07,0.0,205
MSC10,0.0,205
MSC01,0.0,207
MSC02,0.0,207
MSC03,0.0,207
MSC04,0.0,207
MSC05,0.0,207
MSC06,0.0,207
MSC07,0.0,207
MSC10,0.0,207
MSC01,0.0,208
MSC02,0.0,208
MSC03,0.0,208
MSC04,0.0,208
MSC05,0.0,208
MSC06,0.0,208
MSC07,0.0,208
MSC10,0.0,208
MSC01,0.0,210
MSC02,0.0,210
MSC03,0.0,210
MSC04,0.0,210
MSC05,0.0,210
MSC06,0.0,210
MSC07,0.0,210
MSC10,0.0,210
MSC01,0.0,211
MSC02,0.0,211
MSC03,0.0,211
MSC04,0.0,211
MSC05,0.0,211
MSC06,0.0,211
MSC07,0.0,211
MSC10,0.0,211
MSC01,0.0,213
MSC02,0.0,213
MSC03,0.0,213
MSC04,0.0,213
MSC05,0.0,213
MSC06,0.0,213
MSC07,0.0,213
MSC10,0.0,213
MSC01,0.0,215
MSC02,0.0,215
MSC03,0.0,215
MSC04,0.0,215
MSC05,0.0,215
MSC06,0.0,215
MSC07,0.0,215
MSC10,0.0,215
MSC01,0.0,216
MSC02,0.0,216
MSC03,0.0,216
MSC04,0.0,216
MSC05,0.0,216
MSC06,0.0,216
MSC07,0.0,216
MSC10,0.0,216
MSC01,0.0,218
MSC02,0.0,218
MSC03,0.0,218
MSC04,0.0,218
MSC05,0.0,218
MSC06,0.0,218
MSC07,0.0,218
MSC10,0.0,218
MSC01,0.0,219
MSC02,0.0,219
MSC03,0.0,219
MSC04,0.0,219
MSC05,0.0,219
MSC06,0.0,219
MSC07,0.0,219
MSC10,0.0,219
MSC01,0.0,221
MSC02,0.0,221
MSC03,0.0,221
MSC04,0.0,221
MSC05,0.0,221
MSC06,0.0,221
MSC07,0.0,221
MSC10,0.0,221
MSC01,0.0,223
MSC02,0.0,223
MSC03,0.0,223
MSC04,0.0,223
MSC05,0.0,223
MSC06,0.0,223
MSC07,0.0,223
MSC10,0.0,223
MSC01,0.0,224
MSC02,0.0,224
MSC03,0.0,224
MSC04,0.0,224
MSC05,0.0,224
MSC06,0.0,224
MSC07,0.0,224
MSC10,0.0,224
MSC01,0.0,226
MSC02,0.0,226
MSC03,0.0,226
MSC04,0.0,226
MSC05,0.0,226
MSC06,0.0,226
MSC07,0.0,226
MSC10,0.0,226
MSC01,0.0,228
MSC02,0.0,228
MSC03,0.0,228
MSC04,0.0,228
MSC05,0.0,228
MSC06,0.0,228
MSC07,0.0,228
MSC10,0.0,228
MSC01,0.0,229
MSC02,0.0,229
MSC03,0.0,229
MSC04,0.0,229
MSC05,0.0,229
MSC06,0.0,229
MSC07,0.0,229
MSC10,0.0,229
MSC01,0.0,231
MSC02,0.0,231
MSC03,0.0,231
MSC04,0.0,231
MSC05,0.0,231
MSC06,0.0,231
MSC07,0.0,231
MSC10,0.0,231
MSC01,0.0,233
MSC02,0.0,233
MSC03,0.0,233
MSC04,0.0,233
MSC05,0.0,233
MSC06,0.0,233
MSC07,0.0,233
MSC10,0.0,233
MSC01,0.0,234
MSC02,0.0,234
MSC03,0.0,234
MSC04,0.0,234
MSC05,0.0,234
MSC06,0.0,234
MSC07,0.0,234
MSC10,0.0,234
MSC01,0.0,236
MSC02,0.0,236
MSC03,0.0,236
MSC04,0.0,236
MSC05,0.0,236
MSC06,0.0,236
MSC07,0.0,236
MSC10,0.0,236
MSC01,0.0,238
MSC02,0.0,238
MSC03,0.0,238
MSC04,0.0,238
MSC05,0.0,238
MSC06,0.0,238
MSC07,0.0,238
MSC10,0.0,238
MSC01,0.0,240
MSC02,0.0,240
MSC03,0.0,240
MSC04,0.0,240
MSC05,0.0,240
MSC06,0.0,240
MSC07,0.0,240
MSC10,0.0,240
MSC01,0.0,241
MSC02,0.0,241
MSC03,0.0,241
MSC04,0.0,241
MSC05,0.0,241
MSC06,0.0,241
MSC07,0.0,241
MSC10,0.0,241
MSC01,0.0,243
MSC02,0.0,243
MSC03,0.0,243
MSC04,0.0,243
MSC05,0.0,243
MSC06,0.0,243
MSC07,0.0,243
MSC10,0.0,243
MSC01,0.0,245
MSC02,0.0,245
MSC03,0.0,245
MSC04,0.0,245
MSC05,0.0,245
MSC06,0.0,245
MSC07,0.0,245
MSC10,0.0,245
MSC01,0.0,247
MSC02,0.0,247
MSC03,0.0,247
MSC04,0.0,247
MSC05,0.0,247
MSC06,0.0,247
MSC07,0.0,247
MSC10,0.0,247
MSC01,0.0,249
MSC02,0.0,249
MSC03,0.0,249
MSC04,0.0,249
MSC05,0.0,249
MSC06,0.0,249
MSC07,0.0,249
MSC10,0.0,249
MSC01,0.0,251
MSC02,0.0,251
MSC03,0.0,251
MSC04,0.0,251
MSC05,0.0,251
MSC06,0.0,251
MSC07,0.0,251
MSC10,0.0,251
MSC01,0.0,252
MSC02,0.0,252
MSC03,0.0,252
MSC04,0.0,252
MSC05,0.0,252
MSC06,0.0,252
MSC07,0.0,252
MSC10,0.0,252
MSC01,0.0,254
MSC02,0.0,254
MSC03,0.0,254
MSC04,0.0,254
MSC05,0.0,254
MSC06,0.0,254
MSC07,0.0,254
MSC10,0.0,254
MSC01,0.0,256
MSC02,0.0,256
MSC03,0.0,256
MSC04,0.0,256
MSC05,0.0,256
MSC06,0.0,256
MSC07,0.0,256
MSC10,0.0,256
MSC01,0.0,258
MSC02,0.0,258
MSC03,0.0,258
MSC04,0.0,258
MSC05,0.0,258
MSC06,0.0,258
MSC07,0.0,258
MSC10,0.0,258
MSC01,0.0,260
MSC02,0.0,260
MSC03,0.0,260
MSC04,0.0,260
MSC05,0.0,260
MSC06,0.0,260
MSC07,0.0,260
MSC10,0.0,260
MSC01,0.0,262
MSC02,0.0,262
MSC03,0.0,262
MSC04,0.0,262
MSC05,0.0,262
MSC06,0.0,262
MSC07,0.0,262
MSC10,0.0,262
MSC01,0.0,264
MSC02,0.0,264
MSC03,0.0,264
MSC04,0.0,264
MSC05,0.0,264
MSC06,0.0,264
MSC07,0.0,264
MSC10,0.0,264
MSC01,0.0,266
MSC02,0.0,266
MSC03,0.0,266
MSC04,0.0,266
MSC05,0.0,266
MSC06,0.0,266
MSC07,0.0,266
MSC10,0.0,266
MSC01,0.0,268
MSC02,0.0,268
MSC03,0.0,268
MSC04,0.0,268
MSC05,0.0,268
MSC06,0.0,268
MSC07,0.0,268
MSC10,0.0,268
MSC01,0.0,270
MSC02,0.0,270
MSC03,0.0,270
MSC04,0.0,270
MSC05,0.0,270
MSC06,0.0,270
MSC07,0.0,270
MSC10,0.0,270
MSC01,0.0,272
MSC02,0.0,272
MSC03,0.0,272
MSC04,0.0,272
MSC05,0.0,272
MSC06,0.0,272
MSC07,0.0,272
MSC10,0.0,272
MSC01,0.0,274
MSC02,0.0,274
MSC03,0.0,274
MSC04,0.0,274
MSC05,0.0,274
MSC06,0.0,274
MSC07,0.0,274
MSC10,0.0,274
MSC01,0.0,276
MSC02,0.0,276
MSC03,0.0,276
MSC04,0.0,276
MSC05,0.0,276
MSC06,0.0,276
MSC07,0.0,276
MSC10,0.0,276
MSC01,0.0,278
MSC02,0.0,278
MSC03,0.0,278
MSC04,0.0,278
MSC05,0.0,278
MSC06,0.0,278
MSC07,0.0,278
MSC10,0.0,278
MSC01,0.0,280
MSC02,0.0,280
MSC03,0.0,280
MSC04,0.0,280
MSC05,0.0,280
MSC06,0.0,280
MSC07,0.0,280
MSC10,0.0,280
MSC01,0.0,282
MSC02,0.0,282
MSC03,0.0,282
MSC04,0.0,282
MSC05,0.0,282
MSC06,0.0,282
MSC07,0.0,282
MSC10,0.0,282
MSC01,0.0,284
MSC02,0.0,284
MSC03,0.0,284
MSC04,0.0,284
MSC05,0.0,284
MSC06,0.0,284
MSC07,0.0,284
MSC10,0.0,284
MSC01,0.0,286
MSC02,0.0,286
MSC03,0.0,286
MSC04,0.0,286
MSC05,0.0,286
MSC06,0.0,286
MSC07,0.0,286
MSC10,0.0,286
MSC01,0.0,288
MSC02,0.0,288
MSC03,0.0,288
MSC04,0.0,288
MSC05,0.0,288
MSC06,0.0,288
MSC07,0.0,288
MSC10,0.0,288
MSC01,0.0,290
MSC02,0.0,290
MSC03,0.0,290
MSC04,0.0,290
MSC05,0.0,290
MSC06,0.0,290
MSC07,0.0,290
MSC10,0.0,290
MSC01,0.0,293
MSC02,0.0,293
MSC03,0.0,293
MSC04,0.0,293
MSC05,0.0,293
MSC06,0.0,293
MSC07,0.0,293
MSC10,0.0,293
MSC01,0.0,295
MSC02,0.0,295
MSC03,0.0,295
MSC04,0.0,295
MSC05,0.0,295
MSC06,0.0,295
MSC07,0.0,295
MSC10,0.0,295
MSC01,0.0,297
MSC02,0.0,297
MSC03,0.0,297
MSC04,0.0,297
MSC05,0.0,297
MSC06,0.0,297
MSC07,0.0,297
MSC10,0.0,297
MSC01,0.0,299
MSC02,0.0,299
MSC03,0.0,299
MSC04,0.0,299
MSC05,0.0,299
MSC06,0.0,299
MSC07,0.0,299
MSC10,0.0,299
MSC01,0.0,301
MSC02,0.0,301
MSC03,0.0,301
MSC04,0.0,301
MSC05,0.0,301
MSC06,0.0,301
MSC07,0.0,301
MSC10,0.0,301
MSC01,0.0,304
MSC02,0.0,304
MSC03,0.0,304
MSC04,0.0,304
MSC05,0.0,304
MSC06,0.0,304
MSC07,0.0,304
MSC10,0.0,304
MSC01,0.0,306
MSC02,0.0,306
MSC03,0.0,306
MSC04,0.0,306
MSC05,0.0,306
MSC06,0.0,306
MSC07,0.0,306
MSC10,0.0,306
MSC01,0.0,308
MSC02,0.0,308
MSC03,0.0,308
MSC04,0.0,308
MSC05,0.0,308
MSC06,0.0,308
MSC07,0.0,308
MSC10,0.0,308
MSC01,0.0,310
MSC02,0.0,310
MSC03,0.0,310
MSC04,0.0,310
MSC05,0.0,310
MSC06,0.0,310
MSC07,0.0,310
MSC10,0.0,310
MSC01,0.0,313
MSC02,0.0,313
MSC03,0.0,313
MSC04,0.0,313
MSC05,0.0,313
MSC06,0.0,313
MSC07,0.0,313
MSC10,0.0,313
MSC01,0.0,315
MSC02,0.0,315
MSC03,0.0,315
MSC04,0.0,315
MSC05,0.0,315
MSC06,0.0,315
MSC07,0.0,315
MSC10,0.0,315
MSC01,0.0,317
MSC02,0.0,317
MSC03,0.0,317
MSC04,0.0,317
MSC05,0.0,317
MSC06,0.0,317
MSC07,0.0,317
MSC10,0.0,317
MSC01,0.0,320
MSC02,0.0,320
MSC03,0.0,320
MSC04,0.0,320
MSC05,0.0,320
MSC06,0.0,320
MSC07,0.0,320
MSC10,0.0,320
MSC01,0.0,322
MSC02,0.0,322
MSC03,0.0,322
MSC04,0.0,322
MSC05,0.0,322
MSC06,0.0,322
MSC07,0.0,322
MSC10,0.0,322
MSC01,0.0,325
MSC02,0.0,325
MSC03,0.0,325
MSC04,0.0,325
MSC05,0.0,325
MSC06,0.0,325
MSC07,0.0,325
MSC10,0.0,325
MSC01,0.0,327
MSC02,0.0,327
MSC03,0.0,327
MSC04,0.0,327
MSC05,0.0,327
MSC06,0.0,327
MSC07,0.0,327
MSC10,0.0,327
MSC01,0.0,329
MSC02,0.0,329
MSC03,0.0,329
MSC04,0.0,329
MSC05,0.0,329
MSC06,0.0,329
MSC07,0.0,329
MSC10,0.0,329
MSC01,0.0,332
MSC02,0.0,332
MSC03,0.0,332
MSC04,0.0,332
MSC05,0.0,332
MSC06,0.0,332
MSC07,0.0,332
MSC10,0.0,332
MSC01,0.0,334
MSC02,0.0,334
MSC03,0.0,334
MSC04,0.0,334
MSC05,0.0,334
