,acc,train,test,train_task,test_task
0,0.55,MSC06,MSC04,glass,motor
1,0.55,MSC06,MSC04,glass,motor
2,0.55,MSC06,MSC04,glass,motor
3,0.55,MSC06,MSC04,glass,motor
4,0.55,MSC06,MSC04,glass,motor
5,0.55,MSC06,MSC04,glass,motor
6,0.55,MSC06,MSC04,glass,motor
7,0.55,MSC06,MSC04,glass,motor
8,0.5,MSC06,MSC04,glass,motor
