,acc,train,test,train_task,test_task
0,0.7,MSC04,MSC10,glass,semantic
1,0.75,MSC04,MSC10,glass,semantic
2,0.7,MSC04,MSC10,glass,semantic
3,0.6,MSC04,MSC10,glass,semantic
4,0.65,MSC04,MSC10,glass,semantic
5,0.65,MSC04,MSC10,glass,semantic
6,0.75,MSC04,MSC10,glass,semantic
7,0.7,MSC04,MSC10,glass,semantic
8,0.8,MSC04,MSC10,glass,semantic
9,0.65,MSC04,MSC10,glass,semantic
