,acc,train,test,train_task,test_task
0,0.6,MSC07,MSC03,motor,glass
1,0.6,MSC07,MSC03,motor,glass
2,0.55,MSC07,MSC03,motor,glass
3,0.6,MSC07,MSC03,motor,glass
4,0.65,MSC07,MSC03,motor,glass
5,0.45,MSC07,MSC03,motor,glass
6,0.6,MSC07,MSC03,motor,glass
7,0.6,MSC07,MSC03,motor,glass
8,0.65,MSC07,MSC03,motor,glass
9,0.6,MSC07,MSC03,motor,glass
