,acc,train,test,train_task,test_task
0,0.7,MSC10,MSC01,motor,mem
1,0.7,MSC10,MSC01,motor,mem
2,0.75,MSC10,MSC01,motor,mem
3,0.55,MSC10,MSC01,motor,mem
4,0.7,MSC10,MSC01,motor,mem
5,0.75,MSC10,MSC01,motor,mem
6,0.6,MSC10,MSC01,motor,mem
7,0.75,MSC10,MSC01,motor,mem
8,0.55,MSC10,MSC01,motor,mem
9,0.6,MSC10,MSC01,motor,mem
