,acc,train,test,train_task,test_task
0,0.75,MSC10,MSC05,motor,semantic
1,0.75,MSC10,MSC05,motor,semantic
2,0.75,MSC10,MSC05,motor,semantic
3,0.75,MSC10,MSC05,motor,semantic
4,0.75,MSC10,MSC05,motor,semantic
5,0.75,MSC10,MSC05,motor,semantic
6,0.7,MSC10,MSC05,motor,semantic
7,0.85,MSC10,MSC05,motor,semantic
8,0.7,MSC10,MSC05,motor,semantic
9,0.75,MSC10,MSC05,motor,semantic
