,acc,train,test,train_task,test_task
0,0.85,MSC10,MSC01,semantic,mem
1,0.8,MSC10,MSC01,semantic,mem
2,0.95,MSC10,MSC01,semantic,mem
3,0.75,MSC10,MSC01,semantic,mem
4,0.8,MSC10,MSC01,semantic,mem
5,0.85,MSC10,MSC01,semantic,mem
6,0.85,MSC10,MSC01,semantic,mem
7,0.9,MSC10,MSC01,semantic,mem
8,0.85,MSC10,MSC01,semantic,mem
9,0.85,MSC10,MSC01,semantic,mem
