,acc,train,test,train_task,test_task
0,0.8,MSC10,MSC02,glass,mem
1,0.65,MSC10,MSC02,glass,mem
2,0.65,MSC10,MSC02,glass,mem
3,0.65,MSC10,MSC02,glass,mem
4,0.5,MSC10,MSC02,glass,mem
5,0.65,MSC10,MSC02,glass,mem
6,0.65,MSC10,MSC02,glass,mem
7,0.8,MSC10,MSC02,glass,mem
8,0.65,MSC10,MSC02,glass,mem
9,0.7,MSC10,MSC02,glass,mem
