,acc,train,test,train_task,test_task
0,1.0,MSC10,MSC01,mem,motor
1,0.85,MSC10,MSC01,mem,motor
2,0.8,MSC10,MSC01,mem,motor
3,0.9,MSC10,MSC01,mem,motor
4,0.8,MSC10,MSC01,mem,motor
5,0.75,MSC10,MSC01,mem,motor
6,1.0,MSC10,MSC01,mem,motor
7,0.95,MSC10,MSC01,mem,motor
8,0.85,MSC10,MSC01,mem,motor
9,0.95,MSC10,MSC01,mem,motor
