,test_task,train_task,Mean,Std
0,mem,mixed,0.93,0.08366600265340753
1,mem,motor,0.7,0.14577379737113255
2,mixed,mem,0.85,0.09354143466934854
3,mixed,motor,0.6,0.12247448713915891
4,motor,mem,0.8699999999999999,0.16431676725154987
5,motor,mixed,0.89,0.13874436925511607
