,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.95
1,mixed,mem,MSC01,0.9
2,motor,mixed,MSC01,0.9850000000000001
3,motor,mem,MSC01,0.865
4,mem,mixed,MSC01,0.9550000000000001
5,mem,motor,MSC01,0.8699999999999999
6,mixed,motor,MSC02,0.7449999999999999
7,mixed,mem,MSC02,0.5399999999999999
8,motor,mixed,MSC02,0.53
9,motor,mem,MSC02,0.565
10,mem,mixed,MSC02,0.5799999999999998
11,mem,motor,MSC02,0.71
12,mixed,motor,MSC03,0.8949999999999999
13,mixed,mem,MSC03,0.8450000000000001
14,motor,mixed,MSC03,0.7150000000000001
15,motor,mem,MSC03,0.5349999999999999
16,mem,mixed,MSC03,0.6800000000000002
17,mem,motor,MSC03,0.61
18,mixed,motor,MSC04,0.645
19,mixed,mem,MSC04,0.74
20,motor,mixed,MSC04,0.57
21,motor,mem,MSC04,0.5149999999999999
22,mem,mixed,MSC04,0.7300000000000001
23,mem,motor,MSC04,0.5850000000000001
24,mixed,motor,MSC05,0.615
25,mixed,mem,MSC05,0.78
26,motor,mixed,MSC05,0.5149999999999999
27,motor,mem,MSC05,0.685
28,mem,mixed,MSC05,0.6400000000000001
29,mem,motor,MSC05,0.6950000000000001
30,mixed,motor,MSC06,0.6250000000000002
31,mixed,mem,MSC06,0.805
32,motor,mixed,MSC06,0.575
33,motor,mem,MSC06,0.575
34,mem,mixed,MSC06,0.8049999999999999
35,mem,motor,MSC06,0.68
36,mixed,motor,MSC07,0.8450000000000001
37,mixed,mem,MSC07,0.5900000000000001
38,motor,mixed,MSC07,0.595
39,motor,mem,MSC07,0.5199999999999999
40,mem,mixed,MSC07,0.555
41,mem,motor,MSC07,0.63
42,mixed,motor,MSC10,0.8500000000000002
43,mixed,mem,MSC10,0.7749999999999998
44,motor,mixed,MSC10,0.8399999999999999
45,motor,mem,MSC10,0.75
46,mem,mixed,MSC10,0.82
47,mem,motor,MSC10,0.8500000000000002
