train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.9,0.875,0.925,0.795,0.9049999999999999,0.685
MSC01,MSC03,0.9,0.875,0.925,0.7125,0.925,0.5
MSC01,MSC04,0.9,0.875,0.925,0.785,0.85,0.72
MSC01,MSC05,0.9,0.875,0.925,0.8325000000000001,0.78,0.885
MSC01,MSC06,0.9,0.875,0.925,0.7525,0.6100000000000001,0.8949999999999999
MSC01,MSC07,0.9,0.875,0.925,0.6074999999999999,0.985,0.22999999999999998
MSC01,MSC10,0.9,0.875,0.925,0.6200000000000001,0.8,0.43999999999999995
MSC02,MSC01,0.8625,0.85,0.875,0.6799999999999999,0.5800000000000001,0.78
MSC02,MSC03,0.8625,0.85,0.875,0.7474999999999999,0.64,0.8550000000000001
MSC02,MSC04,0.8625,0.85,0.875,0.77,0.7049999999999998,0.8350000000000002
MSC02,MSC05,0.8625,0.85,0.875,0.885,0.79,0.9799999999999999
MSC02,MSC06,0.8625,0.85,0.875,0.675,0.36,0.99
MSC02,MSC07,0.8625,0.85,0.875,0.5575,0.11499999999999999,1.0
MSC02,MSC10,0.8625,0.85,0.875,0.7275,0.6649999999999999,0.79
MSC03,MSC01,0.9125,0.85,0.975,0.7525,0.8700000000000001,0.635
MSC03,MSC02,0.9125,0.85,0.975,0.6050000000000001,0.9800000000000001,0.22999999999999998
MSC03,MSC04,0.9125,0.85,0.975,0.7150000000000001,0.845,0.5850000000000001
MSC03,MSC05,0.9125,0.85,0.975,0.82,0.7899999999999999,0.85
MSC03,MSC06,0.9125,0.85,0.975,0.8375,0.945,0.73
MSC03,MSC07,0.9125,0.85,0.975,0.6074999999999999,0.7849999999999999,0.43000000000000005
MSC03,MSC10,0.9125,0.85,0.975,0.5174999999999998,0.96,0.07500000000000001
MSC04,MSC01,0.8875,0.925,0.85,0.675,0.35500000000000004,0.9949999999999999
MSC04,MSC02,0.8875,0.925,0.85,0.7975,0.7049999999999998,0.89
MSC04,MSC03,0.8875,0.925,0.85,0.6900000000000001,0.6849999999999999,0.6950000000000001
MSC04,MSC05,0.8875,0.925,0.85,0.8025,0.655,0.95
MSC04,MSC06,0.8875,0.925,0.85,0.6375,0.28,0.9949999999999999
MSC04,MSC07,0.8875,0.925,0.85,0.65,0.4,0.9
MSC04,MSC10,0.8875,0.925,0.85,0.6925000000000001,0.5650000000000001,0.82
MSC05,MSC01,0.9125,0.875,0.95,0.595,0.5449999999999999,0.645
MSC05,MSC02,0.9125,0.875,0.95,0.825,0.7,0.95
MSC05,MSC03,0.9125,0.875,0.95,0.7174999999999999,0.95,0.485
MSC05,MSC04,0.9125,0.875,0.95,0.6025,0.445,0.76
MSC05,MSC06,0.9125,0.875,0.95,0.7849999999999999,0.8,0.77
MSC05,MSC07,0.9125,0.875,0.95,0.5924999999999999,0.365,0.82
MSC05,MSC10,0.9125,0.875,0.95,0.7025,0.78,0.625
MSC06,MSC01,0.9375,0.95,0.925,0.6775,0.555,0.8
MSC06,MSC02,0.9375,0.95,0.925,0.7725,0.6199999999999999,0.925
MSC06,MSC03,0.9375,0.95,0.925,0.76,0.915,0.6050000000000001
MSC06,MSC04,0.9375,0.95,0.925,0.765,0.6249999999999999,0.905
MSC06,MSC05,0.9375,0.95,0.925,0.8474999999999999,0.8300000000000001,0.865
MSC06,MSC07,0.9375,0.95,0.925,0.6425000000000001,0.7,0.585
MSC06,MSC10,0.9375,0.95,0.925,0.49750000000000005,0.97,0.025
MSC07,MSC01,0.875,0.925,0.825,0.7625,0.8550000000000001,0.6699999999999999
MSC07,MSC02,0.875,0.925,0.825,0.6425000000000001,0.9099999999999999,0.375
MSC07,MSC03,0.875,0.925,0.825,0.6375,0.635,0.6399999999999999
MSC07,MSC04,0.875,0.925,0.825,0.715,0.925,0.505
MSC07,MSC05,0.875,0.925,0.825,0.7325,0.6,0.865
MSC07,MSC06,0.875,0.925,0.825,0.65,0.5349999999999999,0.765
MSC07,MSC10,0.875,0.925,0.825,0.6525,0.75,0.555
MSC10,MSC01,0.7875,0.8,0.775,0.5675000000000001,0.74,0.395
MSC10,MSC02,0.7875,0.8,0.775,0.6824999999999999,0.7299999999999999,0.635
MSC10,MSC03,0.7875,0.8,0.775,0.5549999999999999,0.49000000000000005,0.62
MSC10,MSC04,0.7875,0.8,0.775,0.5275000000000001,0.95,0.10500000000000001
MSC10,MSC05,0.7875,0.8,0.775,0.5974999999999999,0.9400000000000001,0.255
MSC10,MSC06,0.7875,0.8,0.775,0.5425,0.305,0.78
MSC10,MSC07,0.7875,0.8,0.775,0.6699999999999999,0.37,0.97
