,train_sub,test_sub,task,acc
0,MSC01,MSC02,glass,0.5
1,MSC01,MSC02,semantic,0.5199999999999999
2,MSC01,MSC02,motor,0.5399999999999999
3,MSC01,MSC02,mem,0.9250000000000002
4,MSC01,MSC03,glass,0.5
5,MSC01,MSC03,semantic,0.5
6,MSC01,MSC03,motor,0.5149999999999999
7,MSC01,MSC03,mem,0.9099999999999999
8,MSC01,MSC04,glass,0.5
9,MSC01,MSC04,semantic,0.5
10,MSC01,MSC04,motor,0.565
11,MSC01,MSC04,mem,0.8099999999999999
12,MSC01,MSC05,glass,0.5
13,MSC01,MSC05,semantic,0.5199999999999999
14,MSC01,MSC05,motor,0.505
15,MSC01,MSC05,mem,0.6250000000000001
16,MSC01,MSC06,glass,0.5
17,MSC01,MSC06,semantic,0.5
18,MSC01,MSC06,motor,0.5
19,MSC01,MSC06,mem,0.675
20,MSC01,MSC07,glass,0.5249999999999999
21,MSC01,MSC07,semantic,0.52
22,MSC01,MSC07,motor,0.6350000000000001
23,MSC01,MSC07,mem,0.78
24,MSC01,MSC10,glass,0.5
25,MSC01,MSC10,semantic,0.505
26,MSC01,MSC10,motor,0.755
27,MSC01,MSC10,mem,0.85
28,MSC02,MSC01,glass,0.5
29,MSC02,MSC01,semantic,0.5
30,MSC02,MSC01,motor,0.5
31,MSC02,MSC01,mem,0.765
32,MSC02,MSC03,glass,0.52
33,MSC02,MSC03,semantic,0.5449999999999999
34,MSC02,MSC03,motor,0.5549999999999999
35,MSC02,MSC03,mem,0.74
36,MSC02,MSC04,glass,0.5499999999999999
37,MSC02,MSC04,semantic,0.5149999999999999
38,MSC02,MSC04,motor,0.5249999999999999
39,MSC02,MSC04,mem,0.8950000000000001
40,MSC02,MSC05,glass,0.505
41,MSC02,MSC05,semantic,0.5
42,MSC02,MSC05,motor,0.5649999999999998
43,MSC02,MSC05,mem,0.8549999999999999
44,MSC02,MSC06,glass,0.5
45,MSC02,MSC06,semantic,0.5499999999999999
46,MSC02,MSC06,motor,0.5449999999999999
47,MSC02,MSC06,mem,0.7849999999999999
48,MSC02,MSC07,glass,0.515
49,MSC02,MSC07,semantic,0.5499999999999999
50,MSC02,MSC07,motor,0.57
51,MSC02,MSC07,mem,0.775
52,MSC02,MSC10,glass,0.5
53,MSC02,MSC10,semantic,0.5149999999999999
