train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.42000000000000004
mixed,mem,MSC01,MSC02,0.4750000000000001
motor,mixed,MSC01,MSC02,0.51
motor,mem,MSC01,MSC02,0.5
mem,mixed,MSC01,MSC02,0.565
mem,motor,MSC01,MSC02,0.43999999999999995
mixed,motor,MSC01,MSC03,0.525
mixed,mem,MSC01,MSC03,0.4600000000000001
motor,mixed,MSC01,MSC03,0.5
motor,mem,MSC01,MSC03,0.5
mem,mixed,MSC01,MSC03,0.6100000000000001
mem,motor,MSC01,MSC03,0.5700000000000001
mixed,motor,MSC01,MSC04,0.495
mixed,mem,MSC01,MSC04,0.55
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.22999999999999998
mem,motor,MSC01,MSC04,0.67
mixed,motor,MSC01,MSC05,0.5549999999999999
mixed,mem,MSC01,MSC05,0.5649999999999998
motor,mixed,MSC01,MSC05,0.505
motor,mem,MSC01,MSC05,0.5
mem,mixed,MSC01,MSC05,0.52
mem,motor,MSC01,MSC05,0.575
mixed,motor,MSC01,MSC06,0.5000000000000001
mixed,mem,MSC01,MSC06,0.53
motor,mixed,MSC01,MSC06,0.49000000000000005
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.6500000000000001
mem,motor,MSC01,MSC06,0.325
mixed,motor,MSC01,MSC07,0.5499999999999999
mixed,mem,MSC01,MSC07,0.505
motor,mixed,MSC01,MSC07,0.495
motor,mem,MSC01,MSC07,0.495
mem,mixed,MSC01,MSC07,0.52
mem,motor,MSC01,MSC07,0.375
mixed,motor,MSC01,MSC10,0.52
mixed,mem,MSC01,MSC10,0.5900000000000001
motor,mixed,MSC01,MSC10,0.5149999999999999
motor,mem,MSC01,MSC10,0.5
mem,mixed,MSC01,MSC10,0.52
mem,motor,MSC01,MSC10,0.575
mixed,motor,MSC02,MSC01,0.5399999999999999
mixed,mem,MSC02,MSC01,0.475
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.4050000000000001
mem,motor,MSC02,MSC01,0.39
mixed,motor,MSC02,MSC03,0.425
mixed,mem,MSC02,MSC03,0.525
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.5000000000000001
mem,motor,MSC02,MSC03,0.53
mixed,motor,MSC02,MSC04,0.475
mixed,mem,MSC02,MSC04,0.5599999999999999
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.5050000000000001
mem,motor,MSC02,MSC04,0.515
mixed,motor,MSC02,MSC05,0.5
mixed,mem,MSC02,MSC05,0.465
motor,mixed,MSC02,MSC05,0.5
motor,mem,MSC02,MSC05,0.5
mem,mixed,MSC02,MSC05,0.575
mem,motor,MSC02,MSC05,0.535
mixed,motor,MSC02,MSC06,0.4600000000000001
mixed,mem,MSC02,MSC06,0.4600000000000001
motor,mixed,MSC02,MSC06,0.5
motor,mem,MSC02,MSC06,0.5
mem,mixed,MSC02,MSC06,0.575
mem,motor,MSC02,MSC06,0.51
mixed,motor,MSC02,MSC07,0.445
mixed,mem,MSC02,MSC07,0.495
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.63
mem,motor,MSC02,MSC07,0.4149999999999999
mixed,motor,MSC02,MSC10,0.41
mixed,mem,MSC02,MSC10,0.5349999999999999
motor,mixed,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5
mem,mixed,MSC02,MSC10,0.36
mem,motor,MSC02,MSC10,0.59
mixed,motor,MSC03,MSC01,0.605
mixed,mem,MSC03,MSC01,0.45500000000000007
motor,mixed,MSC03,MSC01,0.5199999999999999
motor,mem,MSC03,MSC01,0.5349999999999999
mem,mixed,MSC03,MSC01,0.5
mem,motor,MSC03,MSC01,0.5
mixed,motor,MSC03,MSC02,0.525
mixed,mem,MSC03,MSC02,0.6049999999999999
motor,mixed,MSC03,MSC02,0.52
motor,mem,MSC03,MSC02,0.495
mem,mixed,MSC03,MSC02,0.5
mem,motor,MSC03,MSC02,0.5
mixed,motor,MSC03,MSC04,0.515
mixed,mem,MSC03,MSC04,0.345
motor,mixed,MSC03,MSC04,0.525
motor,mem,MSC03,MSC04,0.5399999999999999
mem,mixed,MSC03,MSC04,0.5
mem,motor,MSC03,MSC04,0.5
mixed,motor,MSC03,MSC05,0.575
mixed,mem,MSC03,MSC05,0.48500000000000004
motor,mixed,MSC03,MSC05,0.5
motor,mem,MSC03,MSC05,0.5599999999999998
mem,mixed,MSC03,MSC05,0.5
mem,motor,MSC03,MSC05,0.5
mixed,motor,MSC03,MSC06,0.45500000000000007
mixed,mem,MSC03,MSC06,0.5350000000000001
motor,mixed,MSC03,MSC06,0.51
motor,mem,MSC03,MSC06,0.5
mem,mixed,MSC03,MSC06,0.5
mem,motor,MSC03,MSC06,0.5
mixed,motor,MSC03,MSC07,0.5549999999999999
mixed,mem,MSC03,MSC07,0.475
motor,mixed,MSC03,MSC07,0.5399999999999999
motor,mem,MSC03,MSC07,0.5149999999999999
mem,mixed,MSC03,MSC07,0.5
mem,motor,MSC03,MSC07,0.5
mixed,motor,MSC03,MSC10,0.5
mixed,mem,MSC03,MSC10,0.5149999999999999
motor,mixed,MSC03,MSC10,0.495
motor,mem,MSC03,MSC10,0.5349999999999999
mem,mixed,MSC03,MSC10,0.5
mem,motor,MSC03,MSC10,0.5
mixed,motor,MSC04,MSC01,0.5850000000000001
mixed,mem,MSC04,MSC01,0.5200000000000001
motor,mixed,MSC04,MSC01,0.48500000000000004
motor,mem,MSC04,MSC01,0.61
mem,mixed,MSC04,MSC01,0.5899999999999999
mem,motor,MSC04,MSC01,0.595
mixed,motor,MSC04,MSC02,0.51
mixed,mem,MSC04,MSC02,0.45499999999999996
motor,mixed,MSC04,MSC02,0.5549999999999999
motor,mem,MSC04,MSC02,0.46000000000000013
mem,mixed,MSC04,MSC02,0.6449999999999998
mem,motor,MSC04,MSC02,0.7100000000000002
mixed,motor,MSC04,MSC03,0.525
mixed,mem,MSC04,MSC03,0.37499999999999994
motor,mixed,MSC04,MSC03,0.525
motor,mem,MSC04,MSC03,0.5
mem,mixed,MSC04,MSC03,0.43
mem,motor,MSC04,MSC03,0.45000000000000007
mixed,motor,MSC04,MSC05,0.33999999999999997
mixed,mem,MSC04,MSC05,0.675
motor,mixed,MSC04,MSC05,0.495
motor,mem,MSC04,MSC05,0.525
mem,mixed,MSC04,MSC05,0.565
mem,motor,MSC04,MSC05,0.4700000000000001
mixed,motor,MSC04,MSC06,0.495
mixed,mem,MSC04,MSC06,0.54
motor,mixed,MSC04,MSC06,0.53
motor,mem,MSC04,MSC06,0.47000000000000003
mem,mixed,MSC04,MSC06,0.585
mem,motor,MSC04,MSC06,0.635
mixed,motor,MSC04,MSC07,0.5849999999999999
mixed,mem,MSC04,MSC07,0.45999999999999996
motor,mixed,MSC04,MSC07,0.57
motor,mem,MSC04,MSC07,0.49000000000000005
mem,mixed,MSC04,MSC07,0.49000000000000005
mem,motor,MSC04,MSC07,0.6100000000000001
mixed,motor,MSC04,MSC10,0.5399999999999999
mixed,mem,MSC04,MSC10,0.5599999999999999
motor,mixed,MSC04,MSC10,0.48500000000000004
motor,mem,MSC04,MSC10,0.4800000000000001
mem,mixed,MSC04,MSC10,0.465
mem,motor,MSC04,MSC10,0.59
mixed,motor,MSC05,MSC01,0.465
mixed,mem,MSC05,MSC01,0.475
motor,mixed,MSC05,MSC01,0.5
motor,mem,MSC05,MSC01,0.5
mem,mixed,MSC05,MSC01,0.46500000000000014
mem,motor,MSC05,MSC01,0.6249999999999999
mixed,motor,MSC05,MSC02,0.465
mixed,mem,MSC05,MSC02,0.42000000000000004
motor,mixed,MSC05,MSC02,0.5
motor,mem,MSC05,MSC02,0.5
mem,mixed,MSC05,MSC02,0.5999999999999999
mem,motor,MSC05,MSC02,0.465
mixed,motor,MSC05,MSC03,0.5999999999999999
mixed,mem,MSC05,MSC03,0.525
motor,mixed,MSC05,MSC03,0.5349999999999999
motor,mem,MSC05,MSC03,0.5
mem,mixed,MSC05,MSC03,0.565
mem,motor,MSC05,MSC03,0.59
mixed,motor,MSC05,MSC04,0.5900000000000001
mixed,mem,MSC05,MSC04,0.48
motor,mixed,MSC05,MSC04,0.5
motor,mem,MSC05,MSC04,0.5
mem,mixed,MSC05,MSC04,0.625
mem,motor,MSC05,MSC04,0.335
mixed,motor,MSC05,MSC06,0.575
