train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.4750000000000001
mixed,mem,MSC01,MSC02,0.505
motor,mixed,MSC01,MSC02,0.5599999999999998
motor,mem,MSC01,MSC02,0.41000000000000003
mem,mixed,MSC01,MSC02,0.41500000000000004
mem,motor,MSC01,MSC02,0.4800000000000001
mixed,motor,MSC01,MSC03,0.51
mixed,mem,MSC01,MSC03,0.5449999999999999
motor,mixed,MSC01,MSC03,0.495
motor,mem,MSC01,MSC03,0.5499999999999999
mem,mixed,MSC01,MSC03,0.565
mem,motor,MSC01,MSC03,0.655
mixed,motor,MSC01,MSC04,0.51
mixed,mem,MSC01,MSC04,0.48999999999999994
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.525
mem,motor,MSC01,MSC04,0.5
mixed,motor,MSC01,MSC05,0.595
mixed,mem,MSC01,MSC05,0.595
motor,mixed,MSC01,MSC05,0.545
motor,mem,MSC01,MSC05,0.505
mem,mixed,MSC01,MSC05,0.35000000000000003
mem,motor,MSC01,MSC05,0.585
mixed,motor,MSC01,MSC06,0.685
mixed,mem,MSC01,MSC06,0.445
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.5449999999999999
mem,motor,MSC01,MSC06,0.39499999999999996
mixed,motor,MSC01,MSC07,0.4750000000000001
mixed,mem,MSC01,MSC07,0.5050000000000001
motor,mixed,MSC01,MSC07,0.495
motor,mem,MSC01,MSC07,0.5
mem,mixed,MSC01,MSC07,0.595
mem,motor,MSC01,MSC07,0.53
mixed,motor,MSC01,MSC10,0.6249999999999999
mixed,mem,MSC01,MSC10,0.615
motor,mixed,MSC01,MSC10,0.5
motor,mem,MSC01,MSC10,0.5
mem,mixed,MSC01,MSC10,0.495
mem,motor,MSC01,MSC10,0.54
mixed,motor,MSC02,MSC01,0.6500000000000001
mixed,mem,MSC02,MSC01,0.51
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.425
mem,motor,MSC02,MSC01,0.5499999999999999
mixed,motor,MSC02,MSC03,0.6249999999999999
mixed,mem,MSC02,MSC03,0.575
motor,mixed,MSC02,MSC03,0.5149999999999999
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.585
mem,motor,MSC02,MSC03,0.33
mixed,motor,MSC02,MSC04,0.57
mixed,mem,MSC02,MSC04,0.525
motor,mixed,MSC02,MSC04,0.505
