train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.6249999999999999
mixed,mem,MSC01,MSC02,0.625
motor,mixed,MSC01,MSC02,0.5249999999999999
motor,mem,MSC01,MSC02,0.48500000000000004
mem,mixed,MSC01,MSC02,0.5000000000000001
mem,motor,MSC01,MSC02,0.44000000000000006
mixed,motor,MSC01,MSC03,0.5599999999999999
mixed,mem,MSC01,MSC03,0.53
motor,mixed,MSC01,MSC03,0.505
motor,mem,MSC01,MSC03,0.5
mem,mixed,MSC01,MSC03,0.53
mem,motor,MSC01,MSC03,0.65
mixed,motor,MSC01,MSC04,0.48
mixed,mem,MSC01,MSC04,0.505
motor,mixed,MSC01,MSC04,0.5
motor,mem,MSC01,MSC04,0.5
mem,mixed,MSC01,MSC04,0.6
mem,motor,MSC01,MSC04,0.635
mixed,motor,MSC01,MSC05,0.5750000000000001
mixed,mem,MSC01,MSC05,0.45500000000000007
motor,mixed,MSC01,MSC05,0.5
motor,mem,MSC01,MSC05,0.5
mem,mixed,MSC01,MSC05,0.545
mem,motor,MSC01,MSC05,0.57
mixed,motor,MSC01,MSC06,0.52
mixed,mem,MSC01,MSC06,0.5449999999999999
motor,mixed,MSC01,MSC06,0.5
motor,mem,MSC01,MSC06,0.5
mem,mixed,MSC01,MSC06,0.63
mem,motor,MSC01,MSC06,0.5499999999999999
mixed,motor,MSC01,MSC07,0.47000000000000003
mixed,mem,MSC01,MSC07,0.45500000000000007
motor,mixed,MSC01,MSC07,0.5
motor,mem,MSC01,MSC07,0.5
mem,mixed,MSC01,MSC07,0.61
mem,motor,MSC01,MSC07,0.2899999999999999
mixed,motor,MSC01,MSC10,0.5399999999999999
mixed,mem,MSC01,MSC10,0.5449999999999999
motor,mixed,MSC01,MSC10,0.5
motor,mem,MSC01,MSC10,0.495
mem,mixed,MSC01,MSC10,0.49000000000000005
mem,motor,MSC01,MSC10,0.5199999999999999
mixed,motor,MSC02,MSC01,0.5499999999999999
mixed,mem,MSC02,MSC01,0.505
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.5399999999999999
mem,motor,MSC02,MSC01,0.45500000000000007
mixed,motor,MSC02,MSC03,0.5
mixed,mem,MSC02,MSC03,0.505
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.495
mem,motor,MSC02,MSC03,0.51
mixed,motor,MSC02,MSC04,0.525
mixed,mem,MSC02,MSC04,0.5599999999999999
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.62
mem,motor,MSC02,MSC04,0.4750000000000001
mixed,motor,MSC02,MSC05,0.535
mixed,mem,MSC02,MSC05,0.5499999999999999
motor,mixed,MSC02,MSC05,0.5
motor,mem,MSC02,MSC05,0.5
mem,mixed,MSC02,MSC05,0.25
mem,motor,MSC02,MSC05,0.6099999999999999
mixed,motor,MSC02,MSC06,0.56
mixed,mem,MSC02,MSC06,0.5
motor,mixed,MSC02,MSC06,0.5
motor,mem,MSC02,MSC06,0.5
mem,mixed,MSC02,MSC06,0.43500000000000005
mem,motor,MSC02,MSC06,0.42000000000000004
mixed,motor,MSC02,MSC07,0.4600000000000001
mixed,mem,MSC02,MSC07,0.43
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.5199999999999999
mem,motor,MSC02,MSC07,0.46499999999999997
mixed,motor,MSC02,MSC10,0.4800000000000001
mixed,mem,MSC02,MSC10,0.44000000000000006
motor,mixed,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5
mem,mixed,MSC02,MSC10,0.48500000000000004
mem,motor,MSC02,MSC10,0.38500000000000006
mixed,motor,MSC03,MSC01,0.575
mixed,mem,MSC03,MSC01,0.5499999999999999
motor,mixed,MSC03,MSC01,0.5
motor,mem,MSC03,MSC01,0.5
mem,mixed,MSC03,MSC01,0.5
mem,motor,MSC03,MSC01,0.5
mixed,motor,MSC03,MSC02,0.5299999999999999
mixed,mem,MSC03,MSC02,0.48500000000000004
motor,mixed,MSC03,MSC02,0.5
motor,mem,MSC03,MSC02,0.505
mem,mixed,MSC03,MSC02,0.5
mem,motor,MSC03,MSC02,0.5
mixed,motor,MSC03,MSC04,0.49000000000000005
mixed,mem,MSC03,MSC04,0.53
motor,mixed,MSC03,MSC04,0.505
motor,mem,MSC03,MSC04,0.495
mem,mixed,MSC03,MSC04,0.5
mem,motor,MSC03,MSC04,0.5
mixed,motor,MSC03,MSC05,0.5349999999999999
mixed,mem,MSC03,MSC05,0.505
motor,mixed,MSC03,MSC05,0.5
motor,mem,MSC03,MSC05,0.5
mem,mixed,MSC03,MSC05,0.5
mem,motor,MSC03,MSC05,0.5
mixed,motor,MSC03,MSC06,0.6050000000000001
mixed,mem,MSC03,MSC06,0.5299999999999999
motor,mixed,MSC03,MSC06,0.5
motor,mem,MSC03,MSC06,0.5
mem,mixed,MSC03,MSC06,0.5
mem,motor,MSC03,MSC06,0.5
mixed,motor,MSC03,MSC07,0.45000000000000007
mixed,mem,MSC03,MSC07,0.47000000000000003
motor,mixed,MSC03,MSC07,0.505
motor,mem,MSC03,MSC07,0.475
mem,mixed,MSC03,MSC07,0.5
mem,motor,MSC03,MSC07,0.5
mixed,motor,MSC03,MSC10,0.29999999999999993
mixed,mem,MSC03,MSC10,0.42000000000000004
motor,mixed,MSC03,MSC10,0.4600000000000001
motor,mem,MSC03,MSC10,0.52
mem,mixed,MSC03,MSC10,0.5
mem,motor,MSC03,MSC10,0.5
mixed,motor,MSC04,MSC01,0.7849999999999999
mixed,mem,MSC04,MSC01,0.53
motor,mixed,MSC04,MSC01,0.5
motor,mem,MSC04,MSC01,0.53
mem,mixed,MSC04,MSC01,0.5349999999999999
mem,motor,MSC04,MSC01,0.77
mixed,motor,MSC04,MSC02,0.4600000000000001
mixed,mem,MSC04,MSC02,0.465
motor,mixed,MSC04,MSC02,0.53
motor,mem,MSC04,MSC02,0.5449999999999999
mem,mixed,MSC04,MSC02,0.6950000000000001
mem,motor,MSC04,MSC02,0.565
mixed,motor,MSC04,MSC03,0.475
mixed,mem,MSC04,MSC03,0.44000000000000006
motor,mixed,MSC04,MSC03,0.5
motor,mem,MSC04,MSC03,0.545
mem,mixed,MSC04,MSC03,0.53
mem,motor,MSC04,MSC03,0.6900000000000001
mixed,motor,MSC04,MSC05,0.6149999999999999
mixed,mem,MSC04,MSC05,0.68
motor,mixed,MSC04,MSC05,0.5
motor,mem,MSC04,MSC05,0.5249999999999999
mem,mixed,MSC04,MSC05,0.685
mem,motor,MSC04,MSC05,0.45500000000000007
mixed,motor,MSC04,MSC06,0.55
mixed,mem,MSC04,MSC06,0.685
motor,mixed,MSC04,MSC06,0.45000000000000007
motor,mem,MSC04,MSC06,0.505
mem,mixed,MSC04,MSC06,0.38
mem,motor,MSC04,MSC06,0.605
mixed,motor,MSC04,MSC07,0.6500000000000001
mixed,mem,MSC04,MSC07,0.5149999999999999
motor,mixed,MSC04,MSC07,0.475
motor,mem,MSC04,MSC07,0.515
mem,mixed,MSC04,MSC07,0.42000000000000004
mem,motor,MSC04,MSC07,0.5250000000000001
mixed,motor,MSC04,MSC10,0.38
mixed,mem,MSC04,MSC10,0.6199999999999999
motor,mixed,MSC04,MSC10,0.63
motor,mem,MSC04,MSC10,0.43000000000000005
mem,mixed,MSC04,MSC10,0.4700000000000001
mem,motor,MSC04,MSC10,0.38000000000000006
mixed,motor,MSC05,MSC01,0.655
mixed,mem,MSC05,MSC01,0.42000000000000004
motor,mixed,MSC05,MSC01,0.5
motor,mem,MSC05,MSC01,0.5
mem,mixed,MSC05,MSC01,0.43499999999999994
mem,motor,MSC05,MSC01,0.55
mixed,motor,MSC05,MSC02,0.585
mixed,mem,MSC05,MSC02,0.5599999999999999
motor,mixed,MSC05,MSC02,0.5
motor,mem,MSC05,MSC02,0.5
mem,mixed,MSC05,MSC02,0.4800000000000001
mem,motor,MSC05,MSC02,0.535
mixed,motor,MSC05,MSC03,0.5700000000000001
mixed,mem,MSC05,MSC03,0.645
motor,mixed,MSC05,MSC03,0.5
motor,mem,MSC05,MSC03,0.5
mem,mixed,MSC05,MSC03,0.4800000000000001
mem,motor,MSC05,MSC03,0.625
mixed,motor,MSC05,MSC04,0.45
mixed,mem,MSC05,MSC04,0.575
motor,mixed,MSC05,MSC04,0.5
motor,mem,MSC05,MSC04,0.515
mem,mixed,MSC05,MSC04,0.5999999999999999
mem,motor,MSC05,MSC04,0.485
mixed,motor,MSC05,MSC06,0.57
mixed,mem,MSC05,MSC06,0.51
motor,mixed,MSC05,MSC06,0.5
motor,mem,MSC05,MSC06,0.5
mem,mixed,MSC05,MSC06,0.6450000000000001
mem,motor,MSC05,MSC06,0.5250000000000001
mixed,motor,MSC05,MSC07,0.5900000000000001
mixed,mem,MSC05,MSC07,0.5599999999999999
motor,mixed,MSC05,MSC07,0.5
motor,mem,MSC05,MSC07,0.495
mem,mixed,MSC05,MSC07,0.5050000000000001
mem,motor,MSC05,MSC07,0.42000000000000004
mixed,motor,MSC05,MSC10,0.6250000000000001
mixed,mem,MSC05,MSC10,0.46500000000000014
motor,mixed,MSC05,MSC10,0.5
motor,mem,MSC05,MSC10,0.5
mem,mixed,MSC05,MSC10,0.5199999999999999
mem,motor,MSC05,MSC10,0.43
mixed,motor,MSC06,MSC01,0.675
mixed,mem,MSC06,MSC01,0.52
motor,mixed,MSC06,MSC01,0.505
motor,mem,MSC06,MSC01,0.5
mem,mixed,MSC06,MSC01,0.39499999999999996
mem,motor,MSC06,MSC01,0.645
mixed,motor,MSC06,MSC02,0.62
mixed,mem,MSC06,MSC02,0.5299999999999999
motor,mixed,MSC06,MSC02,0.505
motor,mem,MSC06,MSC02,0.495
mem,mixed,MSC06,MSC02,0.6500000000000001
mem,motor,MSC06,MSC02,0.59
mixed,motor,MSC06,MSC03,0.5549999999999999
mixed,mem,MSC06,MSC03,0.475
motor,mixed,MSC06,MSC03,0.5
motor,mem,MSC06,MSC03,0.5
mem,mixed,MSC06,MSC03,0.325
mem,motor,MSC06,MSC03,0.5
mixed,motor,MSC06,MSC04,0.635
mixed,mem,MSC06,MSC04,0.4600000000000001
motor,mixed,MSC06,MSC04,0.5
motor,mem,MSC06,MSC04,0.51
mem,mixed,MSC06,MSC04,0.4600000000000001
mem,motor,MSC06,MSC04,0.255
mixed,motor,MSC06,MSC05,0.53
mixed,mem,MSC06,MSC05,0.445
motor,mixed,MSC06,MSC05,0.495
motor,mem,MSC06,MSC05,0.5
mem,mixed,MSC06,MSC05,0.5599999999999998
mem,motor,MSC06,MSC05,0.51
mixed,motor,MSC06,MSC07,0.5399999999999999
mixed,mem,MSC06,MSC07,0.5750000000000001
motor,mixed,MSC06,MSC07,0.5
motor,mem,MSC06,MSC07,0.5
mem,mixed,MSC06,MSC07,0.5349999999999999
mem,motor,MSC06,MSC07,0.5000000000000001
mixed,motor,MSC06,MSC10,0.6199999999999999
mixed,mem,MSC06,MSC10,0.595
motor,mixed,MSC06,MSC10,0.5
motor,mem,MSC06,MSC10,0.495
mem,mixed,MSC06,MSC10,0.595
mem,motor,MSC06,MSC10,0.35500000000000004
mixed,motor,MSC07,MSC01,0.6350000000000001
mixed,mem,MSC07,MSC01,0.6000000000000001
motor,mixed,MSC07,MSC01,0.5
motor,mem,MSC07,MSC01,0.5
mem,mixed,MSC07,MSC01,0.42000000000000004
mem,motor,MSC07,MSC01,0.495
mixed,motor,MSC07,MSC02,0.5950000000000001
mixed,mem,MSC07,MSC02,0.40499999999999997
motor,mixed,MSC07,MSC02,0.5
motor,mem,MSC07,MSC02,0.5
mem,mixed,MSC07,MSC02,0.4149999999999999
mem,motor,MSC07,MSC02,0.6
mixed,motor,MSC07,MSC03,0.6
mixed,mem,MSC07,MSC03,0.595
motor,mixed,MSC07,MSC03,0.5
motor,mem,MSC07,MSC03,0.5
mem,mixed,MSC07,MSC03,0.675
mem,motor,MSC07,MSC03,0.5299999999999999
