,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.96
1,mixed,mem,MSC01,0.97
2,motor,mixed,MSC01,0.865
3,motor,mem,MSC01,0.8099999999999999
4,mem,mixed,MSC01,0.9200000000000002
5,mem,motor,MSC01,0.975
6,mixed,motor,MSC02,0.6950000000000001
7,mixed,mem,MSC02,0.89
8,motor,mixed,MSC02,0.505
9,motor,mem,MSC02,0.5449999999999999
10,mem,mixed,MSC02,0.85
11,mem,motor,MSC02,0.675
12,mixed,motor,MSC03,0.985
13,mixed,mem,MSC03,0.9
14,motor,mixed,MSC03,0.6950000000000001
15,motor,mem,MSC03,0.6125
16,mem,mixed,MSC03,0.78125
17,mem,motor,MSC03,0.85625
18,mixed,motor,MSC04,0.9549999999999998
19,mixed,mem,MSC04,0.95
20,motor,mixed,MSC04,0.75
21,motor,mem,MSC04,0.8399999999999999
22,mem,mixed,MSC04,0.93
23,mem,motor,MSC04,0.9
24,mixed,motor,MSC05,0.8950000000000001
25,mixed,mem,MSC05,1.0
26,motor,mixed,MSC05,0.6500000000000001
27,motor,mem,MSC05,1.0
28,mem,mixed,MSC05,0.905
29,mem,motor,MSC05,0.9800000000000001
30,mixed,motor,MSC06,0.9666666666666668
31,mixed,mem,MSC06,0.9799999999999999
32,motor,mixed,MSC06,0.5055555555555555
33,motor,mem,MSC06,0.5777777777777778
34,mem,mixed,MSC06,0.7100000000000001
35,mem,motor,MSC06,0.8222222222222223
36,mixed,motor,MSC07,0.9166666666666667
37,mixed,mem,MSC07,0.9949999999999999
38,motor,mixed,MSC07,0.5944444444444444
39,motor,mem,MSC07,0.5499999999999999
40,mem,mixed,MSC07,0.95
41,mem,motor,MSC07,0.9222222222222223
42,mixed,motor,MSC10,0.905
43,mixed,mem,MSC10,0.9949999999999999
44,motor,mixed,MSC10,0.61
45,motor,mem,MSC10,0.76
46,mem,mixed,MSC10,0.8300000000000001
47,mem,motor,MSC10,0.9000000000000001
