acc,train_sub,test_sub
0.7,MSC05,MSC04
0.7666666666666667,MSC05,MSC04
0.7166666666666667,MSC05,MSC04
0.6333333333333333,MSC05,MSC04
0.6333333333333333,MSC05,MSC04
