acc,train_sub,test_sub
0.6166666666666666,MSC02,MSC03
0.6833333333333333,MSC02,MSC03
0.8166666666666667,MSC02,MSC03
0.6333333333333333,MSC02,MSC03
0.6333333333333334,MSC02,MSC03
