acc,train_sub,test_sub
0.5666666666666667,MSC01,MSC06
0.7,MSC01,MSC06
0.7166666666666667,MSC01,MSC06
0.7333333333333333,MSC01,MSC06
0.5666666666666667,MSC01,MSC06
