,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.9149999999999998
1,mixed,mem,MSC01,0.73
2,motor,mixed,MSC01,0.945
3,motor,mem,MSC01,0.7699999999999999
4,mem,mixed,MSC01,0.8300000000000001
5,mem,motor,MSC01,0.8100000000000002
6,mixed,motor,MSC02,0.595
7,mixed,mem,MSC02,0.5800000000000001
8,motor,mixed,MSC02,0.6399999999999999
9,motor,mem,MSC02,0.6199999999999999
10,mem,mixed,MSC02,0.6499999999999999
11,mem,motor,MSC02,0.53
12,mixed,motor,MSC03,0.6
13,mixed,mem,MSC03,0.53125
14,motor,mixed,MSC03,0.6599999999999999
15,motor,mem,MSC03,0.49375
16,mem,mixed,MSC03,0.43125
17,mem,motor,MSC03,0.32499999999999996
18,mixed,motor,MSC04,0.6399999999999999
19,mixed,mem,MSC04,0.615
20,motor,mixed,MSC04,0.6749999999999999
21,motor,mem,MSC04,0.615
22,mem,mixed,MSC04,0.685
23,mem,motor,MSC04,0.7350000000000001
24,mixed,motor,MSC05,0.62
25,mixed,mem,MSC05,0.58
26,motor,mixed,MSC05,0.6399999999999999
27,motor,mem,MSC05,0.505
28,mem,mixed,MSC05,0.595
29,mem,motor,MSC05,0.4950000000000001
30,mixed,motor,MSC06,0.6166666666666665
31,mixed,mem,MSC06,0.51
32,motor,mixed,MSC06,0.5166666666666667
33,motor,mem,MSC06,0.5666666666666668
34,mem,mixed,MSC06,0.495
35,mem,motor,MSC06,0.5888888888888889
36,mixed,motor,MSC07,0.5722222222222223
37,mixed,mem,MSC07,0.41000000000000003
38,motor,mixed,MSC07,0.40555555555555556
39,motor,mem,MSC07,0.4055555555555556
40,mem,mixed,MSC07,0.4
41,mem,motor,MSC07,0.4222222222222222
42,mixed,motor,MSC10,0.4749999999999999
43,mixed,mem,MSC10,0.7449999999999999
44,motor,mixed,MSC10,0.635
45,motor,mem,MSC10,0.6000000000000001
46,mem,mixed,MSC10,0.63
47,mem,motor,MSC10,0.36500000000000005
