,train_task,test_task,sub,acc
0,semantic,glass,MSC01,0.8450000000000001
1,semantic,motor,MSC01,0.89
2,semantic,mem,MSC01,0.62
3,glass,semantic,MSC01,0.8650000000000002
4,glass,motor,MSC01,0.8700000000000001
5,glass,mem,MSC01,0.6900000000000001
6,motor,semantic,MSC01,0.9400000000000001
7,motor,glass,MSC01,0.905
8,motor,mem,MSC01,0.6900000000000002
9,mem,semantic,MSC01,0.85
10,mem,glass,MSC01,0.825
11,mem,motor,MSC01,0.8350000000000002
12,semantic,glass,MSC02,0.7699999999999999
13,semantic,motor,MSC02,0.6799999999999999
14,semantic,mem,MSC02,0.6150000000000001
15,glass,semantic,MSC02,0.85
16,glass,motor,MSC02,0.7799999999999999
17,glass,mem,MSC02,0.72
18,motor,semantic,MSC02,0.845
19,motor,glass,MSC02,0.7899999999999998
20,motor,mem,MSC02,0.7549999999999998
21,mem,semantic,MSC02,0.7549999999999999
22,mem,glass,MSC02,0.7799999999999998
23,mem,motor,MSC02,0.72
24,semantic,glass,MSC03,0.7699999999999999
25,semantic,motor,MSC03,0.6500000000000001
26,semantic,mem,MSC03,0.555
27,glass,semantic,MSC03,0.885
28,glass,motor,MSC03,0.795
29,glass,mem,MSC03,0.6050000000000001
30,motor,semantic,MSC03,0.73
31,motor,glass,MSC03,0.72
32,motor,mem,MSC03,0.63
33,mem,semantic,MSC03,0.645
34,mem,glass,MSC03,0.625
35,mem,motor,MSC03,0.595
36,semantic,glass,MSC04,0.9000000000000001
37,semantic,motor,MSC04,0.78
38,semantic,mem,MSC04,0.5999999999999999
39,glass,semantic,MSC04,0.97
40,glass,motor,MSC04,0.9000000000000001
41,glass,mem,MSC04,0.63
42,motor,semantic,MSC04,0.9399999999999998
43,motor,glass,MSC04,0.8600000000000001
44,motor,mem,MSC04,0.6400000000000001
45,mem,semantic,MSC04,0.85
46,mem,glass,MSC04,0.795
47,mem,motor,MSC04,0.7950000000000002
48,semantic,glass,MSC05,0.735
49,semantic,motor,MSC05,0.635
50,semantic,mem,MSC05,0.525
51,glass,semantic,MSC05,0.875
52,glass,motor,MSC05,0.56
53,glass,mem,MSC05,0.5450000000000002
54,motor,semantic,MSC05,0.7050000000000001
55,motor,glass,MSC05,0.515
56,motor,mem,MSC05,0.515
57,mem,semantic,MSC05,0.635
58,mem,glass,MSC05,0.5
59,mem,motor,MSC05,0.585
60,semantic,glass,MSC06,0.6833333333333333
61,semantic,motor,MSC06,0.8450000000000001
62,semantic,mem,MSC06,0.55
63,glass,semantic,MSC06,0.7166666666666667
64,glass,motor,MSC06,0.7444444444444444
65,glass,mem,MSC06,0.538888888888889
66,motor,semantic,MSC06,0.715
67,motor,glass,MSC06,0.5611111111111111
68,motor,mem,MSC06,0.5900000000000001
69,mem,semantic,MSC06,0.7650000000000001
70,mem,glass,MSC06,0.5944444444444444
71,mem,motor,MSC06,0.835
72,semantic,glass,MSC07,0.7449999999999999
73,semantic,motor,MSC07,0.8200000000000001
74,semantic,mem,MSC07,0.45999999999999996
75,glass,semantic,MSC07,0.785
76,glass,motor,MSC07,0.8400000000000001
77,glass,mem,MSC07,0.51
78,motor,semantic,MSC07,0.705
79,motor,glass,MSC07,0.695
80,motor,mem,MSC07,0.4749999999999999
81,mem,semantic,MSC07,0.38
82,mem,glass,MSC07,0.45499999999999996
83,mem,motor,MSC07,0.445
84,semantic,glass,MSC10,0.72
85,semantic,motor,MSC10,0.505
86,semantic,mem,MSC10,0.62
87,glass,semantic,MSC10,0.8100000000000002
88,glass,motor,MSC10,0.485
89,glass,mem,MSC10,0.6849999999999999
90,motor,semantic,MSC10,0.575
91,motor,glass,MSC10,0.54
92,motor,mem,MSC10,0.605
93,mem,semantic,MSC10,0.6449999999999999
94,mem,glass,MSC10,0.63
95,mem,motor,MSC10,0.495
