,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.9199999999999999
1,mixed,mem,MSC01,0.9350000000000002
2,motor,mixed,MSC01,0.8949999999999999
3,motor,mem,MSC01,0.885
4,mem,mixed,MSC01,0.9049999999999999
5,mem,motor,MSC01,0.89
6,mixed,motor,MSC02,0.615
7,mixed,mem,MSC02,0.74
8,motor,mixed,MSC02,0.685
9,motor,mem,MSC02,0.67
10,mem,mixed,MSC02,0.595
11,mem,motor,MSC02,0.485
12,mixed,motor,MSC03,0.7200000000000001
13,mixed,mem,MSC03,0.6375
14,motor,mixed,MSC03,0.5650000000000001
15,motor,mem,MSC03,0.525
16,mem,mixed,MSC03,0.6124999999999999
17,mem,motor,MSC03,0.7749999999999999
18,mixed,motor,MSC04,0.6099999999999999
19,mixed,mem,MSC04,0.475
20,motor,mixed,MSC04,0.785
21,motor,mem,MSC04,0.695
22,mem,mixed,MSC04,0.63
23,mem,motor,MSC04,0.675
24,mixed,motor,MSC05,0.6950000000000001
25,mixed,mem,MSC05,0.85
26,motor,mixed,MSC05,0.6
27,motor,mem,MSC05,0.7750000000000001
28,mem,mixed,MSC05,0.72
29,mem,motor,MSC05,0.73
30,mixed,motor,MSC06,0.8611111111111113
31,mixed,mem,MSC06,0.8150000000000001
32,motor,mixed,MSC06,0.8666666666666667
33,motor,mem,MSC06,0.7444444444444445
34,mem,mixed,MSC06,0.735
35,mem,motor,MSC06,0.6888888888888889
36,mixed,motor,MSC07,0.8055555555555556
37,mixed,mem,MSC07,0.72
38,motor,mixed,MSC07,0.7666666666666665
39,motor,mem,MSC07,0.6888888888888889
40,mem,mixed,MSC07,0.7400000000000001
41,mem,motor,MSC07,0.75
42,mixed,motor,MSC10,0.725
43,mixed,mem,MSC10,0.685
44,motor,mixed,MSC10,0.6950000000000001
45,motor,mem,MSC10,0.7799999999999999
46,mem,mixed,MSC10,0.7050000000000001
47,mem,motor,MSC10,0.8099999999999999
