,test_task,train_task,Mean,Std
0,mem,mixed,0.9137500000000001,0.1216772663354052
1,mem,motor,0.6987500000000001,0.17654926467460247
2,mixed,mem,0.8175,0.11677206123775623
3,mixed,motor,0.633125,0.09946059880317293
4,motor,mem,0.8375,0.12351980754981305
5,motor,mixed,0.921875,0.038073003183733294
