train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.95,0.95,0.95,0.6524999999999999,0.97,0.3350000000000001
MSC01,MSC03,0.95,0.95,0.95,0.8300000000000001,0.9,0.76
MSC01,MSC04,0.95,0.95,0.95,0.7324999999999999,0.74,0.725
MSC01,MSC05,0.95,0.95,0.95,0.7525000000000001,0.55,0.9550000000000001
MSC01,MSC06,0.95,0.95,0.95,0.6125,0.225,1.0
MSC01,MSC07,0.95,0.95,0.95,0.6625,0.9400000000000001,0.385
MSC01,MSC10,0.95,0.95,0.95,0.72,0.8500000000000002,0.5900000000000001
MSC02,MSC01,0.8625,0.9,0.825,0.65,0.305,0.9949999999999999
MSC02,MSC03,0.8625,0.9,0.825,0.715,0.7150000000000001,0.7150000000000001
MSC02,MSC04,0.8625,0.9,0.825,0.6775,0.41500000000000004,0.9400000000000001
MSC02,MSC05,0.8625,0.9,0.825,0.675,0.43,0.9200000000000002
MSC02,MSC06,0.8625,0.9,0.825,0.5349999999999999,0.06999999999999999,1.0
MSC02,MSC07,0.8625,0.9,0.825,0.725,0.685,0.765
MSC02,MSC10,0.8625,0.9,0.825,0.6525,0.34,0.9650000000000001
MSC03,MSC01,0.95,0.925,0.975,0.5875,0.9400000000000001,0.23500000000000001
MSC03,MSC02,0.95,0.925,0.975,0.5625,0.975,0.15
MSC03,MSC04,0.95,0.925,0.975,0.68,0.8150000000000001,0.5450000000000002
MSC03,MSC05,0.95,0.925,0.975,0.8699999999999999,0.985,0.755
MSC03,MSC06,0.95,0.925,0.975,0.61,0.96,0.26
MSC03,MSC07,0.95,0.925,0.975,0.6975000000000001,0.6199999999999999,0.775
MSC03,MSC10,0.95,0.925,0.975,0.645,0.97,0.32
MSC04,MSC01,0.85,0.925,0.775,0.6225,0.8949999999999999,0.35
MSC04,MSC02,0.85,0.925,0.775,0.745,0.8800000000000001,0.61
MSC04,MSC03,0.85,0.925,0.775,0.7125,0.795,0.63
MSC04,MSC05,0.85,0.925,0.775,0.7125,0.8649999999999999,0.56
MSC04,MSC06,0.85,0.925,0.775,0.8275,0.8299999999999998,0.825
MSC04,MSC07,0.85,0.925,0.775,0.61,0.8150000000000001,0.40499999999999997
MSC04,MSC10,0.85,0.925,0.775,0.7175,0.9049999999999999,0.53
MSC05,MSC01,0.925,0.9,0.95,0.5775,0.8400000000000001,0.31500000000000006
MSC05,MSC02,0.925,0.9,0.95,0.6475,0.9199999999999999,0.375
MSC05,MSC03,0.925,0.9,0.95,0.7474999999999999,0.96,0.5349999999999999
MSC05,MSC04,0.925,0.9,0.95,0.6675000000000001,0.5900000000000001,0.745
MSC05,MSC06,0.925,0.9,0.95,0.7374999999999999,0.825,0.65
MSC05,MSC07,0.925,0.9,0.95,0.575,0.6699999999999999,0.48
MSC05,MSC10,0.925,0.9,0.95,0.72,0.8300000000000001,0.61
MSC06,MSC01,0.9375,0.925,0.95,0.7150000000000001,0.9349999999999999,0.495
MSC06,MSC02,0.9375,0.925,0.95,0.6075,0.9550000000000001,0.26
MSC06,MSC03,0.9375,0.925,0.95,0.7625,0.9200000000000002,0.6049999999999999
MSC06,MSC04,0.9375,0.925,0.95,0.86,0.8699999999999999,0.85
MSC06,MSC05,0.9375,0.925,0.95,0.8,0.9450000000000001,0.655
MSC06,MSC07,0.9375,0.925,0.95,0.5974999999999999,0.975,0.22000000000000003
MSC06,MSC10,0.9375,0.925,0.95,0.5925,0.97,0.215
MSC07,MSC01,0.6875,0.7,0.675,0.7074999999999999,0.905,0.51
MSC07,MSC02,0.6875,0.7,0.675,0.775,0.6950000000000001,0.8550000000000001
MSC07,MSC03,0.6875,0.7,0.675,0.7299999999999999,0.805,0.655
MSC07,MSC04,0.6875,0.7,0.675,0.7274999999999999,0.615,0.8400000000000001
MSC07,MSC05,0.6875,0.7,0.675,0.7625000000000001,0.765,0.76
MSC07,MSC06,0.6875,0.7,0.675,0.7924999999999999,0.6799999999999999,0.905
MSC07,MSC10,0.6875,0.7,0.675,0.7025,0.695,0.7100000000000001
MSC10,MSC01,0.85,0.875,0.825,0.615,0.8099999999999999,0.41999999999999993
MSC10,MSC02,0.85,0.875,0.825,0.7150000000000001,0.665,0.765
MSC10,MSC03,0.85,0.875,0.825,0.6625,0.4699999999999999,0.8550000000000001
MSC10,MSC04,0.85,0.875,0.825,0.7550000000000001,0.6849999999999999,0.825
MSC10,MSC05,0.85,0.875,0.825,0.715,0.7699999999999999,0.6599999999999999
MSC10,MSC06,0.85,0.875,0.825,0.6475,0.39,0.9049999999999999
MSC10,MSC07,0.85,0.875,0.825,0.635,0.43,0.8399999999999999
