sub,mixed,motor,mem
MSC01,0.9,1.0,1.0
MSC02,0.65,0.9,1.0
MSC03,1.0,1.0,0.75
MSC04,1.0,0.9,1.0
MSC05,0.9,0.95,0.95
MSC06,0.9,1.0,1.0
MSC07,0.85,0.8333333333333334,1.0
MSC10,0.7,0.9,0.95
