sub,mixed,motor,mem
MSC01,0.95,1.0,1.0
MSC02,0.9,0.95,1.0
MSC03,1.0,1.0,0.9375
MSC04,0.95,1.0,1.0
MSC05,0.95,1.0,1.0
MSC06,0.95,0.9444444444444444,0.95
MSC07,0.95,0.8333333333333334,0.9
MSC10,0.8,1.0,1.0
