sub,mixed,motor,mem
MSC01,0.95,1.0,1.0
MSC02,0.8,0.95,1.0
MSC03,0.9,0.9,0.875
MSC04,0.9,0.85,0.9
MSC05,1.0,0.85,1.0
MSC06,0.9,1.0,0.95
MSC07,0.85,0.9444444444444444,0.9
MSC10,0.8,0.85,1.0
