sub,mixed,motor,mem
MSC01,0.95,0.9,0.95
MSC02,0.8,0.75,0.9
MSC03,0.8,0.75,0.7708333333333333
MSC04,0.95,0.9,0.85
MSC05,0.75,0.8,1.0
MSC06,0.7,0.6111111111111112,0.85
MSC07,0.9,0.7407407407407407,0.8
MSC10,0.8,0.8,0.75
