,sub,task,acc,Network_A,Network_B
16,MSC05,semantic,0.75,fp,pon
17,MSC05,glass,0.7,fp,pon
18,MSC05,motor,0.8,fp,pon
19,MSC05,mem,1.0,fp,pon
20,MSC06,semantic,0.7,fp,pon
21,MSC06,glass,0.7222222222222222,fp,pon
22,MSC06,motor,0.8333333333333334,fp,pon
23,MSC06,mem,0.95,fp,pon
24,MSC07,semantic,0.9,fp,pon
25,MSC07,glass,0.9,fp,pon
26,MSC07,motor,0.6666666666666666,fp,pon
27,MSC07,mem,0.85,fp,pon
28,MSC10,semantic,0.75,fp,pon
29,MSC10,glass,0.65,fp,pon
30,MSC10,motor,0.6,fp,pon
31,MSC10,mem,0.95,fp,pon
0,MSC01,semantic,0.95,dan,van
1,MSC01,glass,0.85,dan,van
2,MSC01,motor,1.0,dan,van
3,MSC01,mem,1.0,dan,van
4,MSC02,semantic,0.85,dan,van
5,MSC02,glass,0.75,dan,van
6,MSC02,motor,0.95,dan,van
7,MSC02,mem,0.95,dan,van
8,MSC03,semantic,0.95,dan,van
9,MSC03,glass,0.75,dan,van
10,MSC03,motor,0.95,dan,van
11,MSC03,mem,0.9375,dan,van
12,MSC04,semantic,0.95,dan,van
13,MSC04,glass,0.95,dan,van
14,MSC04,motor,0.95,dan,van
15,MSC04,mem,1.0,dan,van
16,MSC05,semantic,0.95,dan,van
17,MSC05,glass,0.85,dan,van
18,MSC05,motor,1.0,dan,van
19,MSC05,mem,1.0,dan,van
20,MSC06,semantic,1.0,dan,van
21,MSC06,glass,0.7777777777777778,dan,van
22,MSC06,motor,0.9444444444444444,dan,van
23,MSC06,mem,0.95,dan,van
24,MSC07,semantic,1.0,dan,van
25,MSC07,glass,0.95,dan,van
26,MSC07,motor,0.8888888888888888,dan,van
27,MSC07,mem,0.9,dan,van
28,MSC10,semantic,0.85,dan,van
29,MSC10,glass,0.85,dan,van
30,MSC10,motor,0.9,dan,van
31,MSC10,mem,0.9,dan,van
0,MSC01,semantic,0.9,dan,salience
1,MSC01,glass,0.85,dan,salience
2,MSC01,motor,0.95,dan,salience
3,MSC01,mem,1.0,dan,salience
4,MSC02,semantic,0.85,dan,salience
5,MSC02,glass,0.65,dan,salience
6,MSC02,motor,0.8,dan,salience
7,MSC02,mem,0.9,dan,salience
8,MSC03,semantic,0.85,dan,salience
9,MSC03,glass,0.8,dan,salience
10,MSC03,motor,0.85,dan,salience
11,MSC03,mem,0.9375,dan,salience
12,MSC04,semantic,0.95,dan,salience
13,MSC04,glass,0.75,dan,salience
14,MSC04,motor,0.85,dan,salience
15,MSC04,mem,0.9,dan,salience
16,MSC05,semantic,1.0,dan,salience
17,MSC05,glass,0.85,dan,salience
18,MSC05,motor,0.85,dan,salience
19,MSC05,mem,0.95,dan,salience
20,MSC06,semantic,0.95,dan,salience
21,MSC06,glass,0.8333333333333334,dan,salience
22,MSC06,motor,1.0,dan,salience
23,MSC06,mem,0.95,dan,salience
24,MSC07,semantic,0.95,dan,salience
25,MSC07,glass,0.75,dan,salience
26,MSC07,motor,0.8888888888888888,dan,salience
27,MSC07,mem,0.9,dan,salience
28,MSC10,semantic,0.8,dan,salience
29,MSC10,glass,0.7,dan,salience
30,MSC10,motor,0.9,dan,salience
31,MSC10,mem,0.75,dan,salience
0,MSC01,semantic,1.0,dan,co
1,MSC01,glass,0.9,dan,co
2,MSC01,motor,1.0,dan,co
3,MSC01,mem,1.0,dan,co
4,MSC02,semantic,0.85,dan,co
5,MSC02,glass,0.9,dan,co
6,MSC02,motor,0.9,dan,co
7,MSC02,mem,1.0,dan,co
8,MSC03,semantic,0.95,dan,co
9,MSC03,glass,0.95,dan,co
10,MSC03,motor,0.95,dan,co
11,MSC03,mem,0.8125,dan,co
12,MSC04,semantic,0.95,dan,co
13,MSC04,glass,0.95,dan,co
14,MSC04,motor,0.95,dan,co
15,MSC04,mem,0.9,dan,co
16,MSC05,semantic,1.0,dan,co
17,MSC05,glass,1.0,dan,co
18,MSC05,motor,1.0,dan,co
19,MSC05,mem,1.0,dan,co
20,MSC06,semantic,0.95,dan,co
21,MSC06,glass,0.8333333333333334,dan,co
22,MSC06,motor,0.9444444444444444,dan,co
23,MSC06,mem,1.0,dan,co
24,MSC07,semantic,1.0,dan,co
25,MSC07,glass,0.95,dan,co
26,MSC07,motor,0.9444444444444444,dan,co
27,MSC07,mem,0.9,dan,co
28,MSC10,semantic,0.75,dan,co
29,MSC10,glass,0.75,dan,co
30,MSC10,motor,0.9,dan,co
31,MSC10,mem,0.9,dan,co
0,MSC01,semantic,0.85,dan,sm
1,MSC01,glass,0.8,dan,sm
2,MSC01,motor,1.0,dan,sm
3,MSC01,mem,0.95,dan,sm
4,MSC02,semantic,0.85,dan,sm
5,MSC02,glass,0.85,dan,sm
6,MSC02,motor,0.95,dan,sm
7,MSC02,mem,1.0,dan,sm
8,MSC03,semantic,0.95,dan,sm
9,MSC03,glass,0.75,dan,sm
10,MSC03,motor,0.95,dan,sm
11,MSC03,mem,0.875,dan,sm
12,MSC04,semantic,0.8,dan,sm
13,MSC04,glass,0.75,dan,sm
14,MSC04,motor,0.85,dan,sm
15,MSC04,mem,0.95,dan,sm
16,MSC05,semantic,0.8,dan,sm
17,MSC05,glass,0.85,dan,sm
18,MSC05,motor,0.95,dan,sm
19,MSC05,mem,1.0,dan,sm
20,MSC06,semantic,0.8,dan,sm
21,MSC06,glass,0.7777777777777778,dan,sm
22,MSC06,motor,0.8888888888888888,dan,sm
23,MSC06,mem,0.9,dan,sm
24,MSC07,semantic,0.95,dan,sm
25,MSC07,glass,0.95,dan,sm
26,MSC07,motor,0.9074074074074073,dan,sm
27,MSC07,mem,0.9,dan,sm
28,MSC10,semantic,0.7,dan,sm
29,MSC10,glass,0.6,dan,sm
30,MSC10,motor,0.9,dan,sm
31,MSC10,mem,0.9,dan,sm
0,MSC01,semantic,0.9,dan,sm-lat
1,MSC01,glass,0.75,dan,sm-lat
2,MSC01,motor,0.9,dan,sm-lat
3,MSC01,mem,0.95,dan,sm-lat
4,MSC02,semantic,0.65,dan,sm-lat
5,MSC02,glass,0.8,dan,sm-lat
6,MSC02,motor,0.85,dan,sm-lat
7,MSC02,mem,0.75,dan,sm-lat
8,MSC03,semantic,0.75,dan,sm-lat
9,MSC03,glass,0.7,dan,sm-lat
10,MSC03,motor,1.0,dan,sm-lat
11,MSC03,mem,0.75,dan,sm-lat
12,MSC04,semantic,0.65,dan,sm-lat
13,MSC04,glass,0.65,dan,sm-lat
14,MSC04,motor,0.8,dan,sm-lat
15,MSC04,mem,0.75,dan,sm-lat
16,MSC05,semantic,0.85,dan,sm-lat
17,MSC05,glass,0.85,dan,sm-lat
18,MSC05,motor,0.8,dan,sm-lat
19,MSC05,mem,0.95,dan,sm-lat
20,MSC06,semantic,0.8,dan,sm-lat
21,MSC06,glass,0.6296296296296295,dan,sm-lat
22,MSC06,motor,0.7222222222222222,dan,sm-lat
23,MSC06,mem,0.8,dan,sm-lat
24,MSC07,semantic,0.85,dan,sm-lat
25,MSC07,glass,0.95,dan,sm-lat
26,MSC07,motor,0.8888888888888888,dan,sm-lat
27,MSC07,mem,0.9,dan,sm-lat
28,MSC10,semantic,0.55,dan,sm-lat
29,MSC10,glass,0.8,dan,sm-lat
30,MSC10,motor,0.8,dan,sm-lat
31,MSC10,mem,0.85,dan,sm-lat
0,MSC01,semantic,0.9,dan,auditory
1,MSC01,glass,0.7,dan,auditory
2,MSC01,motor,0.85,dan,auditory
3,MSC01,mem,0.9,dan,auditory
4,MSC02,semantic,0.8,dan,auditory
5,MSC02,glass,0.75,dan,auditory
6,MSC02,motor,0.8,dan,auditory
7,MSC02,mem,0.85,dan,auditory
8,MSC03,semantic,0.9,dan,auditory
9,MSC03,glass,0.8,dan,auditory
10,MSC03,motor,1.0,dan,auditory
11,MSC03,mem,0.8125,dan,auditory
12,MSC04,semantic,0.85,dan,auditory
13,MSC04,glass,0.85,dan,auditory
14,MSC04,motor,0.9,dan,auditory
15,MSC04,mem,1.0,dan,auditory
16,MSC05,semantic,0.95,dan,auditory
17,MSC05,glass,0.75,dan,auditory
18,MSC05,motor,0.9,dan,auditory
19,MSC05,mem,1.0,dan,auditory
20,MSC06,semantic,0.9,dan,auditory
21,MSC06,glass,0.7407407407407407,dan,auditory
22,MSC06,motor,0.8888888888888888,dan,auditory
23,MSC06,mem,0.95,dan,auditory
24,MSC07,semantic,0.9,dan,auditory
25,MSC07,glass,0.8,dan,auditory
26,MSC07,motor,0.8888888888888888,dan,auditory
27,MSC07,mem,0.8,dan,auditory
28,MSC10,semantic,0.65,dan,auditory
29,MSC10,glass,0.85,dan,auditory
30,MSC10,motor,0.95,dan,auditory
31,MSC10,mem,0.9,dan,auditory
0,MSC01,semantic,0.9,dan,pmn
1,MSC01,glass,0.85,dan,pmn
2,MSC01,motor,0.85,dan,pmn
3,MSC01,mem,0.9,dan,pmn
4,MSC02,semantic,0.9,dan,pmn
5,MSC02,glass,0.9,dan,pmn
6,MSC02,motor,1.0,dan,pmn
7,MSC02,mem,0.9,dan,pmn
8,MSC03,semantic,0.85,dan,pmn
9,MSC03,glass,0.85,dan,pmn
10,MSC03,motor,0.85,dan,pmn
11,MSC03,mem,0.875,dan,pmn
12,MSC04,semantic,0.85,dan,pmn
13,MSC04,glass,0.95,dan,pmn
14,MSC04,motor,1.0,dan,pmn
15,MSC04,mem,1.0,dan,pmn
16,MSC05,semantic,0.9,dan,pmn
17,MSC05,glass,0.9,dan,pmn
18,MSC05,motor,0.95,dan,pmn
19,MSC05,mem,0.95,dan,pmn
20,MSC06,semantic,0.95,dan,pmn
21,MSC06,glass,0.7777777777777778,dan,pmn
22,MSC06,motor,0.8333333333333334,dan,pmn
23,MSC06,mem,0.85,dan,pmn
24,MSC07,semantic,0.8,dan,pmn
25,MSC07,glass,0.8,dan,pmn
26,MSC07,motor,0.9444444444444444,dan,pmn
27,MSC07,mem,0.95,dan,pmn
28,MSC10,semantic,0.9,dan,pmn
29,MSC10,glass,0.85,dan,pmn
30,MSC10,motor,0.85,dan,pmn
31,MSC10,mem,0.95,dan,pmn
0,MSC01,semantic,0.95,dan,pon
1,MSC01,glass,0.8,dan,pon
2,MSC01,motor,0.85,dan,pon
3,MSC01,mem,1.0,dan,pon
4,MSC02,semantic,0.8,dan,pon
5,MSC02,glass,0.7,dan,pon
6,MSC02,motor,0.6,dan,pon
7,MSC02,mem,0.9,dan,pon
8,MSC03,semantic,0.8,dan,pon
9,MSC03,glass,0.7,dan,pon
10,MSC03,motor,0.9,dan,pon
11,MSC03,mem,0.8333333333333333,dan,pon
12,MSC04,semantic,0.9,dan,pon
13,MSC04,glass,0.95,dan,pon
14,MSC04,motor,0.95,dan,pon
15,MSC04,mem,0.95,dan,pon
16,MSC05,semantic,0.7,dan,pon
17,MSC05,glass,0.85,dan,pon
18,MSC05,motor,0.9,dan,pon
19,MSC05,mem,1.0,dan,pon
20,MSC06,semantic,0.95,dan,pon
21,MSC06,glass,0.8333333333333334,dan,pon
22,MSC06,motor,0.8888888888888888,dan,pon
23,MSC06,mem,0.9,dan,pon
24,MSC07,semantic,0.9,dan,pon
25,MSC07,glass,0.7,dan,pon
26,MSC07,motor,0.8888888888888888,dan,pon
27,MSC07,mem,0.9,dan,pon
28,MSC10,semantic,1.0,dan,pon
29,MSC10,glass,0.65,dan,pon
30,MSC10,motor,0.8,dan,pon
31,MSC10,mem,0.85,dan,pon
0,MSC01,semantic,0.95,van,salience
1,MSC01,glass,0.75,van,salience
2,MSC01,motor,0.85,van,salience
3,MSC01,mem,0.9,van,salience
4,MSC02,semantic,0.9,van,salience
5,MSC02,glass,0.7,van,salience
6,MSC02,motor,1.0,van,salience
7,MSC02,mem,0.85,van,salience
8,MSC03,semantic,0.7,van,salience
9,MSC03,glass,0.9,van,salience
10,MSC03,motor,1.0,van,salience
11,MSC03,mem,0.9375,van,salience
12,MSC04,semantic,0.95,van,salience
13,MSC04,glass,0.8,van,salience
14,MSC04,motor,0.75,van,salience
15,MSC04,mem,0.85,van,salience
16,MSC05,semantic,0.85,van,salience
17,MSC05,glass,0.85,van,salience
18,MSC05,motor,1.0,van,salience
19,MSC05,mem,1.0,van,salience
20,MSC06,semantic,0.8,van,salience
21,MSC06,glass,0.6481481481481481,van,salience
22,MSC06,motor,1.0,van,salience
23,MSC06,mem,0.9,van,salience
24,MSC07,semantic,0.95,van,salience
25,MSC07,glass,0.8,van,salience
26,MSC07,motor,0.7222222222222222,van,salience
27,MSC07,mem,0.85,van,salience
28,MSC10,semantic,0.7,van,salience
29,MSC10,glass,0.7,van,salience
30,MSC10,motor,0.75,van,salience
31,MSC10,mem,0.65,van,salience
0,MSC01,semantic,0.95,van,co
1,MSC01,glass,0.75,van,co
2,MSC01,motor,1.0,van,co
3,MSC01,mem,0.95,van,co
4,MSC02,semantic,0.85,van,co
5,MSC02,glass,0.8,van,co
6,MSC02,motor,0.95,van,co
7,MSC02,mem,0.95,van,co
8,MSC03,semantic,0.85,van,co
9,MSC03,glass,0.85,van,co
10,MSC03,motor,0.95,van,co
11,MSC03,mem,0.875,van,co
12,MSC04,semantic,0.9,van,co
13,MSC04,glass,0.85,van,co
14,MSC04,motor,1.0,van,co
15,MSC04,mem,0.8,van,co
16,MSC05,semantic,0.9,van,co
17,MSC05,glass,0.85,van,co
18,MSC05,motor,1.0,van,co
19,MSC05,mem,1.0,van,co
20,MSC06,semantic,0.9,van,co
21,MSC06,glass,0.8888888888888888,van,co
22,MSC06,motor,0.9444444444444444,van,co
23,MSC06,mem,1.0,van,co
24,MSC07,semantic,1.0,van,co
25,MSC07,glass,0.9,van,co
26,MSC07,motor,0.8333333333333334,van,co
27,MSC07,mem,0.9,van,co
28,MSC10,semantic,0.7,van,co
29,MSC10,glass,0.75,van,co
30,MSC10,motor,0.9,van,co
31,MSC10,mem,0.85,van,co
0,MSC01,semantic,0.9,van,sm
1,MSC01,glass,0.8,van,sm
2,MSC01,motor,0.8,van,sm
3,MSC01,mem,0.9,van,sm
4,MSC02,semantic,0.55,van,sm
5,MSC02,glass,0.55,van,sm
6,MSC02,motor,0.9,van,sm
7,MSC02,mem,0.8,van,sm
8,MSC03,semantic,0.8,van,sm
9,MSC03,glass,0.8,van,sm
10,MSC03,motor,0.9,van,sm
11,MSC03,mem,0.75,van,sm
12,MSC04,semantic,0.9,van,sm
13,MSC04,glass,0.7,van,sm
14,MSC04,motor,0.8,van,sm
15,MSC04,mem,0.75,van,sm
16,MSC05,semantic,0.9,van,sm
17,MSC05,glass,0.65,van,sm
18,MSC05,motor,0.95,van,sm
19,MSC05,mem,1.0,van,sm
20,MSC06,semantic,0.75,van,sm
21,MSC06,glass,0.6666666666666666,van,sm
22,MSC06,motor,0.8888888888888888,van,sm
23,MSC06,mem,0.95,van,sm
24,MSC07,semantic,0.95,van,sm
25,MSC07,glass,0.7,van,sm
26,MSC07,motor,0.8888888888888888,van,sm
27,MSC07,mem,0.85,van,sm
28,MSC10,semantic,0.85,van,sm
29,MSC10,glass,0.75,van,sm
30,MSC10,motor,0.85,van,sm
31,MSC10,mem,0.85,van,sm
0,MSC01,semantic,0.85,van,sm-lat
1,MSC01,glass,0.95,van,sm-lat
2,MSC01,motor,0.85,van,sm-lat
3,MSC01,mem,0.95,van,sm-lat
4,MSC02,semantic,0.75,van,sm-lat
5,MSC02,glass,0.65,van,sm-lat
6,MSC02,motor,1.0,van,sm-lat
7,MSC02,mem,0.9,van,sm-lat
8,MSC03,semantic,0.7,van,sm-lat
9,MSC03,glass,0.75,van,sm-lat
10,MSC03,motor,0.9,van,sm-lat
11,MSC03,mem,0.875,van,sm-lat
12,MSC04,semantic,0.65,van,sm-lat
13,MSC04,glass,0.65,van,sm-lat
14,MSC04,motor,0.75,van,sm-lat
15,MSC04,mem,0.7,van,sm-lat
16,MSC05,semantic,0.85,van,sm-lat
17,MSC05,glass,0.7,van,sm-lat
18,MSC05,motor,0.8,van,sm-lat
19,MSC05,mem,0.7,van,sm-lat
20,MSC06,semantic,0.7,van,sm-lat
21,MSC06,glass,0.5185185185185185,van,sm-lat
22,MSC06,motor,0.7222222222222222,van,sm-lat
23,MSC06,mem,0.7,van,sm-lat
24,MSC07,semantic,0.95,van,sm-lat
25,MSC07,glass,0.7,van,sm-lat
26,MSC07,motor,0.7777777777777778,van,sm-lat
27,MSC07,mem,0.75,van,sm-lat
28,MSC10,semantic,0.5,van,sm-lat
29,MSC10,glass,0.8,van,sm-lat
30,MSC10,motor,0.85,van,sm-lat
31,MSC10,mem,0.8,van,sm-lat
0,MSC01,semantic,0.9,van,auditory
1,MSC01,glass,0.9,van,auditory
2,MSC01,motor,0.9,van,auditory
3,MSC01,mem,0.85,van,auditory
4,MSC02,semantic,0.8,van,auditory
5,MSC02,glass,0.85,van,auditory
6,MSC02,motor,0.85,van,auditory
7,MSC02,mem,0.85,van,auditory
8,MSC03,semantic,0.8,van,auditory
9,MSC03,glass,0.7,van,auditory
10,MSC03,motor,0.95,van,auditory
11,MSC03,mem,0.9375,van,auditory
12,MSC04,semantic,0.95,van,auditory
13,MSC04,glass,0.75,van,auditory
14,MSC04,motor,0.85,van,auditory
15,MSC04,mem,0.95,van,auditory
16,MSC05,semantic,0.85,van,auditory
17,MSC05,glass,0.65,van,auditory
18,MSC05,motor,0.9,van,auditory
19,MSC05,mem,0.95,van,auditory
20,MSC06,semantic,0.8,van,auditory
21,MSC06,glass,0.6851851851851851,van,auditory
22,MSC06,motor,0.9074074074074073,van,auditory
23,MSC06,mem,0.75,van,auditory
24,MSC07,semantic,0.9,van,auditory
25,MSC07,glass,0.75,van,auditory
26,MSC07,motor,0.8888888888888888,van,auditory
27,MSC07,mem,0.85,van,auditory
28,MSC10,semantic,0.8,van,auditory
29,MSC10,glass,0.8,van,auditory
30,MSC10,motor,0.9,van,auditory
31,MSC10,mem,0.8,van,auditory
0,MSC01,semantic,0.95,van,pmn
1,MSC01,glass,0.85,van,pmn
2,MSC01,motor,0.85,van,pmn
3,MSC01,mem,0.9,van,pmn
4,MSC02,semantic,0.9,van,pmn
5,MSC02,glass,0.8,van,pmn
6,MSC02,motor,0.8,van,pmn
7,MSC02,mem,0.85,van,pmn
8,MSC03,semantic,0.85,van,pmn
9,MSC03,glass,0.9,van,pmn
10,MSC03,motor,0.8,van,pmn
11,MSC03,mem,0.7083333333333333,van,pmn
12,MSC04,semantic,0.9,van,pmn
13,MSC04,glass,0.85,van,pmn
14,MSC04,motor,0.95,van,pmn
15,MSC04,mem,0.95,van,pmn
16,MSC05,semantic,0.85,van,pmn
17,MSC05,glass,0.8,van,pmn
18,MSC05,motor,0.85,van,pmn
19,MSC05,mem,0.95,van,pmn
20,MSC06,semantic,0.7,van,pmn
21,MSC06,glass,0.7407407407407407,van,pmn
22,MSC06,motor,0.7777777777777778,van,pmn
23,MSC06,mem,0.8,van,pmn
24,MSC07,semantic,0.9,van,pmn
25,MSC07,glass,0.85,van,pmn
26,MSC07,motor,0.8333333333333334,van,pmn
27,MSC07,mem,0.9,van,pmn
28,MSC10,semantic,0.7,van,pmn
29,MSC10,glass,0.6,van,pmn
30,MSC10,motor,0.75,van,pmn
31,MSC10,mem,0.7,van,pmn
0,MSC01,semantic,0.8,van,pon
1,MSC01,glass,0.85,van,pon
2,MSC01,motor,0.75,van,pon
3,MSC01,mem,0.85,van,pon
4,MSC02,semantic,0.75,van,pon
5,MSC02,glass,0.6,van,pon
6,MSC02,motor,0.75,van,pon
7,MSC02,mem,0.8,van,pon
8,MSC03,semantic,0.8,van,pon
9,MSC03,glass,0.8,van,pon
10,MSC03,motor,0.9,van,pon
11,MSC03,mem,0.6875,van,pon
12,MSC04,semantic,0.85,van,pon
13,MSC04,glass,0.9,van,pon
14,MSC04,motor,0.95,van,pon
15,MSC04,mem,0.8,van,pon
16,MSC05,semantic,0.9,van,pon
17,MSC05,glass,0.8,van,pon
18,MSC05,motor,0.8,van,pon
19,MSC05,mem,0.95,van,pon
20,MSC06,semantic,0.65,van,pon
21,MSC06,glass,0.6851851851851851,van,pon
22,MSC06,motor,0.8888888888888888,van,pon
23,MSC06,mem,0.95,van,pon
24,MSC07,semantic,0.8,van,pon
25,MSC07,glass,0.8,van,pon
26,MSC07,motor,0.6851851851851851,van,pon
27,MSC07,mem,0.95,van,pon
28,MSC10,semantic,0.75,van,pon
29,MSC10,glass,0.7,van,pon
30,MSC10,motor,0.95,van,pon
31,MSC10,mem,0.7,van,pon
0,MSC01,semantic,0.95,salience,co
1,MSC01,glass,0.7,salience,co
2,MSC01,motor,0.9,salience,co
3,MSC01,mem,0.8,salience,co
4,MSC02,semantic,0.8,salience,co
5,MSC02,glass,0.65,salience,co
6,MSC02,motor,0.9,salience,co
7,MSC02,mem,0.9,salience,co
8,MSC03,semantic,0.85,salience,co
9,MSC03,glass,0.8,salience,co
10,MSC03,motor,0.95,salience,co
11,MSC03,mem,0.9375,salience,co
12,MSC04,semantic,0.9,salience,co
13,MSC04,glass,0.85,salience,co
14,MSC04,motor,0.9,salience,co
15,MSC04,mem,0.8,salience,co
16,MSC05,semantic,1.0,salience,co
17,MSC05,glass,0.85,salience,co
18,MSC05,motor,0.85,salience,co
19,MSC05,mem,1.0,salience,co
20,MSC06,semantic,0.9,salience,co
21,MSC06,glass,0.7222222222222222,salience,co
22,MSC06,motor,0.9444444444444444,salience,co
23,MSC06,mem,0.85,salience,co
24,MSC07,semantic,0.9,salience,co
25,MSC07,glass,0.95,salience,co
26,MSC07,motor,0.7407407407407407,salience,co
27,MSC07,mem,0.85,salience,co
28,MSC10,semantic,0.85,salience,co
29,MSC10,glass,0.7,salience,co
30,MSC10,motor,0.8,salience,co
31,MSC10,mem,0.7,salience,co
0,MSC01,semantic,0.9,salience,sm
1,MSC01,glass,0.6,salience,sm
2,MSC01,motor,0.8,salience,sm
3,MSC01,mem,0.75,salience,sm
4,MSC02,semantic,0.75,salience,sm
5,MSC02,glass,0.65,salience,sm
6,MSC02,motor,0.95,salience,sm
7,MSC02,mem,0.7,salience,sm
8,MSC03,semantic,0.85,salience,sm
9,MSC03,glass,0.9,salience,sm
10,MSC03,motor,0.8,salience,sm
11,MSC03,mem,0.8125,salience,sm
12,MSC04,semantic,0.8,salience,sm
13,MSC04,glass,0.65,salience,sm
14,MSC04,motor,0.85,salience,sm
15,MSC04,mem,0.85,salience,sm
16,MSC05,semantic,0.9,salience,sm
17,MSC05,glass,0.75,salience,sm
18,MSC05,motor,1.0,salience,sm
19,MSC05,mem,1.0,salience,sm
20,MSC06,semantic,0.85,salience,sm
21,MSC06,glass,0.7222222222222222,salience,sm
22,MSC06,motor,0.8888888888888888,salience,sm
23,MSC06,mem,0.9,salience,sm
24,MSC07,semantic,0.8,salience,sm
25,MSC07,glass,0.7,salience,sm
26,MSC07,motor,0.7037037037037037,salience,sm
27,MSC07,mem,0.7,salience,sm
28,MSC10,semantic,0.7,salience,sm
29,MSC10,glass,0.55,salience,sm
30,MSC10,motor,0.7,salience,sm
31,MSC10,mem,0.85,salience,sm
0,MSC01,semantic,0.95,salience,sm-lat
1,MSC01,glass,0.8,salience,sm-lat
2,MSC01,motor,0.8,salience,sm-lat
3,MSC01,mem,0.85,salience,sm-lat
4,MSC02,semantic,0.65,salience,sm-lat
5,MSC02,glass,0.5,salience,sm-lat
6,MSC02,motor,0.75,salience,sm-lat
7,MSC02,mem,0.4,salience,sm-lat
8,MSC03,semantic,0.65,salience,sm-lat
9,MSC03,glass,0.6,salience,sm-lat
10,MSC03,motor,0.8,salience,sm-lat
11,MSC03,mem,0.7291666666666666,salience,sm-lat
12,MSC04,semantic,0.8,salience,sm-lat
13,MSC04,glass,0.65,salience,sm-lat
14,MSC04,motor,0.65,salience,sm-lat
15,MSC04,mem,0.75,salience,sm-lat
16,MSC05,semantic,0.75,salience,sm-lat
17,MSC05,glass,0.65,salience,sm-lat
18,MSC05,motor,0.8,salience,sm-lat
19,MSC05,mem,0.95,salience,sm-lat
20,MSC06,semantic,0.65,salience,sm-lat
21,MSC06,glass,0.7222222222222222,salience,sm-lat
22,MSC06,motor,0.7407407407407407,salience,sm-lat
23,MSC06,mem,0.65,salience,sm-lat
24,MSC07,semantic,0.75,salience,sm-lat
25,MSC07,glass,0.85,salience,sm-lat
26,MSC07,motor,0.6666666666666666,salience,sm-lat
27,MSC07,mem,0.75,salience,sm-lat
28,MSC10,semantic,0.55,salience,sm-lat
29,MSC10,glass,0.65,salience,sm-lat
30,MSC10,motor,0.9,salience,sm-lat
31,MSC10,mem,0.7,salience,sm-lat
0,MSC01,semantic,0.65,salience,auditory
1,MSC01,glass,0.75,salience,auditory
2,MSC01,motor,0.6,salience,auditory
3,MSC01,mem,0.65,salience,auditory
4,MSC02,semantic,0.8,salience,auditory
5,MSC02,glass,0.7,salience,auditory
6,MSC02,motor,0.7,salience,auditory
7,MSC02,mem,0.8,salience,auditory
8,MSC03,semantic,0.9,salience,auditory
9,MSC03,glass,0.8,salience,auditory
10,MSC03,motor,0.9,salience,auditory
11,MSC03,mem,0.6875,salience,auditory
12,MSC04,semantic,0.85,salience,auditory
13,MSC04,glass,0.85,salience,auditory
14,MSC04,motor,0.8,salience,auditory
15,MSC04,mem,0.85,salience,auditory
16,MSC05,semantic,0.95,salience,auditory
17,MSC05,glass,0.7,salience,auditory
18,MSC05,motor,0.9,salience,auditory
19,MSC05,mem,0.8,salience,auditory
20,MSC06,semantic,0.8,salience,auditory
21,MSC06,glass,0.7222222222222222,salience,auditory
22,MSC06,motor,0.7962962962962963,salience,auditory
23,MSC06,mem,0.8,salience,auditory
24,MSC07,semantic,0.9,salience,auditory
25,MSC07,glass,0.85,salience,auditory
26,MSC07,motor,0.7222222222222222,salience,auditory
27,MSC07,mem,0.6,salience,auditory
28,MSC10,semantic,0.7,salience,auditory
29,MSC10,glass,0.6,salience,auditory
30,MSC10,motor,0.8,salience,auditory
31,MSC10,mem,0.55,salience,auditory
0,MSC01,semantic,0.9,salience,pmn
1,MSC01,glass,0.85,salience,pmn
2,MSC01,motor,0.8,salience,pmn
3,MSC01,mem,0.4,salience,pmn
4,MSC02,semantic,0.7,salience,pmn
5,MSC02,glass,0.6,salience,pmn
6,MSC02,motor,0.95,salience,pmn
7,MSC02,mem,0.55,salience,pmn
8,MSC03,semantic,0.75,salience,pmn
9,MSC03,glass,0.8,salience,pmn
10,MSC03,motor,0.9,salience,pmn
11,MSC03,mem,0.8125,salience,pmn
12,MSC04,semantic,0.85,salience,pmn
13,MSC04,glass,0.85,salience,pmn
14,MSC04,motor,0.8,salience,pmn
15,MSC04,mem,0.8,salience,pmn
16,MSC05,semantic,0.9,salience,pmn
17,MSC05,glass,0.8,salience,pmn
18,MSC05,motor,0.9,salience,pmn
19,MSC05,mem,0.8,salience,pmn
20,MSC06,semantic,0.85,salience,pmn
21,MSC06,glass,0.6296296296296295,salience,pmn
22,MSC06,motor,0.7407407407407407,salience,pmn
23,MSC06,mem,0.85,salience,pmn
24,MSC07,semantic,0.8,salience,pmn
25,MSC07,glass,0.7,salience,pmn
26,MSC07,motor,0.8888888888888888,salience,pmn
27,MSC07,mem,0.7,salience,pmn
28,MSC10,semantic,0.7,salience,pmn
29,MSC10,glass,0.7,salience,pmn
30,MSC10,motor,0.6,salience,pmn
31,MSC10,mem,0.85,salience,pmn
0,MSC01,semantic,0.75,salience,pon
1,MSC01,glass,0.9,salience,pon
2,MSC01,motor,0.85,salience,pon
3,MSC01,mem,0.75,salience,pon
4,MSC02,semantic,0.8,salience,pon
5,MSC02,glass,0.75,salience,pon
6,MSC02,motor,0.95,salience,pon
7,MSC02,mem,0.55,salience,pon
8,MSC03,semantic,0.75,salience,pon
9,MSC03,glass,0.85,salience,pon
10,MSC03,motor,0.85,salience,pon
