train_sub,test_sub,train_task,test_task,acc,frames
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,50
MSC02,MSC06,mem,mixed,0.6250000000000001,50
MSC02,MSC07,mem,mixed,0.6149999999999999,50
MSC05,MSC02,mem,mixed,0.705,50
MSC05,MSC06,mem,mixed,0.68,50
MSC05,MSC07,mem,mixed,0.495,50
MSC06,MSC02,mem,mixed,0.5449999999999999,50
MSC06,MSC05,mem,mixed,0.45,50
MSC06,MSC07,mem,mixed,0.5549999999999999,50
MSC07,MSC02,mem,mixed,0.5650000000000001,50
MSC07,MSC05,mem,mixed,0.645,50
MSC07,MSC06,mem,mixed,0.43,50
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.6900000000000002,51
MSC02,MSC06,mem,mixed,0.6200000000000001,51
MSC02,MSC07,mem,mixed,0.61,51
MSC05,MSC02,mem,mixed,0.7150000000000001,51
MSC05,MSC06,mem,mixed,0.68,51
MSC05,MSC07,mem,mixed,0.49000000000000005,51
MSC06,MSC02,mem,mixed,0.53,51
MSC06,MSC05,mem,mixed,0.47000000000000003,51
MSC06,MSC07,mem,mixed,0.545,51
MSC07,MSC02,mem,mixed,0.57,51
MSC07,MSC05,mem,mixed,0.64,51
MSC07,MSC06,mem,mixed,0.425,51
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.685,52
MSC02,MSC06,mem,mixed,0.5900000000000001,52
MSC02,MSC07,mem,mixed,0.5799999999999998,52
MSC05,MSC02,mem,mixed,0.7350000000000001,52
MSC05,MSC06,mem,mixed,0.68,52
MSC05,MSC07,mem,mixed,0.515,52
MSC06,MSC02,mem,mixed,0.53,52
MSC06,MSC05,mem,mixed,0.5,52
MSC06,MSC07,mem,mixed,0.53,52
MSC07,MSC02,mem,mixed,0.565,52
MSC07,MSC05,mem,mixed,0.615,52
MSC07,MSC06,mem,mixed,0.43,52
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.665,53
MSC02,MSC06,mem,mixed,0.595,53
MSC02,MSC07,mem,mixed,0.545,53
MSC05,MSC02,mem,mixed,0.73,53
MSC05,MSC06,mem,mixed,0.6900000000000001,53
MSC05,MSC07,mem,mixed,0.525,53
MSC06,MSC02,mem,mixed,0.5249999999999999,53
MSC06,MSC05,mem,mixed,0.495,53
MSC06,MSC07,mem,mixed,0.5399999999999999,53
MSC07,MSC02,mem,mixed,0.575,53
MSC07,MSC05,mem,mixed,0.615,53
MSC07,MSC06,mem,mixed,0.42000000000000004,53
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
MSC06,MSC07,mem,mixed,0.53,54
MSC07,MSC02,mem,mixed,0.595,54
MSC07,MSC05,mem,mixed,0.5950000000000001,54
MSC07,MSC06,mem,mixed,0.41500000000000004,54
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
MSC06,MSC07,mem,mixed,0.53,54
MSC07,MSC02,mem,mixed,0.595,54
MSC07,MSC05,mem,mixed,0.5950000000000001,54
MSC07,MSC06,mem,mixed,0.41500000000000004,54
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
MSC06,MSC07,mem,mixed,0.53,54
MSC07,MSC02,mem,mixed,0.595,54
MSC07,MSC05,mem,mixed,0.5950000000000001,54
MSC07,MSC06,mem,mixed,0.41500000000000004,54
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
MSC06,MSC07,mem,mixed,0.53,54
MSC07,MSC02,mem,mixed,0.595,54
MSC07,MSC05,mem,mixed,0.5950000000000001,54
MSC07,MSC06,mem,mixed,0.41500000000000004,54
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
MSC06,MSC07,mem,mixed,0.53,54
MSC07,MSC02,mem,mixed,0.595,54
MSC07,MSC05,mem,mixed,0.5950000000000001,54
MSC07,MSC06,mem,mixed,0.41500000000000004,54
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
MSC06,MSC07,mem,mixed,0.53,54
MSC07,MSC02,mem,mixed,0.595,54
MSC07,MSC05,mem,mixed,0.5950000000000001,54
MSC07,MSC06,mem,mixed,0.41500000000000004,54
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
MSC06,MSC07,mem,mixed,0.53,54
MSC07,MSC02,mem,mixed,0.595,54
MSC07,MSC05,mem,mixed,0.5950000000000001,54
MSC07,MSC06,mem,mixed,0.41500000000000004,54
MSC02,MSC05,mem,mixed,0.6500000000000001,54
MSC02,MSC06,mem,mixed,0.62,54
MSC02,MSC07,mem,mixed,0.545,54
MSC05,MSC02,mem,mixed,0.72,54
MSC05,MSC06,mem,mixed,0.7,54
MSC05,MSC07,mem,mixed,0.5349999999999999,54
MSC06,MSC02,mem,mixed,0.5299999999999999,54
MSC06,MSC05,mem,mixed,0.5,54
