,MSC01,train,test
0,0.75,semantic,motor
1,0.7,semantic,motor
2,0.7,semantic,motor
3,0.7,semantic,motor
4,0.75,semantic,motor
5,0.8,semantic,motor
6,0.7,semantic,motor
7,0.75,semantic,motor
8,0.75,semantic,motor
9,0.75,semantic,motor
