,MSC06,train,test
0,0.7777777777777778,semantic,glass
1,0.7222222222222222,semantic,glass
2,0.7777777777777778,semantic,glass
3,0.7777777777777778,semantic,glass
4,0.7777777777777778,semantic,glass
5,0.7777777777777778,semantic,glass
6,0.7777777777777778,semantic,glass
7,0.7777777777777778,semantic,glass
8,0.7222222222222222,semantic,glass
9,0.7777777777777778,semantic,glass
