,MSC07,train,test
0,0.55,glass,motor
1,0.6,glass,motor
2,0.5,glass,motor
3,0.65,glass,motor
4,0.55,glass,motor
5,0.6,glass,motor
6,0.55,glass,motor
7,0.65,glass,motor
8,0.65,glass,motor
9,0.6,glass,motor
