,MSC07,train,test
0,0.55,semantic,motor
1,0.55,semantic,motor
2,0.55,semantic,motor
3,0.55,semantic,motor
4,0.55,semantic,motor
5,0.55,semantic,motor
6,0.55,semantic,motor
7,0.55,semantic,motor
8,0.55,semantic,motor
9,0.55,semantic,motor
