,MSC06,train,test
0,0.8333333333333334,mem,glass
1,0.8888888888888888,mem,glass
2,0.8333333333333334,mem,glass
3,0.7777777777777778,mem,glass
4,0.8888888888888888,mem,glass
5,0.7777777777777778,mem,glass
6,0.8333333333333334,mem,glass
7,0.8888888888888888,mem,glass
8,0.8888888888888888,mem,glass
9,0.8333333333333334,mem,glass
