,MSC04,train,test
0,0.95,motor,glass
1,0.95,motor,glass
2,0.95,motor,glass
3,0.85,motor,glass
4,0.9,motor,glass
5,0.9,motor,glass
6,0.95,motor,glass
7,0.9,motor,glass
8,0.95,motor,glass
9,0.95,motor,glass
