,MSC06,train,test
0,0.75,glass,motor
1,0.65,glass,motor
2,0.7,glass,motor
3,0.65,glass,motor
4,0.6,glass,motor
5,0.7,glass,motor
6,0.75,glass,motor
7,0.8,glass,motor
8,0.75,glass,motor
