,MSC02,train,test
0,0.8,mem,glass
1,0.75,mem,glass
2,0.7,mem,glass
3,0.7,mem,glass
4,0.75,mem,glass
5,0.75,mem,glass
6,0.8,mem,glass
7,0.75,mem,glass
8,0.7,mem,glass
9,0.75,mem,glass
