,MSC10,train,test
0,0.9,glass,semantic
1,0.9,glass,semantic
2,0.9,glass,semantic
3,0.85,glass,semantic
4,0.8,glass,semantic
5,0.9,glass,semantic
6,0.9,glass,semantic
7,0.95,glass,semantic
8,0.9,glass,semantic
9,0.95,glass,semantic
