,MSC06,train,test
0,0.9,glass,mem
1,0.9,glass,mem
2,0.9,glass,mem
3,0.9,glass,mem
4,0.9,glass,mem
5,0.9,glass,mem
6,0.9,glass,mem
7,0.95,glass,mem
8,0.9,glass,mem
