,MSC01,train,test
0,0.65,motor,mem
1,0.65,motor,mem
2,0.65,motor,mem
3,0.65,motor,mem
4,0.65,motor,mem
5,0.65,motor,mem
6,0.65,motor,mem
7,0.65,motor,mem
8,0.65,motor,mem
9,0.65,motor,mem
