,MSC03,train,test
0,0.65,semantic,glass
1,0.75,semantic,glass
2,0.7,semantic,glass
3,0.7,semantic,glass
4,0.75,semantic,glass
5,0.65,semantic,glass
6,0.65,semantic,glass
7,0.6,semantic,glass
8,0.65,semantic,glass
9,0.7,semantic,glass
