,MSC02,train,test
0,0.5,semantic,mem
1,0.5,semantic,mem
2,0.5,semantic,mem
3,0.5,semantic,mem
4,0.5,semantic,mem
5,0.5,semantic,mem
6,0.5,semantic,mem
7,0.5,semantic,mem
8,0.5,semantic,mem
9,0.5,semantic,mem
