,MSC01,train,test
0,0.85,semantic,glass
1,0.85,semantic,glass
2,0.85,semantic,glass
3,0.85,semantic,glass
4,0.85,semantic,glass
5,0.9,semantic,glass
6,0.8,semantic,glass
7,0.85,semantic,glass
8,0.85,semantic,glass
9,0.85,semantic,glass
