,MSC10,train,test
0,0.85,mem,glass
1,0.85,mem,glass
2,0.85,mem,glass
3,0.85,mem,glass
4,0.85,mem,glass
5,0.85,mem,glass
6,0.85,mem,glass
7,0.85,mem,glass
8,0.85,mem,glass
9,0.85,mem,glass
