,MSC10,train,test
0,0.9,glass,motor
1,0.85,glass,motor
2,0.9,glass,motor
3,0.9,glass,motor
4,0.75,glass,motor
5,0.85,glass,motor
6,0.9,glass,motor
7,0.85,glass,motor
8,0.9,glass,motor
9,0.9,glass,motor
