,MSC01,train,test
0,0.9,motor,semantic
1,0.9,motor,semantic
2,0.9,motor,semantic
3,0.9,motor,semantic
4,0.9,motor,semantic
5,0.9,motor,semantic
6,0.9,motor,semantic
7,0.9,motor,semantic
8,0.9,motor,semantic
9,0.9,motor,semantic
