,MSC07,train,test
0,0.75,mem,motor
1,0.75,mem,motor
2,0.75,mem,motor
3,0.75,mem,motor
4,0.75,mem,motor
5,0.85,mem,motor
6,0.75,mem,motor
7,0.85,mem,motor
8,0.85,mem,motor
9,0.8,mem,motor
