,MSC01,train,test
0,1.0,mem,semantic
1,1.0,mem,semantic
2,1.0,mem,semantic
3,1.0,mem,semantic
4,1.0,mem,semantic
5,1.0,mem,semantic
6,1.0,mem,semantic
7,1.0,mem,semantic
8,1.0,mem,semantic
9,1.0,mem,semantic
