,MSC06,train,test
0,0.65,semantic,motor
1,0.6,semantic,motor
2,0.65,semantic,motor
3,0.6,semantic,motor
4,0.65,semantic,motor
5,0.6,semantic,motor
6,0.6,semantic,motor
7,0.8,semantic,motor
8,0.65,semantic,motor
9,0.65,semantic,motor
