train_sub,test_sub,task,acc
MSC01,MSC02,glass,0.665
MSC01,MSC02,semantic,0.8950000000000001
MSC01,MSC02,motor,0.915
MSC01,MSC02,mem,0.78
MSC01,MSC03,glass,0.505
MSC01,MSC03,semantic,0.5900000000000001
MSC01,MSC03,motor,0.8850000000000001
MSC01,MSC03,mem,0.885
MSC01,MSC04,glass,0.545
MSC01,MSC04,semantic,0.6900000000000001
MSC01,MSC04,motor,0.9299999999999999
MSC01,MSC04,mem,0.8850000000000001
MSC01,MSC05,glass,0.5499999999999999
MSC01,MSC05,semantic,0.6950000000000001
MSC01,MSC05,motor,0.885
MSC01,MSC05,mem,0.9949999999999999
MSC01,MSC06,glass,0.5
MSC01,MSC06,semantic,0.595
MSC01,MSC06,motor,0.7699999999999999
MSC01,MSC06,mem,0.9349999999999999
MSC01,MSC07,glass,0.82
MSC01,MSC07,semantic,0.985
MSC01,MSC07,motor,0.905
MSC01,MSC07,mem,0.7649999999999999
MSC01,MSC10,glass,0.5850000000000001
MSC01,MSC10,semantic,0.68
MSC01,MSC10,motor,0.9349999999999999
MSC01,MSC10,mem,0.9149999999999998
MSC02,MSC01,glass,0.565
MSC02,MSC01,semantic,0.595
MSC02,MSC01,motor,0.58
MSC02,MSC01,mem,0.9650000000000001
MSC02,MSC03,glass,0.5149999999999999
MSC02,MSC03,semantic,0.55
MSC02,MSC03,motor,0.615
MSC02,MSC03,mem,0.95
MSC02,MSC04,glass,0.515
MSC02,MSC04,semantic,0.5
MSC02,MSC04,motor,0.595
MSC02,MSC04,mem,0.9650000000000001
MSC02,MSC05,glass,0.5999999999999999
MSC02,MSC05,semantic,0.6500000000000001
MSC02,MSC05,motor,0.645
MSC02,MSC05,mem,1.0
MSC02,MSC06,glass,0.5
MSC02,MSC06,semantic,0.5599999999999999
MSC02,MSC06,motor,0.5799999999999998
MSC02,MSC06,mem,0.8099999999999999
MSC02,MSC07,glass,0.685
MSC02,MSC07,semantic,0.6650000000000001
MSC02,MSC07,motor,0.55
MSC02,MSC07,mem,0.875
MSC02,MSC10,glass,0.5
MSC02,MSC10,semantic,0.5
MSC02,MSC10,motor,0.585
MSC02,MSC10,mem,0.8550000000000001
MSC03,MSC01,glass,0.5499999999999999
MSC03,MSC01,semantic,0.5599999999999999
MSC03,MSC01,motor,0.85
MSC03,MSC01,mem,0.5
MSC03,MSC02,glass,0.5
MSC03,MSC02,semantic,0.625
MSC03,MSC02,motor,0.9649999999999999
MSC03,MSC02,mem,0.755
MSC03,MSC04,glass,0.575
MSC03,MSC04,semantic,0.5700000000000001
MSC03,MSC04,motor,0.9099999999999999
MSC03,MSC04,mem,0.7250000000000001
MSC03,MSC05,glass,0.505
MSC03,MSC05,semantic,0.71
MSC03,MSC05,motor,0.9949999999999999
MSC03,MSC05,mem,0.67
MSC03,MSC06,glass,0.5
MSC03,MSC06,semantic,0.5
MSC03,MSC06,motor,0.7250000000000001
MSC03,MSC06,mem,0.74
MSC03,MSC07,glass,0.53
MSC03,MSC07,semantic,0.5
MSC03,MSC07,motor,0.925
MSC03,MSC07,mem,0.635
MSC03,MSC10,glass,0.5
MSC03,MSC10,semantic,0.505
MSC03,MSC10,motor,0.9350000000000002
MSC03,MSC10,mem,0.93
MSC04,MSC01,glass,0.6950000000000001
MSC04,MSC01,semantic,0.9199999999999999
MSC04,MSC01,motor,0.9199999999999999
MSC04,MSC01,mem,0.925
MSC04,MSC02,glass,0.6249999999999999
MSC04,MSC02,semantic,0.875
MSC04,MSC02,motor,1.0
MSC04,MSC02,mem,0.9949999999999999
MSC04,MSC03,glass,0.85
MSC04,MSC03,semantic,0.6799999999999999
MSC04,MSC03,motor,0.89
MSC04,MSC03,mem,0.8099999999999999
MSC04,MSC05,glass,0.755
MSC04,MSC05,semantic,0.6200000000000001
MSC04,MSC05,motor,0.945
MSC04,MSC05,mem,0.9299999999999999
MSC04,MSC06,glass,0.8666666666666666
MSC04,MSC06,semantic,0.705
MSC04,MSC06,motor,0.8949999999999999
MSC04,MSC06,mem,1.0
MSC04,MSC07,glass,0.64
MSC04,MSC07,semantic,0.915
MSC04,MSC07,motor,0.9349999999999999
MSC04,MSC07,mem,0.9099999999999999
MSC04,MSC10,glass,0.8149999999999998
MSC04,MSC10,semantic,0.9200000000000002
MSC04,MSC10,motor,0.8999999999999998
MSC04,MSC10,mem,0.9799999999999999
MSC05,MSC01,glass,0.565
MSC05,MSC01,semantic,0.78
MSC05,MSC01,motor,0.825
MSC05,MSC01,mem,0.7849999999999999
MSC05,MSC02,glass,0.7449999999999999
MSC05,MSC02,semantic,0.7899999999999999
MSC05,MSC02,motor,0.9650000000000001
MSC05,MSC02,mem,0.875
MSC05,MSC03,glass,0.505
MSC05,MSC03,semantic,0.745
MSC05,MSC03,motor,0.74
MSC05,MSC03,mem,0.7999999999999998
MSC05,MSC04,glass,0.5
MSC05,MSC04,semantic,0.6399999999999999
MSC05,MSC04,motor,0.645
MSC05,MSC04,mem,0.7949999999999999
MSC05,MSC06,glass,0.5944444444444444
MSC05,MSC06,semantic,0.5999999999999999
MSC05,MSC06,motor,0.74
MSC05,MSC06,mem,0.9650000000000001
MSC05,MSC07,glass,0.525
MSC05,MSC07,semantic,0.8400000000000001
MSC05,MSC07,motor,0.74
MSC05,MSC07,mem,0.8300000000000001
MSC05,MSC10,glass,0.55
MSC05,MSC10,semantic,0.59
MSC05,MSC10,motor,0.9450000000000001
MSC05,MSC10,mem,0.915
MSC06,MSC01,glass,0.5444444444444445
MSC06,MSC01,semantic,0.9200000000000002
MSC06,MSC01,motor,0.85
MSC06,MSC01,mem,0.975
MSC06,MSC02,glass,0.5222222222222223
MSC06,MSC02,semantic,0.8049999999999999
MSC06,MSC02,motor,0.7499999999999999
MSC06,MSC02,mem,0.925
MSC06,MSC03,glass,0.5055555555555555
MSC06,MSC03,semantic,0.9099999999999999
MSC06,MSC03,motor,0.7449999999999999
MSC06,MSC03,mem,0.745
MSC06,MSC04,glass,0.5833333333333334
MSC06,MSC04,semantic,0.7700000000000001
MSC06,MSC04,motor,0.79
MSC06,MSC04,mem,0.9400000000000001
MSC06,MSC05,glass,0.5944444444444446
MSC06,MSC05,semantic,0.8200000000000001
MSC06,MSC05,motor,0.99
MSC06,MSC05,mem,0.97
MSC06,MSC07,glass,0.6277777777777778
MSC06,MSC07,semantic,0.72
MSC06,MSC07,motor,0.6900000000000001
MSC06,MSC07,mem,0.575
MSC06,MSC10,glass,0.6222222222222221
MSC06,MSC10,semantic,0.8300000000000001
MSC06,MSC10,motor,0.735
MSC06,MSC10,mem,0.755
MSC07,MSC01,glass,0.545
MSC07,MSC01,semantic,0.6199999999999999
MSC07,MSC01,motor,0.53
MSC07,MSC01,mem,0.985
MSC07,MSC02,glass,0.5449999999999999
MSC07,MSC02,semantic,0.6199999999999999
MSC07,MSC02,motor,0.5999999999999999
MSC07,MSC02,mem,0.7999999999999999
MSC07,MSC03,glass,0.5
MSC07,MSC03,semantic,0.505
MSC07,MSC03,motor,0.6950000000000001
MSC07,MSC03,mem,0.7499999999999999
MSC07,MSC04,glass,0.5
MSC07,MSC04,semantic,0.6500000000000001
MSC07,MSC04,motor,0.7049999999999998
MSC07,MSC04,mem,0.9600000000000002
MSC07,MSC05,glass,0.5
MSC07,MSC05,semantic,0.505
MSC07,MSC05,motor,0.6
MSC07,MSC05,mem,0.8799999999999999
MSC07,MSC06,glass,0.5
MSC07,MSC06,semantic,0.5499999999999999
MSC07,MSC06,motor,0.6900000000000001
MSC07,MSC06,mem,0.9700000000000001
MSC07,MSC10,glass,0.5199999999999999
MSC07,MSC10,semantic,0.5
MSC07,MSC10,motor,0.7450000000000001
MSC07,MSC10,mem,0.9349999999999999
MSC10,MSC01,glass,0.885
MSC10,MSC01,semantic,0.925
MSC10,MSC01,motor,0.93
MSC10,MSC01,mem,0.8399999999999999
MSC10,MSC02,glass,0.5849999999999999
MSC10,MSC02,semantic,0.6300000000000001
MSC10,MSC02,motor,0.7
MSC10,MSC02,mem,0.945
MSC10,MSC03,glass,0.5199999999999999
MSC10,MSC03,semantic,0.76
MSC10,MSC03,motor,0.8800000000000001
MSC10,MSC03,mem,0.89
MSC10,MSC04,glass,0.8099999999999999
MSC10,MSC04,semantic,0.8549999999999999
MSC10,MSC04,motor,0.8600000000000001
MSC10,MSC04,mem,0.95
MSC10,MSC05,glass,0.575
MSC10,MSC05,semantic,0.6449999999999999
MSC10,MSC05,motor,0.725
MSC10,MSC05,mem,0.945
MSC10,MSC06,glass,0.5777777777777777
MSC10,MSC06,semantic,0.5549999999999999
