train_sub,test_sub,task,acc
MSC01,MSC02,glass,0.7000000000000001
MSC01,MSC02,semantic,0.8799999999999999
MSC01,MSC02,motor,0.93
MSC01,MSC02,mem,0.605
MSC01,MSC03,glass,0.6
MSC01,MSC03,semantic,0.8149999999999998
MSC01,MSC03,motor,0.86
MSC01,MSC03,mem,0.6900000000000002
MSC01,MSC04,glass,0.7249999999999999
MSC01,MSC04,semantic,0.8049999999999999
MSC01,MSC04,motor,0.9949999999999999
MSC01,MSC04,mem,0.8949999999999999
MSC01,MSC05,glass,0.6500000000000001
MSC01,MSC05,semantic,0.725
MSC01,MSC05,motor,0.9400000000000001
MSC01,MSC05,mem,0.9350000000000002
MSC01,MSC06,glass,0.5111111111111111
MSC01,MSC06,semantic,0.5549999999999999
MSC01,MSC06,motor,0.8800000000000001
MSC01,MSC06,mem,0.9549999999999998
MSC01,MSC07,glass,0.95
MSC01,MSC07,semantic,0.99
MSC01,MSC07,motor,0.925
MSC01,MSC07,mem,0.5899999999999999
MSC01,MSC10,glass,0.54
MSC01,MSC10,semantic,0.665
MSC01,MSC10,motor,0.9349999999999999
MSC01,MSC10,mem,0.8699999999999999
MSC02,MSC01,glass,0.5149999999999999
MSC02,MSC01,semantic,0.5549999999999999
MSC02,MSC01,motor,0.5
MSC02,MSC01,mem,0.9250000000000002
MSC02,MSC03,glass,0.5549999999999999
MSC02,MSC03,semantic,0.515
MSC02,MSC03,motor,0.71
MSC02,MSC03,mem,0.77
MSC02,MSC04,glass,0.52
MSC02,MSC04,semantic,0.515
MSC02,MSC04,motor,0.68
MSC02,MSC04,mem,0.89
MSC02,MSC05,glass,0.5149999999999999
MSC02,MSC05,semantic,0.5
MSC02,MSC05,motor,0.57
MSC02,MSC05,mem,0.805
MSC02,MSC06,glass,0.5111111111111111
MSC02,MSC06,semantic,0.615
MSC02,MSC06,motor,0.6049999999999999
MSC02,MSC06,mem,0.945
MSC02,MSC07,glass,0.67
MSC02,MSC07,semantic,0.6700000000000002
MSC02,MSC07,motor,0.55
MSC02,MSC07,mem,0.9
MSC02,MSC10,glass,0.5
MSC02,MSC10,semantic,0.5449999999999999
MSC02,MSC10,motor,0.5
MSC02,MSC10,mem,0.9649999999999999
MSC03,MSC01,glass,0.5
MSC03,MSC01,semantic,0.5
MSC03,MSC01,motor,0.82
MSC03,MSC01,mem,0.5
MSC03,MSC02,glass,0.58
MSC03,MSC02,semantic,0.595
MSC03,MSC02,motor,0.9649999999999999
MSC03,MSC02,mem,0.5799999999999998
MSC03,MSC04,glass,0.5349999999999999
MSC03,MSC04,semantic,0.5
MSC03,MSC04,motor,0.9400000000000001
MSC03,MSC04,mem,0.8699999999999999
MSC03,MSC05,glass,0.58
MSC03,MSC05,semantic,0.5349999999999999
MSC03,MSC05,motor,0.9200000000000002
MSC03,MSC05,mem,0.86
MSC03,MSC06,glass,0.5722222222222222
MSC03,MSC06,semantic,0.5
MSC03,MSC06,motor,0.8850000000000001
MSC03,MSC06,mem,0.8599999999999998
MSC03,MSC07,glass,0.5799999999999998
MSC03,MSC07,semantic,0.5
MSC03,MSC07,motor,0.845
MSC03,MSC07,mem,0.905
MSC03,MSC10,glass,0.5
MSC03,MSC10,semantic,0.505
MSC03,MSC10,motor,0.7899999999999999
MSC03,MSC10,mem,0.915
MSC04,MSC01,glass,0.72
MSC04,MSC01,semantic,0.735
MSC04,MSC01,motor,0.97
MSC04,MSC01,mem,1.0
MSC04,MSC02,glass,0.6650000000000001
MSC04,MSC02,semantic,0.8450000000000001
MSC04,MSC02,motor,0.95
MSC04,MSC02,mem,0.9100000000000001
MSC04,MSC03,glass,0.72
MSC04,MSC03,semantic,0.7999999999999999
MSC04,MSC03,motor,0.99
MSC04,MSC03,mem,0.825
MSC04,MSC05,glass,0.57
MSC04,MSC05,semantic,0.505
MSC04,MSC05,motor,0.9399999999999998
MSC04,MSC05,mem,0.9450000000000001
MSC04,MSC06,glass,0.7777777777777778
MSC04,MSC06,semantic,0.6100000000000001
MSC04,MSC06,motor,0.945
MSC04,MSC06,mem,1.0
MSC04,MSC07,glass,0.7000000000000001
MSC04,MSC07,semantic,0.8099999999999998
MSC04,MSC07,motor,0.945
MSC04,MSC07,mem,0.78
MSC04,MSC10,glass,0.7300000000000001
MSC04,MSC10,semantic,0.67
MSC04,MSC10,motor,0.945
MSC04,MSC10,mem,0.9000000000000001
MSC05,MSC01,glass,0.5
MSC05,MSC01,semantic,0.77
MSC05,MSC01,motor,0.625
MSC05,MSC01,mem,0.975
MSC05,MSC02,glass,0.61
MSC05,MSC02,semantic,0.78
MSC05,MSC02,motor,0.9000000000000001
MSC05,MSC02,mem,0.74
MSC05,MSC03,glass,0.5999999999999999
MSC05,MSC03,semantic,0.8950000000000001
MSC05,MSC03,motor,0.8399999999999999
MSC05,MSC03,mem,0.89
MSC05,MSC04,glass,0.5
MSC05,MSC04,semantic,0.605
