train_task,test_task,train_sub,test_sub,acc,spec,sen
mem,glass,MSC02,MSC06,0.6833333333333333,0.8444444444444444,0.5222222222222223
mem,semantic,MSC02,MSC06,0.6399999999999999,0.86,0.42000000000000004
mem,motor,MSC02,MSC06,0.5444444444444445,0.8444444444444444,0.24444444444444446
glass,semantic,MSC02,MSC07,0.5,0.0,1.0
glass,motor,MSC02,MSC07,0.47777777777777786,0.0,0.9555555555555557
glass,mem,MSC02,MSC07,0.5,0.0,1.0
semantic,glass,MSC02,MSC07,0.6049999999999999,0.20999999999999996,1.0
semantic,motor,MSC02,MSC07,0.4611111111111111,0.14444444444444446,0.7777777777777778
semantic,mem,MSC02,MSC07,0.525,0.20999999999999996,0.8399999999999999
motor,glass,MSC02,MSC07,0.47000000000000003,0.8,0.13999999999999999
motor,semantic,MSC02,MSC07,0.4200000000000001,0.8,0.04
motor,mem,MSC02,MSC07,0.49499999999999994,0.8,0.19000000000000003
mem,glass,MSC02,MSC07,0.59,0.54,0.64
mem,semantic,MSC02,MSC07,0.6,0.54,0.66
mem,motor,MSC02,MSC07,0.4722222222222223,0.4888888888888888,0.4555555555555556
glass,semantic,MSC02,MSC10,0.565,0.13000000000000003,1.0
glass,motor,MSC02,MSC10,0.565,0.13000000000000003,1.0
glass,mem,MSC02,MSC10,0.515,0.13000000000000003,0.9000000000000001
semantic,glass,MSC02,MSC10,0.4800000000000001,0.35,0.61
semantic,motor,MSC02,MSC10,0.5199999999999999,0.35,0.69
semantic,mem,MSC02,MSC10,0.38,0.35,0.41
motor,glass,MSC02,MSC10,0.665,0.86,0.4699999999999999
motor,semantic,MSC02,MSC10,0.63,0.86,0.4
motor,mem,MSC02,MSC10,0.65,0.86,0.44000000000000006
mem,glass,MSC02,MSC10,0.58,0.68,0.48
mem,semantic,MSC02,MSC10,0.6799999999999999,0.68,0.6799999999999999
mem,motor,MSC02,MSC10,0.625,0.68,0.5700000000000001
glass,semantic,MSC03,MSC01,0.6050000000000001,0.74,0.4699999999999999
glass,motor,MSC03,MSC01,0.6100000000000001,0.74,0.48
glass,mem,MSC03,MSC01,0.59,0.74,0.44000000000000006
semantic,glass,MSC03,MSC01,0.6150000000000001,0.7,0.53
semantic,motor,MSC03,MSC01,0.715,0.7,0.73
semantic,mem,MSC03,MSC01,0.6100000000000001,0.7,0.5199999999999999
motor,glass,MSC03,MSC01,0.41,0.4999999999999999,0.31999999999999995
motor,semantic,MSC03,MSC01,0.425,0.4999999999999999,0.35
motor,mem,MSC03,MSC01,0.595,0.4999999999999999,0.6900000000000001
mem,glass,MSC03,MSC01,0.49375,0.9249999999999999,0.0625
mem,semantic,MSC03,MSC01,0.46249999999999997,0.9249999999999999,0.0
mem,motor,MSC03,MSC01,0.51875,0.9249999999999999,0.11249999999999999
glass,semantic,MSC03,MSC02,0.51,0.06,0.96
glass,motor,MSC03,MSC02,0.515,0.06,0.97
glass,mem,MSC03,MSC02,0.47000000000000003,0.06,0.8800000000000001
semantic,glass,MSC03,MSC02,0.665,0.37,0.96
semantic,motor,MSC03,MSC02,0.6200000000000001,0.37,0.8700000000000001
semantic,mem,MSC03,MSC02,0.61,0.37,0.8500000000000002
motor,glass,MSC03,MSC02,0.575,0.36,0.7900000000000001
motor,semantic,MSC03,MSC02,0.6749999999999999,0.36,0.99
motor,mem,MSC03,MSC02,0.6100000000000001,0.36,0.8600000000000001
mem,glass,MSC03,MSC02,0.46875,0.8375,0.09999999999999999
mem,semantic,MSC03,MSC02,0.6062500000000001,0.8375,0.375
mem,motor,MSC03,MSC02,0.55625,0.8375,0.2750000000000001
glass,semantic,MSC03,MSC04,0.6100000000000001,0.5199999999999999,0.7
glass,motor,MSC03,MSC04,0.605,0.5199999999999999,0.69
glass,mem,MSC03,MSC04,0.565,0.5199999999999999,0.6100000000000001
semantic,glass,MSC03,MSC04,0.7250000000000001,0.79,0.6599999999999999
semantic,motor,MSC03,MSC04,0.7050000000000001,0.79,0.6199999999999999
semantic,mem,MSC03,MSC04,0.6549999999999999,0.79,0.52
motor,glass,MSC03,MSC04,0.6799999999999999,0.47000000000000003,0.89
motor,semantic,MSC03,MSC04,0.63,0.47000000000000003,0.7899999999999999
motor,mem,MSC03,MSC04,0.595,0.47000000000000003,0.72
mem,glass,MSC03,MSC04,0.49375,0.9625000000000001,0.025
mem,semantic,MSC03,MSC04,0.55625,0.9625000000000001,0.15
mem,motor,MSC03,MSC04,0.5375,0.9625000000000001,0.1125
glass,semantic,MSC03,MSC05,0.74,0.5,0.9800000000000001
glass,motor,MSC03,MSC05,0.7,0.5,0.9000000000000001
glass,mem,MSC03,MSC05,0.71,0.5,0.9199999999999999
semantic,glass,MSC03,MSC05,0.8299999999999998,0.7000000000000001,0.96
semantic,motor,MSC03,MSC05,0.7949999999999999,0.7000000000000001,0.89
semantic,mem,MSC03,MSC05,0.8249999999999998,0.7000000000000001,0.95
motor,glass,MSC03,MSC05,0.7000000000000001,0.5299999999999999,0.8700000000000001
motor,semantic,MSC03,MSC05,0.73,0.5299999999999999,0.93
motor,mem,MSC03,MSC05,0.615,0.5299999999999999,0.7
mem,glass,MSC03,MSC05,0.46875000000000006,0.8375,0.1
mem,semantic,MSC03,MSC05,0.53125,0.8375,0.22500000000000003
mem,motor,MSC03,MSC05,0.51875,0.8375,0.19999999999999998
glass,semantic,MSC03,MSC06,0.41000000000000003,0.29000000000000004,0.53
glass,motor,MSC03,MSC06,0.5833333333333333,0.32222222222222224,0.8444444444444443
glass,mem,MSC03,MSC06,0.61,0.29000000000000004,0.93
semantic,glass,MSC03,MSC06,0.8833333333333335,0.8777777777777779,0.888888888888889
semantic,motor,MSC03,MSC06,0.6944444444444444,0.8777777777777779,0.5111111111111111
semantic,mem,MSC03,MSC06,0.6950000000000001,0.7899999999999999,0.5999999999999999
motor,glass,MSC03,MSC06,0.6777777777777778,0.5333333333333334,0.8222222222222223
motor,semantic,MSC03,MSC06,0.44499999999999995,0.48,0.41
motor,mem,MSC03,MSC06,0.595,0.48,0.71
mem,glass,MSC03,MSC06,0.5347222222222222,0.9861111111111112,0.08333333333333334
mem,semantic,MSC03,MSC06,0.45,0.9,0.0
mem,motor,MSC03,MSC06,0.5833333333333333,0.9861111111111112,0.18055555555555558
glass,semantic,MSC03,MSC07,0.51,0.10999999999999999,0.9099999999999999
glass,motor,MSC03,MSC07,0.34444444444444444,0.12222222222222223,0.5666666666666667
glass,mem,MSC03,MSC07,0.43499999999999994,0.10999999999999999,0.7600000000000001
semantic,glass,MSC03,MSC07,0.7350000000000001,0.4699999999999999,1.0
semantic,motor,MSC03,MSC07,0.5,0.4444444444444445,0.5555555555555556
semantic,mem,MSC03,MSC07,0.65,0.4699999999999999,0.8300000000000001
motor,glass,MSC03,MSC07,0.51,0.6299999999999999,0.39
motor,semantic,MSC03,MSC07,0.555,0.6299999999999999,0.48
motor,mem,MSC03,MSC07,0.5999999999999999,0.6299999999999999,0.5700000000000001
mem,glass,MSC03,MSC07,0.55625,0.9875,0.125
mem,semantic,MSC03,MSC07,0.5375,0.9875,0.0875
mem,motor,MSC03,MSC07,0.6111111111111112,0.9861111111111112,0.23611111111111108
glass,semantic,MSC03,MSC10,0.37,0.26,0.48
glass,motor,MSC03,MSC10,0.41500000000000004,0.26,0.5699999999999998
glass,mem,MSC03,MSC10,0.33,0.26,0.4
semantic,glass,MSC03,MSC10,0.5399999999999999,0.55,0.53
semantic,motor,MSC03,MSC10,0.51,0.55,0.4700000000000001
semantic,mem,MSC03,MSC10,0.43000000000000005,0.55,0.31
motor,glass,MSC03,MSC10,0.5549999999999999,0.51,0.6000000000000001
motor,semantic,MSC03,MSC10,0.44000000000000006,0.51,0.37
motor,mem,MSC03,MSC10,0.505,0.51,0.5
mem,glass,MSC03,MSC10,0.6562499999999999,0.975,0.3375
mem,semantic,MSC03,MSC10,0.6,0.975,0.225
mem,motor,MSC03,MSC10,0.6625000000000001,0.975,0.35
glass,semantic,MSC04,MSC01,0.51,0.02,1.0
glass,motor,MSC04,MSC01,0.51,0.02,1.0
glass,mem,MSC04,MSC01,0.51,0.02,1.0
semantic,glass,MSC04,MSC01,0.6349999999999999,0.27,1.0
semantic,motor,MSC04,MSC01,0.6349999999999999,0.27,1.0
semantic,mem,MSC04,MSC01,0.58,0.27,0.89
motor,glass,MSC04,MSC01,0.6249999999999999,0.25000000000000006,1.0
motor,semantic,MSC04,MSC01,0.6249999999999999,0.25000000000000006,1.0
motor,mem,MSC04,MSC01,0.5849999999999999,0.25000000000000006,0.9200000000000002
mem,glass,MSC04,MSC01,0.51,1.0,0.02
mem,semantic,MSC04,MSC01,0.53,1.0,0.06
mem,motor,MSC04,MSC01,0.505,1.0,0.01
glass,semantic,MSC04,MSC02,0.64,0.27999999999999997,1.0
glass,motor,MSC04,MSC02,0.64,0.27999999999999997,1.0
glass,mem,MSC04,MSC02,0.64,0.27999999999999997,1.0
semantic,glass,MSC04,MSC02,0.7899999999999999,0.6199999999999999,0.96
semantic,motor,MSC04,MSC02,0.6850000000000002,0.6199999999999999,0.75
semantic,mem,MSC04,MSC02,0.74,0.6199999999999999,0.8600000000000001
motor,glass,MSC04,MSC02,0.5799999999999998,0.16999999999999998,0.99
motor,semantic,MSC04,MSC02,0.585,0.16999999999999998,1.0
motor,mem,MSC04,MSC02,0.5549999999999999,0.16999999999999998,0.9400000000000001
mem,glass,MSC04,MSC02,0.5,1.0,0.0
mem,semantic,MSC04,MSC02,0.5599999999999999,1.0,0.12000000000000002
mem,motor,MSC04,MSC02,0.5,1.0,0.0
glass,semantic,MSC04,MSC03,0.51,0.02,1.0
glass,motor,MSC04,MSC03,0.505,0.02,0.99
glass,mem,MSC04,MSC03,0.5125,0.025,1.0
semantic,glass,MSC04,MSC03,0.51,0.14000000000000004,0.8800000000000001
semantic,motor,MSC04,MSC03,0.535,0.14000000000000004,0.93
semantic,mem,MSC04,MSC03,0.55625,0.15,0.9625
motor,glass,MSC04,MSC03,0.5199999999999999,0.04,1.0
motor,semantic,MSC04,MSC03,0.5199999999999999,0.04,1.0
motor,mem,MSC04,MSC03,0.4875,0.05,0.925
mem,glass,MSC04,MSC03,0.49000000000000005,0.97,0.01
mem,semantic,MSC04,MSC03,0.615,0.97,0.25999999999999995
mem,motor,MSC04,MSC03,0.545,0.97,0.12000000000000002
glass,semantic,MSC04,MSC05,0.63,0.26,1.0
glass,motor,MSC04,MSC05,0.6099999999999999,0.26,0.96
glass,mem,MSC04,MSC05,0.63,0.26,1.0
semantic,glass,MSC04,MSC05,0.7849999999999999,0.75,0.8200000000000001
semantic,motor,MSC04,MSC05,0.675,0.75,0.6
semantic,mem,MSC04,MSC05,0.8049999999999999,0.75,0.8600000000000001
motor,glass,MSC04,MSC05,0.7500000000000001,0.5,1.0
motor,semantic,MSC04,MSC05,0.7500000000000001,0.5,1.0
motor,mem,MSC04,MSC05,0.6849999999999999,0.5,0.8699999999999999
mem,glass,MSC04,MSC05,0.5,1.0,0.0
mem,semantic,MSC04,MSC05,0.505,1.0,0.01
mem,motor,MSC04,MSC05,0.505,1.0,0.01
glass,semantic,MSC04,MSC06,0.57,0.14,1.0
glass,motor,MSC04,MSC06,0.5722222222222222,0.15555555555555559,0.9888888888888889
glass,mem,MSC04,MSC06,0.57,0.14,1.0
semantic,glass,MSC04,MSC06,0.6666666666666667,0.34444444444444444,0.9888888888888889
semantic,motor,MSC04,MSC06,0.6444444444444444,0.34444444444444444,0.9444444444444444
semantic,mem,MSC04,MSC06,0.64,0.41,0.8700000000000001
motor,glass,MSC04,MSC06,0.6166666666666668,0.24444444444444446,0.9888888888888889
motor,semantic,MSC04,MSC06,0.6450000000000001,0.29999999999999993,0.99
motor,mem,MSC04,MSC06,0.59,0.29999999999999993,0.8800000000000001
mem,glass,MSC04,MSC06,0.5555555555555556,1.0,0.11111111111111112
mem,semantic,MSC04,MSC06,0.52,1.0,0.04
mem,motor,MSC04,MSC06,0.6,1.0,0.2
glass,semantic,MSC04,MSC07,0.5,0.0,1.0
glass,motor,MSC04,MSC07,0.5,0.0,1.0
glass,mem,MSC04,MSC07,0.5,0.0,1.0
semantic,glass,MSC04,MSC07,0.5549999999999999,0.11000000000000001,1.0
semantic,motor,MSC04,MSC07,0.5388888888888889,0.10000000000000002,0.9777777777777779
semantic,mem,MSC04,MSC07,0.53,0.11000000000000001,0.9500000000000002
motor,glass,MSC04,MSC07,0.615,0.23000000000000004,1.0
motor,semantic,MSC04,MSC07,0.615,0.23000000000000004,1.0
motor,mem,MSC04,MSC07,0.57,0.23000000000000004,0.9100000000000001
mem,glass,MSC04,MSC07,0.535,0.9,0.17
mem,semantic,MSC04,MSC07,0.615,0.9,0.33
mem,motor,MSC04,MSC07,0.5111111111111112,0.888888888888889,0.13333333333333336
glass,semantic,MSC04,MSC10,0.575,0.15000000000000002,1.0
glass,motor,MSC04,MSC10,0.575,0.15000000000000002,1.0
glass,mem,MSC04,MSC10,0.575,0.15000000000000002,1.0
semantic,glass,MSC04,MSC10,0.6049999999999999,0.21000000000000002,1.0
semantic,motor,MSC04,MSC10,0.5999999999999999,0.21000000000000002,0.99
semantic,mem,MSC04,MSC10,0.5999999999999999,0.21000000000000002,0.99
motor,glass,MSC04,MSC10,0.64,0.31999999999999995,0.9600000000000002
motor,semantic,MSC04,MSC10,0.6500000000000001,0.31999999999999995,0.9800000000000001
motor,mem,MSC04,MSC10,0.6399999999999999,0.31999999999999995,0.9600000000000002
mem,glass,MSC04,MSC10,0.5800000000000001,0.95,0.21000000000000002
mem,semantic,MSC04,MSC10,0.6049999999999999,0.95,0.26000000000000006
mem,motor,MSC04,MSC10,0.5549999999999999,0.95,0.15999999999999998
glass,semantic,MSC05,MSC01,0.595,0.26,0.9300000000000003
glass,motor,MSC05,MSC01,0.5349999999999999,0.26,0.8099999999999999
glass,mem,MSC05,MSC01,0.575,0.26,0.8899999999999999
semantic,glass,MSC05,MSC01,0.57,0.14,1.0
semantic,motor,MSC05,MSC01,0.57,0.14,1.0
semantic,mem,MSC05,MSC01,0.57,0.14,1.0
motor,glass,MSC05,MSC01,0.645,0.5000000000000001,0.79
motor,semantic,MSC05,MSC01,0.65,0.5000000000000001,0.8000000000000002
motor,mem,MSC05,MSC01,0.7,0.5000000000000001,0.9000000000000001
mem,glass,MSC05,MSC01,0.655,0.36,0.95
mem,semantic,MSC05,MSC01,0.68,0.36,1.0
mem,motor,MSC05,MSC01,0.625,0.36,0.8900000000000002
glass,semantic,MSC05,MSC02,0.505,0.01,1.0
glass,motor,MSC05,MSC02,0.505,0.01,1.0
glass,mem,MSC05,MSC02,0.505,0.01,1.0
semantic,glass,MSC05,MSC02,0.5,0.0,1.0
semantic,motor,MSC05,MSC02,0.5,0.0,1.0
semantic,mem,MSC05,MSC02,0.5,0.0,1.0
motor,glass,MSC05,MSC02,0.57,0.15,0.99
motor,semantic,MSC05,MSC02,0.575,0.15,1.0
motor,mem,MSC05,MSC02,0.5599999999999999,0.15,0.9700000000000001
mem,glass,MSC05,MSC02,0.7799999999999999,0.56,1.0
mem,semantic,MSC05,MSC02,0.7699999999999998,0.56,0.9800000000000001
mem,motor,MSC05,MSC02,0.7100000000000001,0.56,0.8600000000000001
glass,semantic,MSC05,MSC03,0.595,0.19,1.0
glass,motor,MSC05,MSC03,0.55,0.19,0.9100000000000001
glass,mem,MSC05,MSC03,0.6125,0.2375,0.9875
semantic,glass,MSC05,MSC03,0.53,0.06,1.0
semantic,motor,MSC05,MSC03,0.53,0.06,1.0
semantic,mem,MSC05,MSC03,0.5375,0.075,1.0
motor,glass,MSC05,MSC03,0.7549999999999999,0.54,0.9700000000000001
motor,semantic,MSC05,MSC03,0.74,0.54,0.9400000000000001
motor,mem,MSC05,MSC03,0.68125,0.575,0.7875
mem,glass,MSC05,MSC03,0.75,0.6,0.9
mem,semantic,MSC05,MSC03,0.7999999999999999,0.6,1.0
mem,motor,MSC05,MSC03,0.675,0.6,0.7499999999999999
glass,semantic,MSC05,MSC04,0.67,0.44000000000000006,0.9
glass,motor,MSC05,MSC04,0.635,0.44000000000000006,0.8300000000000001
glass,mem,MSC05,MSC04,0.6100000000000001,0.44000000000000006,0.7799999999999999
semantic,glass,MSC05,MSC04,0.645,0.29,1.0
semantic,motor,MSC05,MSC04,0.645,0.29,1.0
semantic,mem,MSC05,MSC04,0.58,0.29,0.8700000000000001
motor,glass,MSC05,MSC04,0.8299999999999998,0.8200000000000001,0.8400000000000001
motor,semantic,MSC05,MSC04,0.6900000000000001,0.8200000000000001,0.5599999999999999
motor,mem,MSC05,MSC04,0.7449999999999999,0.8200000000000001,0.6699999999999999
mem,glass,MSC05,MSC04,0.8699999999999999,0.93,0.8099999999999999
mem,semantic,MSC05,MSC04,0.875,0.93,0.8200000000000001
mem,motor,MSC05,MSC04,0.66,0.93,0.38999999999999996
glass,semantic,MSC05,MSC06,0.595,0.25,0.9400000000000001
glass,motor,MSC05,MSC06,0.6333333333333335,0.2777777777777778,0.9888888888888889
glass,mem,MSC05,MSC06,0.58,0.25,0.9100000000000001
semantic,glass,MSC05,MSC06,0.5944444444444443,0.18888888888888894,1.0
semantic,motor,MSC05,MSC06,0.5944444444444443,0.18888888888888894,1.0
semantic,mem,MSC05,MSC06,0.62,0.24000000000000005,1.0
motor,glass,MSC05,MSC06,0.6666666666666667,0.4666666666666666,0.8666666666666668
motor,semantic,MSC05,MSC06,0.595,0.41999999999999993,0.77
motor,mem,MSC05,MSC06,0.65,0.41999999999999993,0.8800000000000001
mem,glass,MSC05,MSC06,0.711111111111111,0.5444444444444445,0.8777777777777779
