task,diff
motor,0.032678571428571446
semantic,-0.01999999999999999
glass,-0.03035714285714284
mem,0.011607142857142858
motor,-0.017499999999999998
semantic,0.002678571428571429
glass,0.011676587301587297
mem,0.04633928571428574
motor,0.010892857142857143
semantic,0.004642857142857135
glass,-0.00593253968253967
mem,0.026160714285714294
motor,-0.0038392857142857096
semantic,0.021071428571428567
glass,0.01031746031746032
mem,-0.018035714285714276
motor,-0.038214285714285715
semantic,-0.011607142857142847
glass,0.012837301587301578
mem,-0.011339285714285722
motor,-0.01758928571428572
semantic,0.011696428571428571
glass,-0.05372023809523809
mem,0.01125
motor,-0.013482142857142871
semantic,0.008928571428571437
glass,-0.008849206349206348
mem,0.05035714285714288
motor,0.04366071428571431
semantic,-0.012499999999999995
glass,-0.03862103174603174
mem,-0.023125
motor,-0.004196428571428579
semantic,-0.03428571428571428
glass,0.011240079365079356
mem,0.006250000000000004
motor,-0.046339285714285694
semantic,-0.005535714285714289
glass,0.05603174603174604
mem,0.021160714285714293
motor,-0.013392857142857139
semantic,0.009553571428571427
glass,0.03343253968253968
mem,-0.006874999999999991
motor,-0.014017857142857148
semantic,0.0008928571428571387
glass,-0.023680555555555555
mem,-0.024196428571428574
motor,-0.0027678571428571513
semantic,0.04696428571428568
glass,-0.02823412698412699
mem,-0.017232142857142852
motor,0.03901785714285717
semantic,0.02366071428571428
glass,-0.016567460317460318
mem,-0.009732142857142847
motor,0.03669642857142857
semantic,-0.025892857142857145
glass,0.009801587301587308
mem,-0.004910714285714282
motor,0.0026785714285714334
semantic,-0.041250000000000016
glass,-0.014325396825396812
mem,0.0010714285714285734
motor,0.03642857142857144
semantic,0.01598214285714286
glass,0.00623015873015873
mem,0.015892857142857143
motor,0.021160714285714293
semantic,-0.02508928571428572
glass,0.012371031746031741
mem,0.008571428571428568
motor,-0.01892857142857145
semantic,-0.013839285714285698
glass,-0.04186507936507934
mem,-0.0332142857142857
motor,-0.01517857142857142
semantic,0.001964285714285724
glass,0.010525793650793638
mem,0.0017857142857142863
motor,-0.008928571428571426
semantic,0.006517857142857151
glass,0.011121031746031752
mem,0.04053571428571429
motor,0.03366071428571428
semantic,0.015178571428571444
glass,-0.004454365079365078
mem,-0.0047321428571428575
motor,0.03482142857142858
semantic,-0.0006249999999999886
glass,-0.012728174603174608
mem,0.034285714285714294
motor,0.001696428571428576
semantic,0.08660714285714284
glass,0.022837301587301583
mem,0.05169642857142857
motor,-0.001517857142857161
semantic,-0.003214285714285718
glass,0.036785714285714276
mem,-0.009553571428571439
motor,-0.026071428571428558
semantic,0.022053571428571422
glass,-0.019444444444444434
mem,0.030535714285714298
motor,0.020357142857142848
semantic,-0.010714285714285707
glass,-0.008154761904761911
mem,0.008749999999999989
motor,-0.00866071428571429
semantic,0.01205357142857144
glass,-0.023412698412698423
mem,-0.009464285714285703
motor,-0.04669642857142857
semantic,0.014553571428571424
glass,0.029751984126984123
mem,-0.0105357142857143
motor,-0.013214285714285724
semantic,-0.013392857142857139
glass,0.008204365079365077
mem,0.00866071428571428
motor,0.009642857142857137
semantic,0.023035714285714295
glass,-0.006557539682539685
mem,0.013303571428571432
motor,0.011250000000000001
semantic,0.0025892857142857007
glass,-0.017450396825396817
mem,-0.0023214285714285854
motor,0.006160714285714282
semantic,-0.03875
glass,-0.002579365079365075
mem,0.039464285714285736
motor,-0.034910714285714274
semantic,0.020892857142857147
glass,-0.008035714285714281
mem,0.030714285714285732
motor,-0.045892857142857145
semantic,0.02089285714285714
glass,-0.054503968253968256
mem,0.040892857142857134
motor,-0.02232142857142858
semantic,-0.008125000000000004
glass,-0.008214285714285714
mem,-0.026428571428571437
motor,0.016517857142857136
semantic,0.01553571428571429
glass,-0.03118055555555557
mem,-0.0013392857142857176
motor,-0.02651785714285713
semantic,0.006249999999999983
glass,0.010079365079365077
mem,-0.008124999999999983
motor,0.00866071428571428
semantic,-0.04169642857142856
glass,-0.038511904761904754
mem,0.021607142857142842
motor,-0.008035714285714281
semantic,-0.0020535714285714194
glass,0.016696428571428553
mem,-0.004910714285714292
motor,0.018035714285714287
semantic,-0.000982142857142865
glass,0.02403769841269841
mem,0.002678571428571436
motor,-0.01785714285714285
semantic,-0.004196428571428571
glass,0.05229166666666668
mem,0.02205357142857145
motor,-0.04883928571428572
semantic,-0.0049107142857142735
glass,0.025357142857142873
mem,-0.019464285714285722
motor,-0.006160714285714289
semantic,0.029553571428571426
glass,-0.006230158730158731
mem,0.017589285714285724
motor,-0.013749999999999981
semantic,-0.02482142857142858
glass,-0.04657738095238099
mem,0.014285714285714278
motor,-0.006964285714285721
semantic,0.015982142857142858
glass,-0.02450396825396825
mem,-0.009553571428571439
motor,-0.0070535714285714325
semantic,0.008303571428571436
glass,0.01864087301587302
mem,-0.007321428571428572
motor,0.026696428571428583
semantic,0.052589285714285734
glass,-0.03221230158730158
mem,0.0024107142857142977
motor,0.016428571428571424
semantic,-0.02660714285714285
glass,0.02415674603174604
mem,-0.0382142857142857
motor,-0.025000000000000005
semantic,0.012321428571428575
glass,0.04350198412698413
mem,0.016428571428571428
motor,0.013660714285714259
semantic,0.02723214285714285
glass,0.020109126984126997
mem,0.02223214285714285
motor,-0.03839285714285716
semantic,0.0011607142857142738
glass,-0.008323412698412686
mem,0.012321428571428572
motor,-0.0018749999999999908
semantic,-0.03062500000000001
glass,0.0026884920634920634
mem,0.00035714285714286636
motor,0.0405357142857143
semantic,0.010446428571428561
glass,0.03811507936507936
mem,0.047857142857142834
motor,-0.016785714285714275
semantic,-0.019017857142857142
glass,0.03007936507936507
mem,0.02321428571428571
motor,-0.02821428571428573
semantic,0.020357142857142862
glass,0.019097222222222213
mem,-0.01464285714285713
motor,-0.026696428571428572
semantic,0.01321428571428573
glass,0.01656746031746032
mem,-0.01946428571428572
motor,0.012767857142857152
semantic,0.038928571428571444
glass,-0.037371031746031735
mem,0.018392857142857152
motor,-0.029017857142857158
semantic,0.014732142857142857
glass,-0.010704365079365086
mem,-0.0038392857142857157
motor,0.01946428571428573
semantic,0.026875
glass,0.028333333333333346
mem,-0.0035714285714285965
motor,0.01883928571428572
semantic,0.04892857142857143
glass,-0.015456349206349213
mem,0.0015178571428571372
motor,-0.012946428571428569
semantic,-0.015267857142857147
glass,0.023085317460317455
mem,0.014553571428571438
motor,-0.002232142857142857
semantic,0.015000000000000012
glass,-0.022509920634920636
mem,0.0005357142857142673
motor,0.030892857142857128
semantic,-0.010446428571428567
glass,-0.012420634920634924
mem,0.01348214285714286
motor,-0.042499999999999996
semantic,-0.0027678571428571366
glass,0.00988095238095238
mem,0.014285714285714301
motor,0.005089285714285721
semantic,0.009374999999999998
glass,0.006617063492063493
mem,-0.006428571428571435
motor,0.0021428571428571508
semantic,0.031875
glass,-0.0009126984126984225
mem,0.020535714285714293
motor,-0.03812500000000001
semantic,0.010535714285714277
glass,-0.01753968253968254
mem,0.01651785714285716
motor,0.01964285714285713
semantic,-0.028928571428571435
glass,0.027936507936507947
mem,0.013750000000000004
motor,-0.035803571428571414
semantic,0.013928571428571426
glass,0.031130952380952374
mem,-0.03437500000000001
motor,-0.0006250000000000021
semantic,0.05607142857142857
glass,-0.05263888888888888
mem,0.03392857142857142
motor,-0.04401785714285716
semantic,-0.030982142857142854
glass,-0.005327380952380949
mem,0.04214285714285714
motor,-0.051428571428571414
semantic,0.01080357142857141
glass,0.02300595238095237
mem,0.028571428571428564
motor,0.03392857142857144
semantic,0.012232142857142855
glass,0.0055257936507936605
mem,0.005624999999999993
motor,-0.0018750000000000036
semantic,-0.04598214285714285
glass,0.005813492063492072
mem,0.02508928571428571
motor,0.013750000000000009
semantic,-0.028303571428571435
glass,0.003154761904761911
mem,0.0348214285714286
motor,-0.0045535714285714355
semantic,0.010535714285714273
glass,-0.007460317460317452
mem,-0.01258928571428571
motor,-0.030178571428571437
semantic,0.06660714285714284
glass,-0.011954365079365068
mem,-0.0063392857142857304
motor,-0.042767857142857135
semantic,-0.033125000000000016
glass,0.01630952380952382
mem,0.03294642857142858
motor,0.019374999999999993
semantic,-0.0004464285714285599
glass,-0.00813492063492063
mem,-0.034642857142857135
motor,0.0053571428571428615
semantic,0.0030357142857142952
glass,-0.02024801587301586
mem,-0.009107142857142845
motor,-0.01589285714285714
semantic,-0.02464285714285714
glass,0.02268849206349206
mem,0.02017857142857144
motor,0.039732142857142876
semantic,-0.016517857142857167
glass,0.01584325396825399
mem,0.008660714285714294
motor,-0.020892857142857147
semantic,0.02232142857142858
glass,0.04274801587301586
mem,0.006339285714285716
motor,-0.020446428571428577
semantic,-0.018839285714285718
glass,0.029444444444444433
mem,-0.018124999999999995
motor,0.045714285714285714
semantic,-0.0017857142857143013
glass,0.030992063492063494
mem,0.009017857142857157
motor,-0.025446428571428568
semantic,-0.0028571428571428576
glass,0.009821428571428563
mem,-0.015357142857142883
motor,0.026160714285714277
semantic,-0.005178571428571414
glass,0.02642857142857143
mem,0.05866071428571432
motor,-0.0076785714285714365
semantic,0.02678571428571429
glass,-0.02987103174603175
mem,-0.011785714285714293
motor,-0.00937500000000001
semantic,-0.005357142857142858
glass,0.005962301587301587
mem,-0.007142857142857147
motor,0.0025892857142857046
semantic,0.0074107142857142904
glass,-0.027073412698412704
mem,0.03741071428571429
motor,0.0057142857142857256
semantic,0.014553571428571426
glass,-0.020257936507936503
mem,-0.003125000000000019
motor,-0.005267857142857156
semantic,0.0067857142857142795
glass,0.039355158730158726
mem,0.023125
motor,-0.021428571428571432
semantic,0.029285714285714286
glass,0.008065476190476185
mem,0.013392857142857142
motor,-0.03232142857142855
semantic,0.005892857142857162
glass,0.006894841269841254
mem,0.027232142857142847
motor,0.00678571428571429
semantic,0.015267857142857137
glass,0.019186507936507963
mem,0.00669642857142857
motor,-0.013214285714285724
semantic,-0.0025892857142857076
glass,-0.04967261904761906
mem,-0.012589285714285728
motor,0.009732142857142868
semantic,-0.004285714285714284
glass,0.02036706349206349
mem,-0.019107142857142854
motor,-0.017767857142857137
semantic,-0.02303571428571428
glass,0.01718253968253968
mem,-0.008749999999999996
motor,0.021160714285714293
semantic,-0.025803571428571426
glass,0.010763888888888894
mem,-0.008035714285714302
motor,-0.011160714285714288
semantic,-0.024821428571428585
glass,0.018224206349206355
mem,-0.018571428571428565
motor,0.0048214285714285685
semantic,-0.026250000000000013
glass,-0.048670634920634934
mem,0.008303571428571422
motor,-0.03446428571428572
semantic,0.034375
glass,-0.01061507936507937
mem,-0.013125000000000006
motor,0.017499999999999995
semantic,-0.016964285714285706
glass,-0.005505952380952385
mem,-0.009821428571428568
motor,-0.014999999999999986
semantic,0.02428571428571428
glass,0.011041666666666667
mem,0.030982142857142823
motor,0.0074107142857142904
semantic,-0.031785714285714285
glass,-0.005674603174603177
mem,0.008035714285714294
motor,3.96508223080413e-18
semantic,0.007678571428571433
glass,0.014077380952380964
mem,0.012321428571428572
motor,-0.0004464285714285748
semantic,0.009821428571428573
glass,0.03534722222222221
mem,-0.019017857142857142
motor,-0.01678571428571429
semantic,-0.0015178571428571379
glass,-0.03258928571428571
mem,-0.009196428571428562
motor,0.020982142857142866
semantic,-0.00017857142857142377
glass,0.018333333333333344
mem,-0.03294642857142858
motor,0.0072321428571428545
semantic,0.012142857142857138
glass,0.03294642857142858
mem,-0.014999999999999994
motor,-0.022142857142857148
semantic,-0.024285714285714292
glass,-0.02554563492063492
mem,-0.011517857142857146
motor,-0.009910714285714292
semantic,-0.011874999999999993
glass,0.005843253968253974
mem,0.025982142857142867
motor,0.02044642857142858
semantic,0.01125000000000001
glass,0.004335317460317462
mem,-0.017499999999999995
motor,0.007142857142857139
semantic,0.018839285714285715
glass,-0.003869047619047636
mem,0.038928571428571423
motor,0.018660714285714277
semantic,-0.04544642857142856
glass,0.013353174603174601
mem,-0.0011607142857142938
motor,0.0014285714285714433
semantic,-0.017678571428571422
glass,-0.00022817460317460614
mem,-0.01392857142857143
motor,0.0038392857142857256
semantic,-0.018303571428571436
glass,-0.017549603174603183
mem,0.018928571428571454
motor,-0.05116071428571428
semantic,0.0011607142857142858
glass,0.017529761904761885
mem,-0.03214285714285715
motor,8.928571428570346e-05
semantic,0.012589285714285728
glass,0.03857142857142854
mem,-0.005089285714285722
motor,0.037589285714285714
semantic,-0.019374999999999993
glass,0.0011507936507936611
mem,0.01910714285714286
motor,-0.02205357142857143
semantic,0.005535714285714305
glass,-0.0032142857142857272
mem,-0.0374107142857143
motor,0.01580357142857142
semantic,0.011875000000000009
glass,0.007113095238095237
mem,6.938893903907228e-18
motor,-0.015357142857142844
semantic,0.01830357142857142
glass,0.00528769841269842
mem,-0.01339285714285714
motor,-0.025892857142857145
semantic,0.051428571428571414
glass,-0.009980158730158737
mem,0.0005357142857142862
motor,-0.005446428571428555
semantic,-0.004196428571428567
glass,-0.025347222222222226
mem,0.015625
motor,0.02053571428571429
semantic,-0.04035714285714287
glass,0.022162698412698415
mem,0.036071428571428574
motor,0.0124107142857143
semantic,-0.020446428571428567
glass,-0.014037698412698404
mem,-0.021607142857142856
motor,-0.04526785714285714
semantic,-0.03160714285714286
glass,0.007400793650793665
mem,-0.019910714285714306
motor,0.008571428571428574
semantic,0.026875000000000013
glass,-0.006984126984126977
mem,-0.022767857142857156
motor,-0.020267857142857146
semantic,0.010357142857142856
glass,-0.004722222222222231
mem,0.011428571428571413
motor,0.0157142857142857
semantic,0.035982142857142865
glass,-0.045277777777777785
mem,0.009464285714285715
motor,-0.026249999999999996
semantic,-0.0399107142857143
glass,0.00430555555555555
mem,0.003928571428571427
motor,-0.014196428571428566
semantic,0.029910714285714284
glass,0.005138888888888897
mem,-0.014196428571428563
motor,-0.015982142857142865
semantic,0.022678571428571444
glass,-0.022807539682539686
mem,-0.005892857142857151
motor,-0.027946428571428587
semantic,-0.004196428571428576
glass,-0.005297619047619056
mem,-0.04044642857142855
motor,-0.009821428571428575
semantic,-0.005982142857142867
glass,-0.037281746031746034
mem,0.03874999999999999
motor,0.021339285714285703
semantic,-0.03651785714285714
glass,0.0017658730158730065
mem,-0.019285714285714278
motor,-0.03535714285714285
semantic,0.012321428571428575
glass,0.006537698412698416
mem,0.010714285714285707
motor,0.0028571428571428697
semantic,-0.00776785714285714
glass,0.031061507936507932
mem,-0.0035714285714285796
motor,-0.01705357142857142
semantic,0.0017857142857142774
glass,-0.0035515873015872996
mem,-0.002946428571428563
motor,0.04821428571428572
semantic,-0.032232142857142855
glass,0.01777777777777777
mem,-0.015982142857142865
motor,0.05285714285714284
semantic,-0.02982142857142856
glass,-0.008085317460317463
mem,0.004464285714285721
motor,0.031071428571428566
semantic,0.024017857142857136
glass,0.01402777777777778
mem,-0.027589285714285705
motor,0.0029464285714285838
semantic,-0.0074107142857142835
glass,0.008144841269841252
mem,-0.0016964285714285699
motor,0.0017857142857142794
semantic,-0.025982142857142843
glass,-0.018422619047619042
mem,0.004464285714285692
motor,-0.02982142857142856
semantic,0.0049999999999999975
glass,0.00024801587301586867
mem,0.002500000000000001
motor,0.012946428571428577
semantic,0.00196428571428571
glass,-0.03547619047619048
mem,-0.011875000000000005
motor,-0.017053571428571432
semantic,-0.018214285714285707
glass,0.02979166666666666
mem,-0.01660714285714284
motor,-0.03633928571428573
semantic,-0.00446428571428571
glass,0.01370039682539681
mem,0.0030357142857142944
motor,-0.004017857142857144
semantic,-0.031160714285714288
glass,-0.018313492063492063
mem,0.03526785714285717
motor,-0.026785714285714277
semantic,0.03535714285714286
glass,-0.009146825396825407
mem,0.009464285714285706
motor,-0.026964285714285725
semantic,-0.00937499999999999
glass,0.0010317460317460353
mem,0.01732142857142857
motor,-0.007142857142857154
semantic,0.006071428571428562
glass,-0.003720238095238106
mem,0.01660714285714285
motor,0.02598214285714286
semantic,-0.005535714285714295
glass,0.01826388888888891
mem,0.014821428571428581
motor,0.014196428571428577
semantic,0.0023214285714285893
glass,0.043938492063492075
mem,-0.025357142857142856
motor,0.031874999999999994
semantic,0.009642857142857139
glass,0.01889880952380953
mem,-0.05616071428571431
motor,0.011696428571428571
semantic,0.0005357142857142921
glass,-0.010734126984126994
mem,0.021696428571428564
motor,0.04741071428571429
semantic,-0.012142857142857146
glass,0.0367361111111111
mem,-0.02508928571428574
motor,0.03258928571428572
semantic,-0.01580357142857142
glass,0.02384920634920635
mem,0.013660714285714285
motor,-0.007232142857142874
semantic,0.013660714285714293
glass,-0.044484126984126994
mem,-0.004464285714285719
motor,-0.02598214285714285
semantic,-0.026607142857142836
glass,0.02890873015873016
mem,-0.00651785714285715
motor,-0.03848214285714286
semantic,0.02187500000000001
glass,-0.02944444444444444
mem,-0.02687500000000001
motor,-0.010446428571428591
semantic,-0.0021428571428571317
glass,-0.005218253968253969
mem,0.03383928571428571
motor,-0.04517857142857146
semantic,0.004196428571428576
glass,-0.02707341269841268
mem,-0.00955357142857142
motor,0.028660714285714293
semantic,-0.0001785714285714337
glass,0.011646825396825409
mem,0.014464285714285709
motor,0.01214285714285714
semantic,0.006785714285714278
glass,0.010773809523809528
mem,-0.011160714285714282
motor,-0.005357142857142865
semantic,-0.003392857142857142
glass,-0.02880952380952382
mem,-0.007053571428571438
motor,0.030803571428571427
semantic,-0.025357142857142873
glass,0.013442460317460317
mem,0.018482142857142853
motor,0.003660714285714274
semantic,-0.011249999999999998
glass,0.012599206349206344
mem,0.020089285714285723
motor,0.058214285714285725
semantic,0.006339285714285716
glass,0.011279761904761912
mem,0.021785714285714294
motor,0.016785714285714282
semantic,-0.004553571428571443
glass,-0.006706349206349201
mem,0.015267857142857147
motor,0.004017857142857142
semantic,0.022589285714285708
glass,-0.03657738095238096
mem,-0.0049999999999999906
motor,-0.027142857142857156
semantic,0.021874999999999995
glass,-0.010783730158730144
mem,0.0031250000000000097
motor,-0.032857142857142835
semantic,-0.010714285714285728
glass,-0.001696428571428576
mem,0.016071428571428577
