acc,train,test,train_task,test_task
0.5,MSC06,MSC01,mixed,mem
0.5,MSC06,MSC01,mixed,mem
0.5,MSC06,MSC01,mixed,mem
0.5,MSC06,MSC01,mixed,mem
0.5,MSC06,MSC01,mixed,mem
0.5,MSC06,MSC01,mixed,mem
0.55,MSC06,MSC01,mixed,mem
0.9,MSC06,MSC01,mixed,mem
0.65,MSC06,MSC01,mixed,mem
0.5,MSC06,MSC01,mixed,mem
0.5,MSC06,MSC01,mixed,motor
0.65,MSC06,MSC01,mixed,motor
0.55,MSC06,MSC01,mixed,motor
0.5,MSC06,MSC01,mixed,motor
0.5,MSC06,MSC01,mixed,motor
0.6,MSC06,MSC01,mixed,motor
0.8,MSC06,MSC01,mixed,motor
0.95,MSC06,MSC01,mixed,motor
0.7,MSC06,MSC01,mixed,motor
0.65,MSC06,MSC01,mixed,motor
0.7,MSC06,MSC01,mem,mixed
1.0,MSC06,MSC01,mem,mixed
1.0,MSC06,MSC01,mem,mixed
1.0,MSC06,MSC01,mem,mixed
0.95,MSC06,MSC01,mem,mixed
1.0,MSC06,MSC01,mem,mixed
0.95,MSC06,MSC01,mem,mixed
0.7,MSC06,MSC01,mem,mixed
1.0,MSC06,MSC01,mem,mixed
1.0,MSC06,MSC01,mem,mixed
0.7,MSC06,MSC01,mem,motor
0.95,MSC06,MSC01,mem,motor
1.0,MSC06,MSC01,mem,motor
0.95,MSC06,MSC01,mem,motor
0.95,MSC06,MSC01,mem,motor
0.95,MSC06,MSC01,mem,motor
0.95,MSC06,MSC01,mem,motor
0.7,MSC06,MSC01,mem,motor
1.0,MSC06,MSC01,mem,motor
1.0,MSC06,MSC01,mem,motor
0.5,MSC06,MSC01,motor,mixed
0.5,MSC06,MSC01,motor,mixed
0.5,MSC06,MSC01,motor,mixed
0.5,MSC06,MSC01,motor,mixed
0.5,MSC06,MSC01,motor,mixed
0.5,MSC06,MSC01,motor,mixed
0.5,MSC06,MSC01,motor,mixed
0.65,MSC06,MSC01,motor,mixed
0.5,MSC06,MSC01,motor,mixed
0.55,MSC06,MSC01,motor,mem
0.5,MSC06,MSC01,motor,mem
0.55,MSC06,MSC01,motor,mem
0.55,MSC06,MSC01,motor,mem
0.5,MSC06,MSC01,motor,mem
