acc,train,test,train_task,test_task
0.9,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,mixed
0.9,MSC05,MSC03,mem,mixed
0.9,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,mixed
0.95,MSC05,MSC03,mem,motor
0.95,MSC05,MSC03,mem,motor
1.0,MSC05,MSC03,mem,motor
1.0,MSC05,MSC03,mem,motor
1.0,MSC05,MSC03,mem,motor
0.95,MSC05,MSC03,mem,motor
0.95,MSC05,MSC03,mem,motor
1.0,MSC05,MSC03,mem,motor
1.0,MSC05,MSC03,mem,motor
1.0,MSC05,MSC03,mem,motor
0.6,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.55,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.6,MSC05,MSC03,motor,mixed
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.5,MSC05,MSC03,motor,mem
0.65,MSC05,MSC04,mixed,mem
0.7,MSC05,MSC04,mixed,mem
0.85,MSC05,MSC04,mixed,mem
0.7,MSC05,MSC04,mixed,mem
0.7,MSC05,MSC04,mixed,mem
0.85,MSC05,MSC04,mixed,mem
0.8,MSC05,MSC04,mixed,mem
0.7,MSC05,MSC04,mixed,mem
0.8,MSC05,MSC04,mixed,mem
0.7,MSC05,MSC04,mixed,mem
0.85,MSC05,MSC04,mixed,motor
0.9,MSC05,MSC04,mixed,motor
0.95,MSC05,MSC04,mixed,motor
0.9,MSC05,MSC04,mixed,motor
0.95,MSC05,MSC04,mixed,motor
0.95,MSC05,MSC04,mixed,motor
0.95,MSC05,MSC04,mixed,motor
0.9,MSC05,MSC04,mixed,motor
0.95,MSC05,MSC04,mixed,motor
0.95,MSC05,MSC04,mixed,motor
0.8,MSC05,MSC04,mem,mixed
0.8,MSC05,MSC04,mem,mixed
0.8,MSC05,MSC04,mem,mixed
0.8,MSC05,MSC04,mem,mixed
0.8,MSC05,MSC04,mem,mixed
0.85,MSC05,MSC04,mem,mixed
0.8,MSC05,MSC04,mem,mixed
0.8,MSC05,MSC04,mem,mixed
0.75,MSC05,MSC04,mem,mixed
0.8,MSC05,MSC04,mem,mixed
0.7,MSC05,MSC04,mem,motor
0.85,MSC05,MSC04,mem,motor
0.85,MSC05,MSC04,mem,motor
0.9,MSC05,MSC04,mem,motor
0.95,MSC05,MSC04,mem,motor
0.95,MSC05,MSC04,mem,motor
1.0,MSC05,MSC04,mem,motor
0.85,MSC05,MSC04,mem,motor
0.95,MSC05,MSC04,mem,motor
1.0,MSC05,MSC04,mem,motor
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mixed
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
0.5,MSC05,MSC04,motor,mem
1.0,MSC05,MSC06,mixed,mem
0.95,MSC05,MSC06,mixed,mem
0.9,MSC05,MSC06,mixed,mem
1.0,MSC05,MSC06,mixed,mem
0.9,MSC05,MSC06,mixed,mem
1.0,MSC05,MSC06,mixed,mem
0.9,MSC05,MSC06,mixed,mem
1.0,MSC05,MSC06,mixed,mem
1.0,MSC05,MSC06,mixed,mem
0.9,MSC05,MSC06,mixed,mem
0.8888888888888888,MSC05,MSC06,mixed,motor
0.9444444444444444,MSC05,MSC06,mixed,motor
0.8333333333333334,MSC05,MSC06,mixed,motor
0.9444444444444444,MSC05,MSC06,mixed,motor
0.9444444444444444,MSC05,MSC06,mixed,motor
0.9444444444444444,MSC05,MSC06,mixed,motor
0.8888888888888888,MSC05,MSC06,mixed,motor
0.9444444444444444,MSC05,MSC06,mixed,motor
0.9444444444444444,MSC05,MSC06,mixed,motor
0.8888888888888888,MSC05,MSC06,mixed,motor
0.8,MSC05,MSC06,mem,mixed
0.8,MSC05,MSC06,mem,mixed
0.85,MSC05,MSC06,mem,mixed
0.8,MSC05,MSC06,mem,mixed
0.85,MSC05,MSC06,mem,mixed
0.9,MSC05,MSC06,mem,mixed
0.8,MSC05,MSC06,mem,mixed
0.75,MSC05,MSC06,mem,mixed
0.8,MSC05,MSC06,mem,mixed
0.85,MSC05,MSC06,mem,mixed
0.8333333333333334,MSC05,MSC06,mem,motor
0.8333333333333334,MSC05,MSC06,mem,motor
0.8333333333333334,MSC05,MSC06,mem,motor
0.8333333333333334,MSC05,MSC06,mem,motor
0.8888888888888888,MSC05,MSC06,mem,motor
0.9444444444444444,MSC05,MSC06,mem,motor
0.9444444444444444,MSC05,MSC06,mem,motor
0.8888888888888888,MSC05,MSC06,mem,motor
0.9444444444444444,MSC05,MSC06,mem,motor
0.9444444444444444,MSC05,MSC06,mem,motor
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mixed
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.5,MSC05,MSC06,motor,mem
0.9,MSC05,MSC07,mixed,mem
0.75,MSC05,MSC07,mixed,mem
0.75,MSC05,MSC07,mixed,mem
0.9,MSC05,MSC07,mixed,mem
0.9,MSC05,MSC07,mixed,mem
0.8,MSC05,MSC07,mixed,mem
0.8,MSC05,MSC07,mixed,mem
0.95,MSC05,MSC07,mixed,mem
0.9,MSC05,MSC07,mixed,mem
0.7,MSC05,MSC07,mixed,mem
0.8333333333333334,MSC05,MSC07,mixed,motor
0.7777777777777778,MSC05,MSC07,mixed,motor
0.7777777777777778,MSC05,MSC07,mixed,motor
0.9444444444444444,MSC05,MSC07,mixed,motor
0.8888888888888888,MSC05,MSC07,mixed,motor
0.8888888888888888,MSC05,MSC07,mixed,motor
0.8888888888888888,MSC05,MSC07,mixed,motor
0.9444444444444444,MSC05,MSC07,mixed,motor
0.9444444444444444,MSC05,MSC07,mixed,motor
0.8888888888888888,MSC05,MSC07,mixed,motor
0.75,MSC05,MSC07,mem,mixed
0.75,MSC05,MSC07,mem,mixed
0.85,MSC05,MSC07,mem,mixed
0.85,MSC05,MSC07,mem,mixed
0.9,MSC05,MSC07,mem,mixed
0.9,MSC05,MSC07,mem,mixed
0.9,MSC05,MSC07,mem,mixed
0.9,MSC05,MSC07,mem,mixed
0.9,MSC05,MSC07,mem,mixed
0.9,MSC05,MSC07,mem,mixed
0.8888888888888888,MSC05,MSC07,mem,motor
0.7222222222222222,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.9444444444444444,MSC05,MSC07,mem,motor
0.55,MSC05,MSC07,motor,mixed
0.55,MSC05,MSC07,motor,mixed
0.55,MSC05,MSC07,motor,mixed
0.55,MSC05,MSC07,motor,mixed
0.5,MSC05,MSC07,motor,mixed
0.5,MSC05,MSC07,motor,mixed
0.5,MSC05,MSC07,motor,mixed
0.55,MSC05,MSC07,motor,mixed
0.5,MSC05,MSC07,motor,mixed
0.5,MSC05,MSC07,motor,mixed
0.55,MSC05,MSC07,motor,mem
0.5,MSC05,MSC07,motor,mem
0.55,MSC05,MSC07,motor,mem
0.5,MSC05,MSC07,motor,mem
0.55,MSC05,MSC07,motor,mem
0.5,MSC05,MSC07,motor,mem
0.5,MSC05,MSC07,motor,mem
0.5,MSC05,MSC07,motor,mem
0.55,MSC05,MSC07,motor,mem
0.5,MSC05,MSC07,motor,mem
0.95,MSC05,MSC10,mixed,mem
0.95,MSC05,MSC10,mixed,mem
0.75,MSC05,MSC10,mixed,mem
0.95,MSC05,MSC10,mixed,mem
0.95,MSC05,MSC10,mixed,mem
0.75,MSC05,MSC10,mixed,mem
0.75,MSC05,MSC10,mixed,mem
0.9,MSC05,MSC10,mixed,mem
0.95,MSC05,MSC10,mixed,mem
1.0,MSC05,MSC10,mixed,mem
0.95,MSC05,MSC10,mixed,motor
0.95,MSC05,MSC10,mixed,motor
0.75,MSC05,MSC10,mixed,motor
0.95,MSC05,MSC10,mixed,motor
0.95,MSC05,MSC10,mixed,motor
0.75,MSC05,MSC10,mixed,motor
0.75,MSC05,MSC10,mixed,motor
0.9,MSC05,MSC10,mixed,motor
0.95,MSC05,MSC10,mixed,motor
0.95,MSC05,MSC10,mixed,motor
0.7,MSC05,MSC10,mem,mixed
0.75,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,mixed
0.9,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.95,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.9,MSC05,MSC10,mem,motor
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mixed
0.5,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
0.55,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
0.5,MSC05,MSC10,motor,mem
