,acc,train,test,train_task,test_task
0,0.7,MSC04,MSC07,motor,mem
1,0.55,MSC04,MSC07,motor,mem
2,0.6,MSC04,MSC07,motor,mem
3,0.55,MSC04,MSC07,motor,mem
4,0.65,MSC04,MSC07,motor,mem
5,0.65,MSC04,MSC07,motor,mem
6,0.7,MSC04,MSC07,motor,mem
7,0.7,MSC04,MSC07,motor,mem
8,0.7,MSC04,MSC07,motor,mem
9,0.7,MSC04,MSC07,motor,mem
