,acc,train,test,train_task,test_task
0,0.65,MSC04,MSC03,mem,mixed
1,0.65,MSC04,MSC03,mem,mixed
2,0.8,MSC04,MSC03,mem,mixed
3,0.65,MSC04,MSC03,mem,mixed
4,0.6,MSC04,MSC03,mem,mixed
5,0.6,MSC04,MSC03,mem,mixed
6,0.75,MSC04,MSC03,mem,mixed
7,0.55,MSC04,MSC03,mem,mixed
8,0.55,MSC04,MSC03,mem,mixed
9,0.6,MSC04,MSC03,mem,mixed
