,acc,train,test,train_task,test_task
0,1.0,MSC01,MSC07,mixed,motor
1,0.5,MSC01,MSC07,mixed,motor
2,0.7222222222222222,MSC01,MSC07,mixed,motor
3,0.5555555555555556,MSC01,MSC07,mixed,motor
4,0.5,MSC01,MSC07,mixed,motor
5,0.5555555555555556,MSC01,MSC07,mixed,motor
6,0.5,MSC01,MSC07,mixed,motor
7,0.5,MSC01,MSC07,mixed,motor
8,0.5,MSC01,MSC07,mixed,motor
9,0.6666666666666666,MSC01,MSC07,mixed,motor
