,train_task,test_task,sub,acc
0,glass,semantic,MSC01,0.8549999999999999
1,glass,motor,MSC01,0.6950000000000001
2,glass,mem,MSC01,0.845
3,semantic,glass,MSC01,0.8049999999999999
4,semantic,motor,MSC01,0.6950000000000001
5,semantic,mem,MSC01,0.7000000000000001
6,motor,glass,MSC01,0.62
7,motor,semantic,MSC01,0.845
8,motor,mem,MSC01,0.6299999999999999
9,mem,glass,MSC01,0.8749999999999998
10,mem,semantic,MSC01,0.86
11,mem,motor,MSC01,0.7949999999999999
12,glass,semantic,MSC02,0.74
13,glass,motor,MSC02,0.56
14,glass,mem,MSC02,0.71
15,semantic,glass,MSC02,0.625
16,semantic,motor,MSC02,0.6100000000000001
17,semantic,mem,MSC02,0.725
18,motor,glass,MSC02,0.61
19,motor,semantic,MSC02,0.7150000000000001
20,motor,mem,MSC02,0.655
21,mem,glass,MSC02,0.7000000000000001
22,mem,semantic,MSC02,0.75
23,mem,motor,MSC02,0.7100000000000001
24,glass,semantic,MSC03,0.6200000000000001
25,glass,motor,MSC03,0.6250000000000001
26,glass,mem,MSC03,0.6950000000000001
27,semantic,glass,MSC03,0.5199999999999999
28,semantic,motor,MSC03,0.6500000000000001
29,semantic,mem,MSC03,0.615
30,motor,glass,MSC03,0.6000000000000001
31,motor,semantic,MSC03,0.65
32,motor,mem,MSC03,0.63
33,mem,glass,MSC03,0.6000000000000001
34,mem,semantic,MSC03,0.67
35,mem,motor,MSC03,0.7249999999999999
36,glass,semantic,MSC04,0.78
37,glass,motor,MSC04,0.615
38,glass,mem,MSC04,0.745
39,semantic,glass,MSC04,0.63
40,semantic,motor,MSC04,0.40499999999999997
41,semantic,mem,MSC04,0.5900000000000001
42,motor,glass,MSC04,0.53
43,motor,semantic,MSC04,0.5149999999999999
44,motor,mem,MSC04,0.5399999999999999
45,mem,glass,MSC04,0.695
46,mem,semantic,MSC04,0.63
47,mem,motor,MSC04,0.525
48,glass,semantic,MSC05,0.72
49,glass,motor,MSC05,0.925
50,glass,mem,MSC05,0.865
51,semantic,glass,MSC05,0.74
52,semantic,motor,MSC05,0.75
53,semantic,mem,MSC05,0.7649999999999999
54,motor,glass,MSC05,0.5
55,motor,semantic,MSC05,0.5
56,motor,mem,MSC05,0.5999999999999999
57,mem,glass,MSC05,0.7100000000000001
58,mem,semantic,MSC05,0.78
59,mem,motor,MSC05,0.7999999999999999
60,glass,semantic,MSC06,0.6222222222222222
61,glass,motor,MSC06,0.5944444444444446
62,glass,mem,MSC06,0.638888888888889
63,semantic,glass,MSC06,0.5833333333333335
64,semantic,motor,MSC06,0.5449999999999998
65,semantic,mem,MSC06,0.4699999999999999
66,motor,glass,MSC06,0.5222222222222223
67,motor,semantic,MSC06,0.615
68,motor,mem,MSC06,0.5499999999999999
69,mem,glass,MSC06,0.7777777777777778
70,mem,semantic,MSC06,0.6
71,mem,motor,MSC06,0.6300000000000001
72,glass,semantic,MSC07,0.8299999999999998
73,glass,motor,MSC07,0.675
74,glass,mem,MSC07,0.5399999999999999
75,semantic,glass,MSC07,0.8949999999999999
76,semantic,motor,MSC07,0.665
77,semantic,mem,MSC07,0.5149999999999999
78,motor,glass,MSC07,0.5499999999999999
79,motor,semantic,MSC07,0.5349999999999999
80,motor,mem,MSC07,0.5
81,mem,glass,MSC07,0.7899999999999999
82,mem,semantic,MSC07,0.825
83,mem,motor,MSC07,0.8300000000000001
84,glass,semantic,MSC10,0.8099999999999999
85,glass,motor,MSC10,0.7499999999999999
86,glass,mem,MSC10,0.8150000000000001
87,semantic,glass,MSC10,0.8099999999999999
88,semantic,motor,MSC10,0.6200000000000001
89,semantic,mem,MSC10,0.685
90,motor,glass,MSC10,0.685
91,motor,semantic,MSC10,0.6100000000000001
92,motor,mem,MSC10,0.5499999999999999
93,mem,glass,MSC10,0.95
94,mem,semantic,MSC10,0.7649999999999999
95,mem,motor,MSC10,0.7849999999999999
