acc,train,test,frames
0.875,MSC01,MSC02,175
0.7300000000000001,MSC01,MSC03,175
0.9000000000000001,MSC01,MSC04,175
0.9650000000000001,MSC01,MSC05,175
0.945,MSC01,MSC06,175
0.6900000000000001,MSC01,MSC07,175
0.95,MSC01,MSC10,175
0.97,MSC02,MSC01,175
0.825,MSC02,MSC03,175
0.99,MSC02,MSC04,175
0.96,MSC02,MSC05,175
0.985,MSC02,MSC06,175
0.93,MSC02,MSC07,175
0.96,MSC02,MSC10,175
0.6749999999999999,MSC03,MSC01,175
0.7125,MSC03,MSC02,175
0.6749999999999999,MSC03,MSC04,175
0.625,MSC03,MSC05,175
0.8,MSC03,MSC06,175
0.65,MSC03,MSC07,175
0.9125,MSC03,MSC10,175
0.9777777777777779,MSC04,MSC01,175
0.9222222222222223,MSC04,MSC02,175
0.7111111111111112,MSC04,MSC03,175
0.9722222222222222,MSC04,MSC05,175
1.0,MSC04,MSC06,175
0.8111111111111111,MSC04,MSC07,175
0.8388888888888889,MSC04,MSC10,175
0.9949999999999999,MSC05,MSC01,175
0.745,MSC05,MSC02,175
0.9099999999999999,MSC05,MSC03,175
0.835,MSC05,MSC04,175
1.0,MSC05,MSC06,175
0.8800000000000002,MSC05,MSC07,175
0.9000000000000001,MSC05,MSC10,175
0.8150000000000001,MSC06,MSC01,175
0.8450000000000001,MSC06,MSC02,175
0.7949999999999999,MSC06,MSC03,175
0.945,MSC06,MSC04,175
0.9949999999999999,MSC06,MSC05,175
0.6299999999999999,MSC06,MSC07,175
0.7799999999999999,MSC06,MSC10,175
0.8150000000000001,MSC07,MSC01,175
0.7200000000000001,MSC07,MSC02,175
0.7050000000000001,MSC07,MSC03,175
0.925,MSC07,MSC04,175
0.9199999999999999,MSC07,MSC05,175
0.985,MSC07,MSC06,175
0.905,MSC07,MSC10,175
0.9428571428571428,MSC10,MSC01,175
0.8714285714285716,MSC10,MSC02,175
0.9071428571428573,MSC10,MSC03,175
0.9000000000000001,MSC10,MSC04,175
0.9571428571428572,MSC10,MSC05,175
0.9714285714285715,MSC10,MSC06,175
0.7214285714285714,MSC10,MSC07,175
