acc,train,test,frames
0.9285714285714286,MSC01,MSC02,275
0.7714285714285715,MSC01,MSC03,275
0.857142857142857,MSC01,MSC04,275
0.9642857142857143,MSC01,MSC05,275
0.9571428571428572,MSC01,MSC06,275
0.7000000000000001,MSC01,MSC07,275
0.9357142857142858,MSC01,MSC10,275
0.9299999999999997,MSC02,MSC01,275
0.7100000000000001,MSC02,MSC03,275
0.9600000000000002,MSC02,MSC04,275
0.8549999999999999,MSC02,MSC05,275
0.9649999999999999,MSC02,MSC06,275
0.8300000000000001,MSC02,MSC07,275
0.96,MSC02,MSC10,275
0.7333333333333334,MSC03,MSC01,275
0.75,MSC03,MSC02,275
0.8333333333333334,MSC03,MSC04,275
0.7000000000000001,MSC03,MSC05,275
0.7000000000000001,MSC03,MSC06,275
0.6333333333333334,MSC03,MSC07,275
0.85,MSC03,MSC10,275
0.9111111111111112,MSC04,MSC01,275
0.9500000000000001,MSC04,MSC02,275
0.7611111111111113,MSC04,MSC03,275
0.9833333333333335,MSC04,MSC05,275
0.9944444444444444,MSC04,MSC06,275
0.8833333333333333,MSC04,MSC07,275
0.9666666666666668,MSC04,MSC10,275
0.985,MSC05,MSC01,275
0.7899999999999999,MSC05,MSC02,275
0.9099999999999999,MSC05,MSC03,275
0.8299999999999998,MSC05,MSC04,275
1.0,MSC05,MSC06,275
0.9000000000000001,MSC05,MSC07,275
0.8950000000000001,MSC05,MSC10,275
0.9777777777777779,MSC06,MSC01,275
0.9166666666666666,MSC06,MSC02,275
0.9444444444444444,MSC06,MSC03,275
0.9722222222222222,MSC06,MSC04,275
0.9777777777777779,MSC06,MSC05,275
0.911111111111111,MSC06,MSC07,275
0.9666666666666666,MSC06,MSC10,275
0.85,MSC07,MSC01,275
0.805,MSC07,MSC02,275
0.73,MSC07,MSC03,275
0.9200000000000002,MSC07,MSC04,275
0.9550000000000001,MSC07,MSC05,275
0.9800000000000001,MSC07,MSC06,275
0.93,MSC07,MSC10,275
0.8200000000000001,MSC10,MSC01,275
0.8200000000000001,MSC10,MSC02,275
0.9099999999999999,MSC10,MSC03,275
0.9200000000000002,MSC10,MSC04,275
0.8400000000000001,MSC10,MSC05,275
0.67,MSC10,MSC06,275
0.5599999999999999,MSC10,MSC07,275
