sub,mixed,motor,mem
MSC01,0.95,0.85,0.65
MSC02,0.7,0.7,0.6
MSC03,0.45,0.9,0.5
MSC04,0.6,0.55,0.65
MSC05,0.55,0.6,0.65
MSC06,0.45,0.5555555555555556,0.7
MSC07,0.65,0.6851851851851851,0.5
MSC10,0.7,0.95,0.4
